rebalance_date,ret_net,ret_gross,cost,turnover,mkt_ret,ic,n_long,n_universe
2015-01-01,0.03531480795015332,0.04907327701256503,0.013758469062411707,1.0,0.04062231227578676,0.006874347372084929,34,169
2015-04-01,0.01160374388798505,0.01669858042220694,0.00509483653422189,0.38235294117647056,0.010961045793605994,-0.012488932321556232,34,166
2015-07-01,-0.1687298984008047,-0.1649972326505163,0.0037326657502884165,0.2702702702702703,-0.16984186551347985,-0.07537085382389248,37,181
2015-10-01,0.05753069005827948,0.06097489578201535,0.0034442057237358717,0.24390243902439024,0.06033882734284373,-0.0772006700072796,41,204
2016-01-01,0.10342288484298502,0.10662016037161984,0.0031972755286348185,0.23076923076923078,0.019270216517010434,0.17023336407780162,39,192
2016-04-01,0.09712617860673826,0.10244251638942531,0.00531633778268704,0.3684210526315789,0.06227187926225437,0.01500432539231037,38,188
2016-07-01,0.13309829384209645,0.13758849462077552,0.004490200778679052,0.2972972972972973,0.11952659196592552,0.02881666834207365,37,182
2016-10-01,0.14745118276232713,0.14918533392596245,0.0017341511636353305,0.11764705882352941,0.0529380681580842,0.17103227937807633,34,171
2017-01-01,-0.03689716406933507,-0.0344243178753669,0.0024728461939681656,0.17647058823529413,0.04154972143995191,-0.08519521745118744,34,167
2017-04-01,-0.04537180710617102,-0.041398512628504996,0.0039732944776660175,0.2777777777777778,0.047920009468845434,-0.22084970828067382,36,178
2017-07-01,0.02033547201721033,0.023385495651700478,0.003050023634490147,0.21621621621621623,0.05832802710766809,-0.10841325196163906,37,186
2017-10-01,0.055066854261274896,0.05707751298291477,0.002010658721639871,0.14285714285714285,0.025985928204953417,0.036915450341137156,35,173
2018-01-01,-0.04106391704848037,-0.038353338764806295,0.002710578283674074,0.19444444444444445,-0.011015461506370077,-0.03314186497065204,36,179
2018-04-01,0.13479870487982626,0.13886555302160764,0.00406684814178137,0.2972972972972973,0.15144740909510424,-0.007391783231024782,37,182
2018-07-01,-0.040604310172764016,-0.036795006938576603,0.003809303234187411,0.2857142857142857,0.022580589382359052,-0.0976781799026168,35,175
2018-10-01,-0.20823964265794215,-0.20631666212231875,0.0019229805356234112,0.15151515151515152,-0.22230761876606714,-0.11821565115776905,33,163
2019-01-01,0.10320427317871732,0.10599715542439535,0.0027928822456780287,0.1891891891891892,0.1615114131927857,0.015384022654158079,37,185
2019-04-01,-0.09059474100538793,-0.08518523486296728,0.005409506142420647,0.36363636363636365,-0.02086862159458397,0.022129419286384715,33,165
2019-07-01,-0.024544517165320624,-0.020682057088485147,0.003862460076835477,0.2647058823529412,-0.06407790162890883,0.20781000977235017,34,167
2019-10-01,0.14395426245741927,0.14702953883322942,0.0030752763758101626,0.20588235294117646,0.14689896098703442,0.10649115969244945,34,169
2020-01-01,-0.5049835575129377,-0.5025898072527639,0.002393750260173722,0.16129032258064516,-0.3749478959366125,-0.41457302195887064,31,152
2020-04-01,0.6672252517755091,0.6771844668993984,0.009959215123889345,0.6363636363636364,0.48768816280801475,0.22463048635490215,44,221
2020-07-01,0.13086983417673564,0.13396305432226316,0.003093220145527526,0.20512820512820512,0.0928998550389519,0.17512309090415865,39,193
2020-10-01,0.39992362773906176,0.40282465311876314,0.002901025379701364,0.19444444444444445,0.3548017919485331,0.27907643378737473,36,180
