date,close,volume
2018-10-15,64.77,212627
2018-10-16,66.6,318261
2018-10-17,67.02,429588
2018-10-18,65.15,214011
2018-10-19,63.1,422858
2018-10-22,63.0,161645
2018-10-23,62.06,217879
2018-10-24,60.39,298939
2018-10-25,61.74,236925
2018-10-26,61.66,315601
2018-10-29,62.16,186838
2018-10-30,62.97,197089
2018-10-31,60.72,187325
2018-11-01,62.7,204082
2018-11-02,63.31,189677
2018-11-05,62.37,240977
2018-11-06,62.53,141648
2018-11-07,63.9,192746
2018-11-08,64.8,151222
2018-11-09,63.86,136382
2018-11-12,63.1,213845
2018-11-13,61.9,171889
2018-11-14,61.35,137373
2018-11-15,63.12,214699
2018-11-16,63.35,386755
2018-11-19,61.76,129343
2018-11-20,61.04,218214
2018-11-21,60.29,274262
2018-11-23,61.32,102883
2018-11-26,63.03,159223
2018-11-27,63.21,174587
2018-11-28,65.01,195646
2018-11-29,64.84,155814
2018-11-30,64.86,239318
2018-12-03,64.25,184961
2018-12-04,61.62,199093
2018-12-06,62.0,188269
2018-12-07,61.51,213013
2018-12-10,62.06,177234
2018-12-11,62.45,287108
2018-12-12,64.75,663201
2018-12-13,63.37,262580
2018-12-14,62.23,126108
2018-12-17,59.77,289621
2018-12-18,59.97,259198
2018-12-19,59.05,268907
2018-12-20,55.28,523528
2018-12-21,54.3,508756
2018-12-24,52.72,148964
2018-12-26,55.13,179313
2018-12-27,55.13,319045
2018-12-28,55.89,166748
2018-12-31,57.0,342096
2019-01-02,56.91,219325
2019-01-03,54.16,198101
2019-01-04,56.1,257971
2019-01-07,57.25,195359
2019-01-08,58.59,302356
2019-01-09,56.75,395169
2019-01-10,59.0,418524
2019-01-11,59.16,172810
2019-01-14,58.12,130259
2019-01-15,58.78,122237
2019-01-16,59.09,159787
2019-01-17,60.12,339368
2019-01-18,60.48,183134
2019-01-22,60.26,294091
2019-01-23,61.01,156625
2019-01-24,60.71,192659
2019-01-25,60.88,86097
2019-01-28,59.68,135056
2019-01-29,58.75,97641
2019-01-30,59.02,165624
2019-01-31,60.91,239520
2019-02-01,60.92,214348
2019-02-04,62.15,160614
2019-02-05,62.16,159404
