rebalance_date,hold_end,period,n_universe,n_delisted,composite_long,composite_short,composite_ls,M1_solo_long,M1_solo_short,M1_solo_ls,M2_solo_long,M2_solo_short,M2_solo_ls,M3_solo_long,M3_solo_short,M3_solo_ls,bench_long,bench_short,bench_ls,ic_m1,ic_m2,ic_m3
2018-01-01,2018-04-01,in_sample,416,2,-0.03280281471283132,-0.03907742512924084,-0.07188023984207216,-0.03890160381029594,-0.03288015128200804,-0.07178175509230397,-0.04093739028243168,0.011659460513482964,-0.029277929768948715,-0.012414146264744321,-0.02784450100543185,-0.04025864727017617,-0.0395901315945792,-0.04948699689802569,-0.08907712849260488,-0.07034361774492866,-0.005544593015311448,-0.10250027189668287
2018-04-01,2018-07-01,in_sample,430,2,0.17419575811404645,-0.18397239399957893,-0.009776635885532486,0.21824978799604997,-0.1607104889829248,0.057539299013125156,0.09037044848710757,-0.20603545241501733,-0.11566500392790977,0.1816444675757433,-0.20843385988140967,-0.026789392305666376,0.1312551884825699,-0.21309097726014278,-0.08183578877757289,0.07392676210006362,0.07021528191208441,-0.03993344120817674
2018-07-01,2018-10-01,in_sample,442,2,-0.0051779890549330035,-0.016728519898539143,-0.021906508953472147,-0.010600840002886587,-0.005179355879585878,-0.015780195882472467,-0.0022237320049416673,-0.08639879830189777,-0.08862253030683943,0.04594740193423763,0.006028423061221776,0.051975824995459406,-0.029181305192949113,-0.01496951780894273,-0.04415082300189184,-0.039471763515144864,0.011626069267477753,-0.033928195743199
2018-10-01,2019-01-01,in_sample,428,3,-0.2590433840495287,0.2252390200120443,-0.03380436403748441,-0.24781387862341223,0.21501099853580366,-0.032802880087608566,-0.19193358859310128,0.29133315814515154,0.09939956955205026,-0.2791709451579316,0.24337958667912987,-0.035791358478801744,-0.24640483772667476,0.2911728223444324,0.04476798461775766,-0.031297648862823775,-0.0532036388345484,-0.04574723248555208
2019-01-01,2019-04-01,in_sample,455,3,0.14001060305929597,-0.1614351330375956,-0.021424529978299633,0.1841338634921135,-0.1664129279749715,0.01772093551714199,0.10906739942336065,-0.2804978826915531,-0.1714304832681925,0.16151016533135745,-0.1761979225285111,-0.01468775719715365,0.12506166945501915,-0.25947065987990564,-0.1344089904248865,0.024091942223185545,0.029261741642525905,-0.047764706578191735
2019-04-01,2019-07-01,in_sample,440,3,-0.02494745923662897,0.019148975414029448,-0.005798483822599523,-0.043208409796073745,0.000727230904301393,-0.04248117889177235,-0.030303358195664543,-0.04255389275399151,-0.07285725094965606,0.0074976520877221885,0.039937784593457114,0.047435436681179305,-0.06796479534209282,0.07163597026621214,0.003671174924119322,0.02805711393355204,0.013154543950057053,-0.07001650193476529
2019-07-01,2019-10-01,in_sample,448,3,-0.058009532320042675,0.12153299394361392,0.06352346162357124,-0.094596015404727,0.07431632609709311,-0.02027968930763388,-0.004824288598391595,0.16548351693461116,0.16065922833621957,-0.142966210700886,0.08276248009371935,-0.06020373060716665,-0.03153608800236392,0.12004683094364432,0.0885107429412804,0.014539605616002782,0.007051423903137175,-0.07256214679678648
2019-10-01,2020-01-01,in_sample,447,3,0.11499760522587796,-0.13900278320604023,-0.024005177980162273,0.16215088817782827,-0.14604191718796683,0.016108970989861443,0.11675521369898348,-0.19712720826275776,-0.08037199456377428,0.20085652663168568,-0.18852564291747195,0.01233088371421373,0.1542988287853695,-0.16350734949940687,-0.009208520714037383,-0.019793371232130385,0.0802915213950332,0.13659070469559856
2020-01-01,2020-04-01,in_sample,419,3,-0.42812507726641463,0.34079476487365046,-0.08733031239276418,-0.4535430104925286,0.3711839574080423,-0.08235905308448632,-0.4475819595724787,0.32247042064260434,-0.12511153892987437,-0.3554444540664035,0.36481510855494026,0.009370654488536745,-0.4697163398620965,0.28481672589472273,-0.18489961396737375,-0.03014259899126645,0.04077178840430726,-0.011101502087160906
2020-04-01,2020-07-01,in_sample,519,3,0.43511271486475783,-0.5172405797809817,-0.08212786491622387,0.636207674659486,-0.7305588790245855,-0.09435120436509947,0.47758348800220685,-0.7616821372228082,-0.28409864922060135,0.5033327093383341,-0.5006950711681056,0.00263763817022844,0.6428566424848215,-0.7154585719406348,-0.07260192945581323,0.03547371472465854,-0.002746649694629587,0.032540277750263996
2020-07-01,2020-10-01,in_sample,499,3,0.11260422626654298,-0.07633157927485106,0.03627264699169193,0.14479856550844736,-0.10896866725336725,0.03582989825508011,0.13378366716540047,-0.12555515223243963,0.00822851493296084,0.17048785292653945,-0.08673823469156478,0.08374961823497468,0.1804433555863289,-0.057368498960622336,0.12307485662570657,-0.011100650201435008,-0.0146487732340152,0.01758812635827817
2020-10-01,2025-10-01,in_sample,492,5,1.2203779546302014,-0.9061555879399688,0.3142223666902326,1.0333949379816514,-0.8561927378045472,0.1772022001771042,1.1744798790345143,-0.65146072891097,0.5230191501235444,0.7451268170190065,-1.312217246157229,-0.5670904291382225,1.116105856966577,-1.3096722878251719,-0.19356643085859493,0.010303351582393021,0.023527045787814466,0.021293978916584966
