trial_id,experiment,ann_return,ann_sharpe,t_stat_return,alpha_vs_bench,alpha_t_stat,mean_ic,ic_t_stat,max_drawdown,win_rate,n_periods,dsr_threshold,obs_sr_q,clears_dsr,timestamp
1,E1_M1_InsiderConviction,-0.008439503468494758,-0.07450835563829292,-0.18250745288763967,0.1188370772364824,1.1571255824955253,0.00016926196732892224,0.02141937991332693,-0.3278149453060142,0.5,24,0.1376796437264742,-0.03725417781914646,False,2026-06-25T15:27:23.360353
2,E2_M2_NonDilution,-0.05459016878923617,-0.16866011437048,-0.4131312201671284,0.0682844643684899,0.49996067341819606,0.018601513825318165,1.8189654908764659,-0.6354776738901428,0.3333333333333333,24,0.1376796437264742,-0.08433005718524,False,2026-06-25T15:27:23.361610
3,E3_M3_ROICImprovement,-0.12948929649476404,-0.5603645302455839,-1.3726071690560715,-0.013878942085912782,-0.1315315234728087,-0.011539469430272101,-0.8567406409766722,-0.674005942150382,0.4583333333333333,24,0.1376796437264742,-0.28018226512279193,False,2026-06-25T15:27:23.362662
4,E4_Composite_M1M2M3,-0.020930630280133422,-0.11321087068389074,-0.27730886651174314,0.10515983054186395,1.058738170179898,,,-0.41824818033770467,0.375,24,0.1376796437264742,-0.05660543534194537,False,2026-06-25T15:27:23.363786
