year,ticker,list_kind,priced,entry_date,exit_date,price_col,return,benchmark_ret,abnormal_ret
2022,ABCL,addition,True,2022-06-06,2022-06-24,adjClose,0.38852672750977835,-0.06551746377655376,0.4540441912863321
2023,ABCL,deletion,True,2023-05-22,2023-06-23,adjClose,0.10590015128593033,0.01571050492389836,0.09018964636203197
2016,ABEO,deletion,True,2016-06-13,2016-06-24,adjClose,-0.1466666666666666,-0.019684696454071005,-0.1269819702125956
2017,ABEO,addition,True,2017-06-01,2017-06-23,adjClose,0.09090909090909083,0.014105793450912563,0.07680329745817827
2021,ABEO,deletion,True,2021-06-07,2021-06-25,adjClose,-0.028735632183908066,0.009467139915354084,-0.03820277209926215
2018,ABR,addition,True,2018-06-11,2018-06-22,adjClose,0.026639344248589936,0.0062960964203993,0.020343247828190636
2020,ABR,addition,True,2020-06-15,2020-06-26,adjClose,-0.03941908714877007,-0.030640470954920174,-0.008778616193849897
2016,ABTL,addition,True,2016-06-13,2016-06-24,adjClose,-0.011808118081180874,-0.019684696454071005,0.00787657837289013
2017,ABTL,deletion,True,2017-06-01,2017-06-23,adjClose,0.04720692368213997,0.014105793450912563,0.033101130231227405
2018,ABUS,addition,True,2018-06-11,2018-06-22,adjClose,0.1428571428571428,0.0062960964203993,0.1365610464367435
2021,ABUS,addition,True,2021-06-07,2021-06-25,adjClose,0.030581039755351647,0.009467139915354084,0.021113899839997563
2019,ACER,addition,True,2019-06-10,2019-06-28,adjClose,-0.7598522167487685,0.028299177250638685,-0.7881513939994071
2020,ACER,deletion,True,2020-06-15,2020-06-26,adjClose,0.06024096385542177,-0.030640470954920174,0.09088143481034194
2018,ACMR,addition,True,2018-06-11,2018-06-22,adjClose,-0.017241379302642912,0.0062960964203993,-0.02353747572304221
2022,ACMR,addition,True,2022-06-06,2022-06-24,adjClose,0.009836065573770592,-0.06551746377655376,0.07535352935032436
2016,ACNB,addition,True,2016-06-13,2016-06-24,adjClose,0.012083333331045942,-0.019684696454071005,0.03176802978511695
2021,ACNB,deletion,True,2021-06-07,2021-06-25,adjClose,0.004661168876281874,0.009467139915354084,-0.00480597103907221
2022,ACNB,addition,True,2022-06-06,2022-06-24,adjClose,-0.1117478510041926,-0.06551746377655376,-0.046230387227638836
2020,ACRS,deletion,True,2020-06-15,2020-06-26,adjClose,0.020689655172413834,-0.030640470954920174,0.05133012612733401
2021,ACRS,addition,True,2021-06-07,2021-06-25,adjClose,-0.20509383378016088,0.009467139915354084,-0.21456097369551497
2016,ACRX,addition,False,,,,,,
2017,ACRX,deletion,False,,,,,,
2019,ACRX,addition,False,,,,,,
2021,ACRX,deletion,False,,,,,,
2022,ACTG,deletion,True,2022-06-06,2022-06-24,adjClose,0.15668202764976957,-0.06551746377655376,0.22219949142632334
2023,ACTG,addition,True,2023-05-22,2023-06-23,adjClose,0.050761421319796884,0.01571050492389836,0.035050916395898524
2017,ADES,addition,False,,,,,,
2021,ADES,deletion,False,,,,,,
2018,ADMA,addition,True,2018-06-11,2018-06-22,adjClose,0.05818965517241392,0.0062960964203993,0.051893558752014624
2021,ADMA,deletion,True,2021-06-07,2021-06-25,adjClose,-0.022727272727272707,0.009467139915354084,-0.03219441264262679
2022,ADMA,addition,True,2022-06-06,2022-06-24,adjClose,0.03191489361702127,-0.06551746377655376,0.09743235739357503
2021,ADN,addition,True,2021-06-07,2021-06-25,adjClose,-0.09055501460564763,0.009467139915354084,-0.10002215452100172
2022,ADN,deletion,True,2022-06-06,2022-06-24,adjClose,0.7872340425531914,-0.06551746377655376,0.8527515063297452
2022,ADTH,addition,True,2022-06-06,2022-06-24,adjClose,-0.6687898089171974,-0.06551746377655376,-0.6032723451406437
2023,ADTH,deletion,True,2023-05-22,2023-06-23,adjClose,0.19047619047619047,0.01571050492389836,0.1747656855522921
2017,ADVM,deletion,True,2017-06-01,2017-06-23,adjClose,0.05769230769230771,0.014105793450912563,0.04358651424139515
2018,ADVM,addition,True,2018-06-11,2018-06-22,adjClose,-0.024193548387096753,0.0062960964203993,-0.030489644807496052
2022,ADVM,deletion,True,2022-06-06,2022-06-24,adjClose,0.029126213592232997,-0.06551746377655376,0.09464367736878676
2020,AE,addition,True,2020-06-15,2020-06-26,adjClose,-0.03017084696622241,-0.030640470954920174,0.0004696239886977649
2021,AE,deletion,True,2021-06-07,2021-06-25,adjClose,-0.02235845654351598,0.009467139915354084,-0.031825596458870065
2016,AFMD,deletion,True,2016-06-13,2016-06-24,adjClose,-0.07836990595611282,-0.019684696454071005,-0.05868520950204181
2019,AFMD,addition,True,2019-06-10,2019-06-28,adjClose,-0.04013377926421402,0.028299177250638685,-0.0684329565148527
2023,AFMD,deletion,True,2023-05-22,2023-06-23,adjClose,-0.39224299065420554,0.01571050492389836,-0.4079534955781039
2016,AGFS,addition,True,2016-06-13,2016-06-24,adjClose,-0.09038461538461529,-0.019684696454071005,-0.07069991893054428
2020,AGFS,addition,True,2020-06-15,2020-06-26,adjClose,-0.18277945619335345,-0.030640470954920174,-0.15213898523843328
2021,AGFS,deletion,True,2021-06-07,2021-06-25,adjClose,-0.027906976744186074,0.009467139915354084,-0.03737411665954016
2018,AGLE,addition,False,,,,,,
2022,AGLE,deletion,False,,,,,,
2017,AGRX,deletion,True,2017-06-01,2017-06-23,adjClose,0.0786516853932584,0.014105793450912563,0.06454589194234583
2020,AGRX,addition,True,2020-06-15,2020-06-26,adjClose,-0.017421602787456414,-0.030640470954920174,0.01321886816746376
2021,AGRX,deletion,True,2021-06-07,2021-06-25,adjClose,-0.12337662337662336,0.009467139915354084,-0.13284376329197745
2022,AGS,deletion,True,2022-06-06,2022-06-24,adjClose,-0.08637873754152814,-0.06551746377655376,-0.020861273764974375
2023,AGS,addition,True,2023-05-22,2023-06-23,adjClose,-0.1392,0.01571050492389836,-0.15491050492389835
2017,AGTC,deletion,True,2017-06-01,2017-06-23,adjClose,0.04807692307692313,0.014105793450912563,0.033971129626010566
2020,AGTC,addition,True,2020-06-15,2020-06-26,adjClose,0.2042801556420235,-0.030640470954920174,0.23492062659694368
2021,AGTC,deletion,True,2021-06-07,2021-06-25,adjClose,-0.009615384615384581,0.009467139915354084,-0.019082524530738665
2020,AHT,deletion,True,2020-06-15,2020-06-26,adjClose,-0.25,-0.030640470954920174,-0.21935952904507983
2021,AHT,addition,True,2021-06-07,2021-06-25,adjClose,-0.003831417624521105,0.009467139915354084,-0.013298557539875189
2023,AHT,deletion,True,2023-05-22,2023-06-23,adjClose,-0.17715617715617715,0.01571050492389836,-0.1928666820800755
2016,AINC,deletion,True,2016-06-13,2016-06-24,adjClose,0.00415913200723339,-0.019684696454071005,0.023843828461304395
2018,AINC,addition,True,2018-06-11,2018-06-22,adjClose,-0.164983164983165,0.0062960964203993,-0.1712792614035643
2019,AIRG,addition,True,2019-06-10,2019-06-28,adjClose,0.05754857997010454,0.028299177250638685,0.029249402719465856
2020,AIRG,deletion,True,2020-06-15,2020-06-26,adjClose,0.1085192697768762,-0.030640470954920174,0.13915974073179638
2017,AKTS,addition,False,,,,,,
2019,AKTS,addition,False,,,,,,
2021,ALCO,deletion,True,2021-06-07,2021-06-25,adjClose,0.0962166147432022,0.009467139915354084,0.08674947482784812
2022,ALCO,addition,True,2022-06-06,2022-06-24,adjClose,-0.16600072704997781,-0.06551746377655376,-0.10048326327342405
2018,ALDX,addition,True,2018-06-11,2018-06-22,adjClose,0.017857142857142794,0.0062960964203993,0.011561046436743494
2020,ALDX,deletion,True,2020-06-15,2020-06-26,adjClose,-0.09282700421940937,-0.030640470954920174,-0.0621865332644892
2021,ALDX,addition,True,2021-06-07,2021-06-25,adjClose,-0.11154144074360961,0.009467139915354084,-0.1210085806589637
2022,ALDX,deletion,True,2022-06-06,2022-06-24,adjClose,0.14641744548286617,-0.06551746377655376,0.21193490925941993
2023,ALDX,addition,True,2023-05-22,2023-06-23,adjClose,-0.2715163934426229,0.01571050492389836,-0.28722689836652127
2016,ALJJ,addition,True,2016-06-13,2016-06-24,adjClose,-0.07753479125248519,-0.019684696454071005,-0.05785009479841419
2017,ALJJ,deletion,True,2017-06-01,2017-06-23,adjClose,0.022922636103151817,0.014105793450912563,0.008816842652239254
2022,ALLK,deletion,True,2022-06-06,2022-06-24,adjClose,0.17064846416382262,-0.06551746377655376,0.23616592794037639
2023,ALLK,addition,True,2023-05-22,2023-06-23,adjClose,-0.1382113821138211,0.01571050492389836,-0.15392188703771947
2019,ALOT,addition,True,2019-06-10,2019-06-28,adjClose,0.016095534787264887,0.028299177250638685,-0.012203642463373798
2020,ALOT,deletion,True,2020-06-15,2020-06-26,adjClose,-0.010115606936416222,-0.030640470954920174,0.020524864018503952
2020,ALSK,addition,True,2020-06-15,2020-06-26,adjClose,-0.04924242424242442,-0.030640470954920174,-0.018601953287504247
2021,ALSK,deletion,True,2021-06-07,2021-06-25,adjClose,-0.008982035928143617,0.009467139915354084,-0.0184491758434977
2017,ALT,deletion,True,2017-06-01,2017-06-23,adjClose,-0.161662817551963,0.014105793450912563,-0.17576861100287555
2021,ALT,addition,True,2021-06-07,2021-06-25,adjClose,0.19999999999999973,0.009467139915354084,0.19053286008464565
2022,ALT,deletion,True,2022-06-06,2022-06-24,adjClose,0.9599999999999997,-0.06551746377655376,1.0255174637765534
2023,ALT,addition,True,2023-05-22,2023-06-23,adjClose,-0.1272321428571429,0.01571050492389836,-0.14294264778104127
2019,ALTM,addition,False,,,,,,
2020,ALTM,deletion,False,,,,,,
2021,ALTM,addition,False,,,,,,
2021,ALTO,addition,True,2021-06-07,2021-06-25,adjClose,-0.03154574132492116,0.009467139915354084,-0.041012881240275245
2023,ALTO,deletion,True,2023-05-22,2023-06-23,adjClose,0.06167400881057272,0.01571050492389836,0.04596350388667436
2016,AMPE,addition,True,2016-06-13,2016-06-24,adjClose,-0.03508771929824561,-0.019684696454071005,-0.015403022844174608
2017,AMPE,deletion,True,2017-06-01,2017-06-23,adjClose,-0.24835222778803057,0.014105793450912563,-0.26245802123894313
2018,AMPE,addition,True,2018-06-11,2018-06-22,adjClose,0.14893617021276606,0.0062960964203993,0.14264007379236676
2021,AMPE,addition,True,2021-06-07,2021-06-25,adjClose,-0.03351955307262566,0.009467139915354084,-0.04298669298797975
2022,AMPE,deletion,True,2022-06-06,2022-06-24,adjClose,-0.04649919828968463,-0.06551746377655376,0.019018265486869135
2020,AMPY,deletion,True,2020-06-15,2020-06-26,adjClose,-0.26519337016574585,-0.030640470954920174,-0.23455289921082567
2022,AMPY,addition,True,2022-06-06,2022-06-24,adjClose,-0.3223140495867769,-0.06551746377655376,-0.25679658581022313
2018,AMR,addition,True,2018-06-11,2018-06-22,adjClose,0.034507042253083764,0.0062960964203993,0.028210945832684464
2022,AMR,addition,True,2022-06-06,2022-06-24,adjClose,-0.22763685642308318,-0.06551746377655376,-0.16211939264652941
2016,AMSC,addition,True,2016-06-13,2016-06-24,adjClose,-0.04656577415599539,-0.019684696454071005,-0.026881077701924383
2017,AMSC,deletion,True,2017-06-01,2017-06-23,adjClose,0.039443155452436374,0.014105793450912563,0.02533736200152381
2019,AMSC,addition,True,2019-06-10,2019-06-28,adjClose,0.1275820170109354,0.028299177250638685,0.09928283976029673
2022,AMSC,deletion,True,2022-06-06,2022-06-24,adjClose,-0.1127694859038143,-0.06551746377655376,-0.04725202212726054
2021,AMTX,addition,True,2021-06-07,2021-06-25,adjClose,-0.07709923664122131,0.009467139915354084,-0.0865663765565754
2023,AMTX,deletion,True,2023-05-22,2023-06-23,adjClose,0.28965517241379324,0.01571050492389836,0.2739446674898949
2022,ANNX,deletion,True,2022-06-06,2022-06-24,adjClose,0.18461538461538463,-0.06551746377655376,0.2501328483919384
2023,ANNX,addition,True,2023-05-22,2023-06-23,adjClose,-0.4161073825503355,0.01571050492389836,-0.4318178874742339
2022,ANTX,addition,True,2022-06-06,2022-06-24,adjClose,-0.33712121212121204,-0.06551746377655376,-0.2716037483446583
2023,ANTX,deletion,True,2023-05-22,2023-06-23,adjClose,0.3047285464098073,0.01571050492389836,0.2890180414859089
2016,AOI,addition,False,,,,,,
2017,AOI,deletion,False,,,,,,
2018,AOI,addition,False,,,,,,
2021,APPH,addition,True,2021-06-07,2021-06-25,adjClose,-0.09819967266775764,0.009467139915354084,-0.10766681258311173
2023,APPH,deletion,True,2023-05-22,2023-06-23,adjClose,-0.22846120874410636,0.01571050492389836,-0.24417171366800472
2016,APPS,deletion,True,2016-06-13,2016-06-24,adjClose,-0.01869158878504673,-0.019684696454071005,0.0009931076690242735
2019,APPS,addition,True,2019-06-10,2019-06-28,adjClose,0.13378684807256236,0.028299177250638685,0.10548767082192367
2020,APT,addition,True,2020-06-15,2020-06-26,adjClose,0.3764705882352941,-0.030640470954920174,0.4071110591902143
2021,APT,deletion,True,2021-06-07,2021-06-25,adjClose,0.020706455542021995,0.009467139915354084,0.011239315626667912
2020,APTX,addition,False,,,,,,
2021,APTX,deletion,False,,,,,,
2019,APYX,addition,True,2019-06-10,2019-06-28,adjClose,0.160621761658031,0.028299177250638685,0.1323225844073923
2022,APYX,deletion,True,2022-06-06,2022-06-24,adjClose,-0.0902140672782874,-0.06551746377655376,-0.02469660350173364
2017,AQB,deletion,True,2017-06-01,2017-06-23,adjClose,-0.12857142857142856,0.014105793450912563,-0.14267722202234112
2021,AQB,addition,True,2021-06-07,2021-06-25,adjClose,-0.021523178807946963,0.009467139915354084,-0.030990318723301047
2022,AQB,deletion,True,2022-06-06,2022-06-24,adjClose,0.051948051948051965,-0.06551746377655376,0.11746551572460573
2020,AQST,addition,True,2020-06-15,2020-06-26,adjClose,-0.03269230769230769,-0.030640470954920174,-0.0020518367373875135
2021,AQST,deletion,True,2021-06-07,2021-06-25,adjClose,0.061855670103092786,0.009467139915354084,0.0523885301877387
2020,ARAV,addition,True,2020-06-15,2020-06-26,adjClose,0.01878612716762995,-0.030640470954920174,0.049426598122550125
2021,ARAV,deletion,True,2021-06-07,2021-06-25,adjClose,0.014625228519195677,0.009467139915354084,0.005158088603841593
2022,ARAY,deletion,True,2022-06-06,2022-06-24,adjClose,0.009803921568627416,-0.06551746377655376,0.07532138534518118
2023,ARAY,addition,True,2023-05-22,2023-06-23,adjClose,-0.03439153439153442,0.01571050492389836,-0.05010203931543278
2022,ARDX,deletion,True,2022-06-06,2022-06-24,adjClose,-0.07578125000000002,-0.06551746377655376,-0.010263786223446258
2023,ARDX,addition,True,2023-05-22,2023-06-23,adjClose,0.011235955056179803,0.01571050492389836,-0.004474549867718558
2022,AREN,addition,True,2022-06-06,2022-06-24,adjClose,-0.16666666666666663,-0.06551746377655376,-0.10114920289011287
2023,AREN,deletion,True,2023-05-22,2023-06-23,adjClose,-0.016129032258064502,0.01571050492389836,-0.03183953718196286
2016,AREX,deletion,False,,,,,,
2017,AREX,addition,False,,,,,,
2016,ARGS,addition,True,2016-06-13,2016-06-24,adjClose,-0.07394957983193273,-0.019684696454071005,-0.05426488337786173
2017,ARGS,deletion,True,2017-06-01,2017-06-23,adjClose,-0.11060433295324967,0.014105793450912563,-0.12471012640416224
2018,ARL,addition,True,2018-06-11,2018-06-22,adjClose,0.10398860398860399,0.0062960964203993,0.09769250756820469
2021,ARL,deletion,True,2021-06-07,2021-06-25,adjClose,-0.18676716917922942,0.009467139915354084,-0.1962343090945835
2022,ARL,addition,True,2022-06-06,2022-06-24,adjClose,-0.26845991561181437,-0.06551746377655376,-0.2029424518352606
2017,ARWR,deletion,True,2017-06-01,2017-06-23,adjClose,0.013071895424836555,0.014105793450912563,-0.0010338980260760078
2018,ARWR,addition,True,2018-06-11,2018-06-22,adjClose,0.19351935193519365,0.0062960964203993,0.18722325551479435
2021,ASC,deletion,True,2021-06-07,2021-06-25,adjClose,0.06728538285015251,0.009467139915354084,0.057818242934798425
2022,ASC,addition,True,2022-06-06,2022-06-24,adjClose,-0.12935323382578257,-0.06551746377655376,-0.0638357700492288
2016,ASMB,deletion,True,2016-06-13,2016-06-24,adjClose,-0.0889261744966443,-0.019684696454071005,-0.0692414780425733
2017,ASMB,addition,True,2017-06-01,2017-06-23,adjClose,-0.19491525423728806,0.014105793450912563,-0.20902104768820062
2021,ASMB,deletion,True,2021-06-07,2021-06-25,adjClose,0.014851485148514865,0.009467139915354084,0.005384345233160781
2020,ASPU,addition,True,2020-06-15,2020-06-26,adjClose,-0.10918367346938773,-0.030640470954920174,-0.07854320251446756
2021,ASPU,deletion,True,2021-06-07,2021-06-25,adjClose,0.20135363790186123,0.009467139915354084,0.19188649798650714
2020,ASRT,deletion,True,2020-06-15,2020-06-26,adjClose,-0.12765957446808507,-0.030640470954920174,-0.0970191035131649
2023,ASRT,addition,True,2023-05-22,2023-06-23,adjClose,-0.1875,0.01571050492389836,-0.20321050492389836
2022,ASTR,addition,True,2022-06-06,2022-06-24,adjClose,-0.4318181818181819,-0.06551746377655376,-0.3663007180416281
2023,ASTR,deletion,True,2023-05-22,2023-06-23,adjClose,-0.0999250562078442,0.01571050492389836,-0.11563556113174256
2018,ASUR,addition,True,2018-06-11,2018-06-22,adjClose,-0.03856903297931813,0.0062960964203993,-0.04486512939971743
2020,ASUR,addition,True,2020-06-15,2020-06-26,adjClose,-0.039334341906202774,-0.030640470954920174,-0.0086938709512826
2021,ASUR,deletion,True,2021-06-07,2021-06-25,adjClose,0.061077844311377305,0.009467139915354084,0.05161070439602322
2023,ASUR,addition,True,2023-05-22,2023-06-23,adjClose,-0.10159211523881728,0.01571050492389836,-0.11730262016271564
2021,ASXC,addition,True,2021-06-07,2021-06-25,adjClose,-0.04899135446685887,0.009467139915354084,-0.058458494382212955
2022,ASXC,deletion,True,2022-06-06,2022-06-24,adjClose,0.05779467680608352,-0.06551746377655376,0.12331214058263729
2021,ATER,addition,True,2021-06-07,2021-06-25,adjClose,-0.17551846231664148,0.009467139915354084,-0.18498560223199556
2023,ATER,deletion,True,2023-05-22,2023-06-23,adjClose,-0.2596925133689839,0.01571050492389836,-0.2754030182928823
2016,ATHX,addition,True,2016-06-13,2016-06-24,adjClose,-0.13053097345132747,-0.019684696454071005,-0.11084627699725647
2022,ATHX,deletion,True,2022-06-06,2022-06-24,adjClose,-0.15852047556142668,-0.06551746377655376,-0.09300301178487291
2022,ATIP,addition,True,2022-06-06,2022-06-24,adjClose,-0.2142857142857143,-0.06551746377655376,-0.14876825050916054
2023,ATIP,deletion,True,2023-05-22,2023-06-23,adjClose,0.1180311401305878,0.01571050492389836,0.10232063520668944
2021,ATLO,deletion,True,2021-06-07,2021-06-25,adjClose,-0.029202841358096254,0.009467139915354084,-0.03866998127345034
2023,ATLO,addition,True,2023-05-22,2023-06-23,adjClose,0.023059617543387256,0.01571050492389836,0.007349112619488896
2021,ATOS,addition,True,2021-06-07,2021-06-25,adjClose,0.4342762063227954,0.009467139915354084,0.4248090664074413
2022,ATOS,deletion,True,2022-06-06,2022-06-24,adjClose,0.17000000000000015,-0.06551746377655376,0.23551746377655391
2016,ATRS,deletion,False,,,,,,
2017,ATRS,addition,False,,,,,,
2019,ATUS,addition,False,,,,,,
2023,ATUS,deletion,False,,,,,,
2020,ATXI,addition,True,2020-06-15,2020-06-26,adjClose,-0.0018587360594795044,-0.030640470954920174,0.02878173489544067
2021,ATXI,deletion,True,2021-06-07,2021-06-25,adjClose,-0.4263392857142857,0.009467139915354084,-0.4358064256296398
2018,AUBN,addition,True,2018-06-11,2018-06-22,adjClose,0.06736842105266128,0.0062960964203993,0.061072324632261976
2020,AUBN,addition,True,2020-06-15,2020-06-26,adjClose,0.07169321971010212,-0.030640470954920174,0.10233369066502229
2021,AUBN,deletion,True,2021-06-07,2021-06-25,adjClose,-0.02849237568298013,0.009467139915354084,-0.037959515598334215
2019,AVCO,addition,False,,,,,,
2021,AVCO,deletion,False,,,,,,
2018,AVEO,addition,True,2018-06-11,2018-06-22,adjClose,0.0714285714285714,0.0062960964203993,0.0651324750081721
2020,AVEO,addition,True,2020-06-15,2020-06-26,adjClose,-0.3376792698826597,-0.030640470954920174,-0.30703879892773955
2021,AVEO,deletion,True,2021-06-07,2021-06-25,adjClose,-0.026425591098748313,0.009467139915354084,-0.0358927310141024
2016,AVGR,addition,True,2016-06-13,2016-06-24,adjClose,0.15589353612167312,-0.019684696454071005,0.17557823257574412
2017,AVGR,deletion,True,2017-06-01,2017-06-23,adjClose,-0.22139257046854588,0.014105793450912563,-0.23549836391945844
2016,AVXL,addition,True,2016-06-13,2016-06-24,adjClose,0.1234567901234569,-0.019684696454071005,0.1431414865775279
2019,AVXL,addition,True,2019-06-10,2019-06-28,adjClose,0.10855263157894735,0.028299177250638685,0.08025345432830866
2020,AWH,addition,False,,,,,,
2022,AWH,deletion,False,,,,,,
2019,AXLA,addition,True,2019-06-10,2019-06-28,adjClose,-0.2936267071320182,0.028299177250638685,-0.3219258843826569
2021,AXLA,deletion,True,2021-06-07,2021-06-25,adjClose,0.2232142857142858,0.009467139915354084,0.21374714579893173
2016,AXSM,addition,True,2016-06-13,2016-06-24,adjClose,0.01573676680972813,-0.019684696454071005,0.035421463263799136
2017,AXSM,deletion,True,2017-06-01,2017-06-23,adjClose,0.2962962962962963,0.014105793450912563,0.2821905028453837
2019,AXSM,addition,True,2019-06-10,2019-06-28,adjClose,0.20046620046620056,0.028299177250638685,0.17216702321556188
2017,AXTI,addition,True,2017-06-01,2017-06-23,adjClose,0.03007518796992481,0.014105793450912563,0.015969394519012248
2023,AXTI,deletion,True,2023-05-22,2023-06-23,adjClose,-0.04373177842565612,0.01571050492389836,-0.05944228334955448
2020,AYTU,addition,True,2020-06-15,2020-06-26,adjClose,0.14482758620689662,-0.030640470954920174,0.1754680571618168
2021,AYTU,deletion,True,2021-06-07,2021-06-25,adjClose,-0.027932960893854775,0.009467139915354084,-0.03740010080920886
2016,BAS,deletion,True,2016-06-13,2016-06-24,adjClose,-0.1725888324873096,-0.019684696454071005,-0.1529041360332386
2017,BAS,addition,True,2017-06-01,2017-06-23,adjClose,-0.2542372881355932,0.014105793450912563,-0.26834308158650577
2022,BATL,addition,True,2022-06-06,2022-06-24,adjClose,-0.40317250495703905,-0.06551746377655376,-0.3376550411804853
2023,BATL,deletion,True,2023-05-22,2023-06-23,adjClose,0.027272727272727337,0.01571050492389836,0.011562222348828977
2022,BBIG,addition,True,2022-06-06,2022-06-24,adjClose,-0.03755868544600938,-0.06551746377655376,0.027958778330544387
2023,BBIG,deletion,True,2023-05-22,2023-06-23,adjClose,-0.4527559055118111,0.01571050492389836,-0.46846641043570947
2022,BCAB,deletion,True,2022-06-06,2022-06-24,adjClose,0.3246268656716418,-0.06551746377655376,0.39014432944819555
2023,BCAB,addition,True,2023-05-22,2023-06-23,adjClose,0.0,0.01571050492389836,-0.01571050492389836
2017,BCBP,addition,True,2017-06-01,2017-06-23,adjClose,-0.03503184714123575,0.014105793450912563,-0.04913764059214831
2021,BCBP,deletion,True,2021-06-07,2021-06-25,adjClose,-0.06399437412317899,0.009467139915354084,-0.07346151403853307
2022,BCBP,addition,True,2022-06-06,2022-06-24,adjClose,-0.15961244262911078,-0.06551746377655376,-0.09409497885255702
2016,BCEI,deletion,False,,,,,,
2017,BCEI,addition,False,,,,,,
2020,BCLI,addition,True,2020-06-15,2020-06-26,adjClose,0.27364185110663986,-0.030640470954920174,0.30428232206156003
2021,BCLI,deletion,True,2021-06-07,2021-06-25,adjClose,0.017766497461928932,0.009467139915354084,0.008299357546574848
2018,BCML,addition,True,2018-06-11,2018-06-22,adjClose,-0.008943089430320184,0.0062960964203993,-0.015239185850719483
2021,BCML,deletion,True,2021-06-07,2021-06-25,adjClose,-0.050883770753685664,0.009467139915354084,-0.06035091066903975
2022,BCML,addition,True,2022-06-06,2022-06-24,adjClose,-0.12716938334474281,-0.06551746377655376,-0.06165191956818905
2016,BDE,deletion,True,2016-06-13,2016-06-24,adjClose,-0.014051522248243464,-0.019684696454071005,0.00563317420582754
2017,BDE,addition,True,2017-06-01,2017-06-23,adjClose,0.07377049180327866,0.014105793450912563,0.0596646983523661
2016,BDSI,deletion,True,2016-06-13,2016-06-24,adjClose,-0.12355212355212353,-0.019684696454071005,-0.10386742709805252
2019,BDSI,addition,True,2019-06-10,2019-06-28,adjClose,0.054421768707483054,0.028299177250638685,0.02612259145684437
2021,BEEM,addition,True,2021-06-07,2021-06-25,adjClose,0.05736563631300484,0.009467139915354084,0.04789849639765076
2022,BEEM,deletion,True,2022-06-06,2022-06-24,adjClose,0.098915124441608,-0.06551746377655376,0.16443258821816176
2021,BELFB,deletion,True,2021-06-07,2021-06-25,adjClose,0.03030303030390047,0.009467139915354084,0.020835890388546385
2023,BELFB,addition,True,2023-05-22,2023-06-23,adjClose,0.1539101497498443,0.01571050492389836,0.13819964482594593
2017,BGSF,addition,True,2017-06-01,2017-06-23,adjClose,0.09981740718068077,0.014105793450912563,0.08571161372976821
2021,BGSF,deletion,True,2021-06-07,2021-06-25,adjClose,-0.004032258072745765,0.009467139915354084,-0.013499397988099848
2020,BH.A,addition,False,,,,,,
2021,BH.A,deletion,False,,,,,,
2020,BHR,deletion,True,2020-06-15,2020-06-26,adjClose,-0.3281653746731257,-0.030640470954920174,-0.2975249037182055
2021,BHR,addition,True,2021-06-07,2021-06-25,adjClose,-0.03583061888500816,0.009467139915354084,-0.04529775880036224
2022,BLND,addition,True,2022-06-06,2022-06-24,adjClose,-0.23513513513513518,-0.06551746377655376,-0.1696176713585814
2023,BLND,deletion,True,2023-05-22,2023-06-23,adjClose,-0.17307692307692313,0.01571050492389836,-0.1887874280008215
2020,BLPH,addition,True,2020-06-15,2020-06-26,adjClose,-0.009287925696594312,-0.030640470954920174,0.02135254525832586
2021,BLPH,deletion,True,2021-06-07,2021-06-25,adjClose,0.20627802690582953,0.009467139915354084,0.19681088699047544
2021,BMEA,addition,True,2021-06-07,2021-06-25,adjClose,-0.326923076923077,0.009467139915354084,-0.33639021683843107
2022,BMEA,deletion,True,2022-06-06,2022-06-24,adjClose,1.2211895910780668,-0.06551746377655376,1.2867070548546207
2023,BMEA,addition,True,2023-05-22,2023-06-23,adjClose,-0.030350932658868124,0.01571050492389836,-0.046061437582766485
2020,BNED,deletion,True,2020-06-15,2020-06-26,adjClose,-0.13173652694610782,-0.030640470954920174,-0.10109605599118765
2021,BNED,addition,True,2021-06-07,2021-06-25,adjClose,-0.020971302428256067,0.009467139915354084,-0.03043844234361015
2022,BNED,deletion,True,2022-06-06,2022-06-24,adjClose,0.14946619217081847,-0.06551746377655376,0.21498365594737223
2021,BNGO,addition,True,2021-06-07,2021-06-25,adjClose,-0.10476190476190472,0.009467139915354084,-0.1142290446772588
2023,BNGO,deletion,True,2023-05-22,2023-06-23,adjClose,-0.09712282751570023,0.01571050492389836,-0.11283333243959859
2017,BOCH,addition,True,2017-06-01,2017-06-23,adjClose,0.0410958904056844,0.014105793450912563,0.026990096954771836
2021,BOCH,deletion,True,2021-06-07,2021-06-25,adjClose,0.00466666666745108,0.009467139915354084,-0.004800473247903003
2022,BODY,addition,False,,,,,,
2023,BODY,deletion,False,,,,,,
2018,BPRN,addition,True,2018-06-11,2018-06-22,adjClose,0.006425948593379305,0.0062960964203993,0.00012985217298000507
2021,BPRN,deletion,True,2021-06-07,2021-06-25,adjClose,-0.05296681193458175,0.009467139915354084,-0.06243395184993583
2023,BPRN,addition,True,2023-05-22,2023-06-23,adjClose,0.11521115211612654,0.01571050492389836,0.09950064719222818
2016,BPTH,addition,True,2016-06-13,2016-06-24,adjClose,-0.04035874439461884,-0.019684696454071005,-0.020674047940547835
2017,BPTH,deletion,True,2017-06-01,2017-06-23,adjClose,0.15125072716695742,0.014105793450912563,0.13714493371604486
2022,BRDS,addition,True,2022-06-06,2022-06-24,adjClose,-0.23199999999999998,-0.06551746377655376,-0.16648253622344622
