year,ticker,company,sector,preliminary_posted,effective_date,list_kind
2022,ABCL,ABCELLERA BIOLOGICS,Health Care,2022-06-03,2022-06-24,addition
2023,ABCL,ABCELLERA BIOLOGICS,Health Care,2023-05-19,2023-06-23,deletion
2016,ABEO,ABEONA THERAPEUTICS INC,Health Care,2016-06-10,2016-06-24,deletion
2017,ABEO,ABEONA THERAPEUTICS INC,Health Care,2017-05-31,2017-06-23,addition
2021,ABEO,ABEONA THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2018,ABR,ARBOR REALTY TRUST INC,Financial Services,2018-06-08,2018-06-22,addition
2020,ABR,ARBOR REALTY TRUST INC,Financial Services,2020-06-12,2020-06-26,addition
2016,ABTL,AUTOBYTEL INC,Technology,2016-06-10,2016-06-24,addition
2017,ABTL,AUTOBYTEL INC,Technology,2017-05-31,2017-06-23,deletion
2018,ABUS,ARBUTUS BIOPHARMA CORP,Health Care,2018-06-08,2018-06-22,addition
2021,ABUS,ARBUTUS BIOPHARMA CORP.,Health Care,2021-06-04,2021-06-25,addition
2019,ACER,ACER THERAPEUTICS INC,Health Care,2019-06-07,2019-06-28,addition
2020,ACER,ACER THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,deletion
2018,ACMR,ACM RESEARCH,Technology,2018-06-08,2018-06-22,addition
2022,ACMR,ACM RESEARCH,Technology,2022-06-03,2022-06-24,addition
2016,ACNB,ACNB CORP,Financial Services,2016-06-10,2016-06-24,addition
2021,ACNB,ACNB CORP,Financials,2021-06-04,2021-06-25,deletion
2022,ACNB,ACNB CORP.,Financials,2022-06-03,2022-06-24,addition
2020,ACRS,ACLARIS THERAPEUTICS,Health Care,2020-06-12,2020-06-26,deletion
2021,ACRS,ACLARIS THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2016,ACRX,ACELRX PHARMACEUTICALS,Health Care,2016-06-10,2016-06-24,addition
2017,ACRX,ACELRX PHARMACEUTICALS,Health Care,2017-05-31,2017-06-23,deletion
2019,ACRX,ACELRX PHARMACEUTICALS,Health Care,2019-06-07,2019-06-28,addition
2021,ACRX,ACELRX PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,deletion
2022,ACTG,ACACIA RESEARCH CORP,Industrials,2022-06-03,2022-06-24,deletion
2023,ACTG,ACACIA RESEARCH CORP,Industrials,2023-05-19,2023-06-23,addition
2017,ADES,ADVANCED EMISSIONS SLTNS,Producer Durables,2017-05-31,2017-06-23,addition
2021,ADES,ADVANCED EMISSIONS SLTNS,Utilities,2021-06-04,2021-06-25,deletion
2018,ADMA,ADMA BIOLOGICS INC,Health Care,2018-06-08,2018-06-22,addition
2021,ADMA,ADMA BIOLOGICS INC,Health Care,2021-06-04,2021-06-25,deletion
2022,ADMA,ADMA BIOLOGICS INC,Health Care,2022-06-03,2022-06-24,addition
2021,ADN,ADVENT TECHNOLOGIES HOLDINGS INC (A),Energy,2021-06-04,2021-06-25,addition
2022,ADN,ADVENT TECHNOLOGIES (A),Energy,2022-06-03,2022-06-24,deletion
2022,ADTH,ADTHEORENT HOLDING COMPANY INC,Technology,2022-06-03,2022-06-24,addition
2023,ADTH,ADTHEORENT HOLDING COMP,Technology,2023-05-19,2023-06-23,deletion
2017,ADVM,ADVERUM BIOTECH INC,Health Care,2017-05-31,2017-06-23,deletion
2018,ADVM,ADVERUM BIOTECH INC,Health Care,2018-06-08,2018-06-22,addition
2022,ADVM,ADVERUM BIOTECH INC,Health Care,2022-06-03,2022-06-24,deletion
2020,AE,ADAMS RESOURCES & ENERGY,Energy,2020-06-12,2020-06-26,addition
2021,AE,ADAMS RESOURCES & ENERGY,Energy,2021-06-04,2021-06-25,deletion
2016,AFMD,AFFIMED NV,Health Care,2016-06-10,2016-06-24,deletion
2019,AFMD,AFFIMED NV,Health Care,2019-06-07,2019-06-28,addition
2023,AFMD,AFFIMED NV,Health Care,2023-05-19,2023-06-23,deletion
2016,AGFS,AGROFRESH SOLUTIONS INC,Materials & Processing,2016-06-10,2016-06-24,addition
2020,AGFS,AGROFRESH SOLUTIONS INC,Materials & Processing,2020-06-12,2020-06-26,addition
2021,AGFS,AGROFRESH SOLUTIONS INC,Basic Materials,2021-06-04,2021-06-25,deletion
2018,AGLE,AEGLEA BIOTHERAPEUTICS,Health Care,2018-06-08,2018-06-22,addition
2022,AGLE,AEGLEA BIOTHERAPEUTICS,Health Care,2022-06-03,2022-06-24,deletion
2017,AGRX,AGILE THERAPEUTICS INC,Health Care,2017-05-31,2017-06-23,deletion
2020,AGRX,AGILE THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,addition
2021,AGRX,AGILE THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2022,AGS,PLAYAGS INC,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2023,AGS,PLAYAGS INC,Consumer Discretionary,2023-05-19,2023-06-23,addition
2017,AGTC,APPLIED GENETIC TECH,Health Care,2017-05-31,2017-06-23,deletion
2020,AGTC,APPLIED GENETIC TECH,Health Care,2020-06-12,2020-06-26,addition
2021,AGTC,APPLIED GENETIC TECH,Health Care,2021-06-04,2021-06-25,deletion
2020,AHT,ASHFORD HOSPITALITY,Financial Services,2020-06-12,2020-06-26,deletion
2021,AHT,ASHFORD HOSPITALITY TRUST,Real Estate,2021-06-04,2021-06-25,addition
2023,AHT,ASHFORD HOSPITALITY,Real Estate,2023-05-19,2023-06-23,deletion
2016,AINC,ASHFORD INC,Financial Services,2016-06-10,2016-06-24,deletion
2018,AINC,ASHFORD INC,Financial Services,2018-06-08,2018-06-22,addition
2019,AIRG,AIRGAIN INC,Technology,2019-06-07,2019-06-28,addition
2020,AIRG,AIRGAIN INC,Technology,2020-06-12,2020-06-26,deletion
2017,AKTS,AKOUSTIS TECHNOLOGIES,Technology,2017-05-31,2017-06-23,addition
2019,AKTS,AKOUSTIS TECHNOLOGIES,Technology,2019-06-07,2019-06-28,addition
2021,ALCO,ALICO INC,Consumer Staples,2021-06-04,2021-06-25,deletion
2022,ALCO,ALICO INC,Consumer Staples,2022-06-03,2022-06-24,addition
2018,ALDX,ALDEYRA THERAPEUTICS INC,Health Care,2018-06-08,2018-06-22,addition
2020,ALDX,ALDEYRA THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,deletion
2021,ALDX,ALDEYRA THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2022,ALDX,ALDEYRA THERAPEUTICS INC,Health Care,2022-06-03,2022-06-24,deletion
2023,ALDX,ALDEYRA THERAPEUTICS INC,Health Care,2023-05-19,2023-06-23,addition
2016,ALJJ,ALJ REGIONAL HOLDINGS,Producer Durables,2016-06-10,2016-06-24,addition
2017,ALJJ,ALJ REGIONAL HOLDINGS,Producer Durables,2017-05-31,2017-06-23,deletion
2022,ALLK,ALLAKOS INC,Health Care,2022-06-03,2022-06-24,deletion
2023,ALLK,ALLAKOS INC,Health Care,2023-05-19,2023-06-23,addition
2019,ALOT,ASTRONOVA INC,Technology,2019-06-07,2019-06-28,addition
2020,ALOT,ASTRONOVA INC,Technology,2020-06-12,2020-06-26,deletion
2020,ALSK,ALASKA COMMUNICATIONS,Utilities,2020-06-12,2020-06-26,addition
2021,ALSK,ALASKA COMMUNICATIONS,Telecommunications,2021-06-04,2021-06-25,deletion
2017,ALT,ALTIMMUNE INC,Health Care,2017-05-31,2017-06-23,deletion
2021,ALT,ALTIMMUNE,Health Care,2021-06-04,2021-06-25,addition
2022,ALT,ALTIMMUNE INC,Health Care,2022-06-03,2022-06-24,deletion
2023,ALT,ALTIMMUNE INC,Health Care,2023-05-19,2023-06-23,addition
2019,ALTM,ALTUS MIDSTREAM CO,Energy,2019-06-07,2019-06-28,addition
2020,ALTM,ALTUS MIDSTREAM CO,Energy,2020-06-12,2020-06-26,deletion
2021,ALTM,ALTUS MIDSTREAM COMPANY (A),Energy,2021-06-04,2021-06-25,addition
2021,ALTO,ALTO INGREDIENTS INC,Basic Materials,2021-06-04,2021-06-25,addition
2023,ALTO,ALTO INGREDIENTS INC,Basic Materials,2023-05-19,2023-06-23,deletion
2016,AMPE,AMPIO PHARMACEUTICALS,Health Care,2016-06-10,2016-06-24,addition
2017,AMPE,AMPIO PHARMACEUTICALS,Health Care,2017-05-31,2017-06-23,deletion
2018,AMPE,AMPIO PHARMACEUTICALS,Health Care,2018-06-08,2018-06-22,addition
2021,AMPE,AMPIO PHARMACEUTICALS INC.,Health Care,2021-06-04,2021-06-25,addition
2022,AMPE,AMPIO PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2020,AMPY,AMPLIFY ENERGY CORP,Energy,2020-06-12,2020-06-26,deletion
2022,AMPY,AMPLIFY ENERGY,Energy,2022-06-03,2022-06-24,addition
2018,AMR,ALTA MESA RESOURCES (A),Energy,2018-06-08,2018-06-22,addition
2022,AMR,ALPHA METALLURGICAL RESOURCES INC,Energy,2022-06-03,2022-06-24,addition
2016,AMSC,AMERICAN SUPERCONDUCTOR,Producer Durables,2016-06-10,2016-06-24,addition
2017,AMSC,AMERICAN SUPERCONDUCTOR,Producer Durables,2017-05-31,2017-06-23,deletion
2019,AMSC,AMERICAN SUPERCONDUCTOR,Producer Durables,2019-06-07,2019-06-28,addition
2022,AMSC,AMERICAN SUPERCONDUCTOR,Energy,2022-06-03,2022-06-24,deletion
2021,AMTX,AEMETIS,Energy,2021-06-04,2021-06-25,addition
2023,AMTX,AEMETIS,Energy,2023-05-19,2023-06-23,deletion
2022,ANNX,ANNEXON,Health Care,2022-06-03,2022-06-24,deletion
2023,ANNX,ANNEXON,Health Care,2023-05-19,2023-06-23,addition
2022,ANTX,AN2 THERAPEUTICS,Health Care,2022-06-03,2022-06-24,addition
2023,ANTX,AN2 THERAPEUTICS,Health Care,2023-05-19,2023-06-23,deletion
2016,AOI,ALLIANCE ONE INTL INC,Consumer Staples,2016-06-10,2016-06-24,addition
2017,AOI,ALLIANCE ONE INTL INC,Consumer Staples,2017-05-31,2017-06-23,deletion
2018,AOI,ALLIANCE ONE INTL INC,Consumer Staples,2018-06-08,2018-06-22,addition
2021,APPH,APPHARVEST INC,Consumer Staples,2021-06-04,2021-06-25,addition
2023,APPH,APPHARVEST INC,Consumer Staples,2023-05-19,2023-06-23,deletion
2016,APPS,DIGITAL TURBINE INC,Technology,2016-06-10,2016-06-24,deletion
2019,APPS,DIGITAL TURBINE INC,Technology,2019-06-07,2019-06-28,addition
2020,APT,ALPHA PRO TECH LTD,Materials & Processing,2020-06-12,2020-06-26,addition
2021,APT,ALPHA PRO TECH LTD,Industrials,2021-06-04,2021-06-25,deletion
2020,APTX,APTINYX INC,Health Care,2020-06-12,2020-06-26,addition
2021,APTX,APTINYX INC,Health Care,2021-06-04,2021-06-25,deletion
2019,APYX,APYX MEDICAL INC,Health Care,2019-06-07,2019-06-28,addition
2022,APYX,APYX MEDICAL INC,Health Care,2022-06-03,2022-06-24,deletion
2017,AQB,AQUABOUNTY TECHNOLOGIES,Consumer Staples,2017-05-31,2017-06-23,deletion
2021,AQB,AQUABOUNTY TECHNOLOGIES,Consumer Staples,2021-06-04,2021-06-25,addition
2022,AQB,AQUABOUNTY TECHNOLOGIES,Consumer Staples,2022-06-03,2022-06-24,deletion
2020,AQST,AQUESTIVE THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2021,AQST,AQUESTIVE THERAPEUTICS,Health Care,2021-06-04,2021-06-25,deletion
2020,ARAV,ARAVIVE INC,Health Care,2020-06-12,2020-06-26,addition
2021,ARAV,ARAVIVE INC,Health Care,2021-06-04,2021-06-25,deletion
2022,ARAY,ACCURAY INC,Health Care,2022-06-03,2022-06-24,deletion
2023,ARAY,ACCURAY INC,Health Care,2023-05-19,2023-06-23,addition
2022,ARDX,ARDELYX INC,Health Care,2022-06-03,2022-06-24,deletion
2023,ARDX,ARDELYX INC,Health Care,2023-05-19,2023-06-23,addition
2022,AREN,ARENA GROUP HOLDINGS,Technology,2022-06-03,2022-06-24,addition
2023,AREN,ARENA GROUP HOLDINGS INC,Technology,2023-05-19,2023-06-23,deletion
2016,AREX,APPROACH RESOURCES INC,Energy,2016-06-10,2016-06-24,deletion
2017,AREX,APPROACH RESOURCES INC,Energy,2017-05-31,2017-06-23,addition
2016,ARGS,ARGOS THERAPEUTICS,Health Care,2016-06-10,2016-06-24,addition
2017,ARGS,ARGOS THERAPEUTICS,Health Care,2017-05-31,2017-06-23,deletion
2018,ARL,AMERICAN RLTY INVS INC,Financial Services,2018-06-08,2018-06-22,addition
2021,ARL,AMERICAN RLTY INVS INC,Real Estate,2021-06-04,2021-06-25,deletion
2022,ARL,AMER RLTY INV,Real Estate,2022-06-03,2022-06-24,addition
2017,ARWR,ARROWHEAD PHARMACEUTICAL,Health Care,2017-05-31,2017-06-23,deletion
2018,ARWR,ARROWHEAD PHARMACEUTICAL,Health Care,2018-06-08,2018-06-22,addition
2021,ASC,ARDMORE SHIPPING CORP,Industrials,2021-06-04,2021-06-25,deletion
2022,ASC,ARDMORE SHIPPING,Industrials,2022-06-03,2022-06-24,addition
2016,ASMB,ASSEMBLY BIOSCIENCES INC,Health Care,2016-06-10,2016-06-24,deletion
2017,ASMB,ASSEMBLY BIOSCIENCES INC,Health Care,2017-05-31,2017-06-23,addition
2021,ASMB,ASSEMBLY BIOSCIENCES INC,Health Care,2021-06-04,2021-06-25,deletion
2020,ASPU,ASPEN GROUP INC,Consumer Discretionary,2020-06-12,2020-06-26,addition
2021,ASPU,ASPEN GROUP INC,Consumer Discretionary,2021-06-04,2021-06-25,deletion
2020,ASRT,ASSERTIO HOLDINGS INC,Health Care,2020-06-12,2020-06-26,deletion
2023,ASRT,ASSERTIO HOLDINGS INC,Health Care,2023-05-19,2023-06-23,addition
2022,ASTR,ASTRA SPACE INC,Industrials,2022-06-03,2022-06-24,addition
2023,ASTR,ASTRA SPACE INC,Industrials,2023-05-19,2023-06-23,deletion
2018,ASUR,ASURE SOFTWARE INC,Technology,2018-06-08,2018-06-22,addition
2020,ASUR,ASURE SOFTWARE INC,Technology,2020-06-12,2020-06-26,addition
2021,ASUR,ASURE SOFTWARE INC,Technology,2021-06-04,2021-06-25,deletion
2023,ASUR,ASURE SOFTWARE INC,Technology,2023-05-19,2023-06-23,addition
2021,ASXC,ASENSUS SURGICAL INC,Health Care,2021-06-04,2021-06-25,addition
2022,ASXC,ASENSUS SURGICAL INC,Health Care,2022-06-03,2022-06-24,deletion
2021,ATER,ATERIAN INC,Consumer Discretionary,2021-06-04,2021-06-25,addition
2023,ATER,ATERIAN INC,Consumer Discretionary,2023-05-19,2023-06-23,deletion
2016,ATHX,ATHERSYS INC,Health Care,2016-06-10,2016-06-24,addition
2022,ATHX,ATHERSYS INC,Health Care,2022-06-03,2022-06-24,deletion
2022,ATIP,ATI PHYSICAL THERAPY INC (A),Health Care,2022-06-03,2022-06-24,addition
2023,ATIP,ATI PHYSICAL THERAPY (A),Health Care,2023-05-19,2023-06-23,deletion
2021,ATLO,AMES NATL CORP,Financials,2021-06-04,2021-06-25,deletion
2023,ATLO,AMES NATL CORP,Financials,2023-05-19,2023-06-23,addition
2021,ATOS,ATOSSA THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2022,ATOS,ATOSSA THERAPEUTICS INC,Health Care,2022-06-03,2022-06-24,deletion
2016,ATRS,ANTARES PHARMA INC,Health Care,2016-06-10,2016-06-24,deletion
2017,ATRS,ANTARES PHARMA INC,Health Care,2017-05-31,2017-06-23,addition
2019,ATUS,ALTICE USA,Consumer Discretionary,2019-06-07,2019-06-28,addition
2023,ATUS,ALTICE USA,Telecommunications,2023-05-19,2023-06-23,deletion
2020,ATXI,AVENUE THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2021,ATXI,AVENUE THERAPEUTICS,Health Care,2021-06-04,2021-06-25,deletion
2018,AUBN,AUBURN NATL BANCORP,Financial Services,2018-06-08,2018-06-22,addition
2020,AUBN,AUBURN NATL BANCORP,Financial Services,2020-06-12,2020-06-26,addition
2021,AUBN,AUBURN NATL BANCORP,Financials,2021-06-04,2021-06-25,deletion
2019,AVCO,AVALON GLOBOCARE CORP,Financial Services,2019-06-07,2019-06-28,addition
2021,AVCO,AVALON GLOBOCARE CORP,Real Estate,2021-06-04,2021-06-25,deletion
2018,AVEO,AVEO PHARMACEUTICALS INC,Health Care,2018-06-08,2018-06-22,addition
2020,AVEO,AVEO PHARMACEUTICALS INC,Health Care,2020-06-12,2020-06-26,addition
2021,AVEO,AVEO PHARMACEUTICALS INC,Health Care,2021-06-04,2021-06-25,deletion
2016,AVGR,AVINGER INC,Health Care,2016-06-10,2016-06-24,addition
2017,AVGR,AVINGER INC,Health Care,2017-05-31,2017-06-23,deletion
2016,AVXL,ANAVEX LIFE SCIENCES,Health Care,2016-06-10,2016-06-24,addition
2019,AVXL,ANAVEX LIFE SCIENCES,Health Care,2019-06-07,2019-06-28,addition
2020,AWH,ASPIRA WOMENS HEALTH INC,Health Care,2020-06-12,2020-06-26,addition
2022,AWH,ASPIRA WOMENS HEALTH INC,Health Care,2022-06-03,2022-06-24,deletion
2019,AXLA,AXCELLA HEALTH,Health Care,2019-06-07,2019-06-28,addition
2021,AXLA,AXCELLA HEALTH,Health Care,2021-06-04,2021-06-25,deletion
2016,AXSM,AXSOME THERAPEUTICS INC,Health Care,2016-06-10,2016-06-24,addition
2017,AXSM,AXSOME THERAPEUTICS INC,Health Care,2017-05-31,2017-06-23,deletion
2019,AXSM,AXSOME THERAPEUTICS INC,Health Care,2019-06-07,2019-06-28,addition
2017,AXTI,AXT INC,Technology,2017-05-31,2017-06-23,addition
2023,AXTI,AXT INC,Technology,2023-05-19,2023-06-23,deletion
2020,AYTU,AYTU BIOSCIENCE INC,Health Care,2020-06-12,2020-06-26,addition
2021,AYTU,AYTU BIOPHARPMA INC,Health Care,2021-06-04,2021-06-25,deletion
2016,BAS,BASIC ENERGY SERVICES,Energy,2016-06-10,2016-06-24,deletion
2017,BAS,BASIC ENERGY SERVICES,Energy,2017-05-31,2017-06-23,addition
2022,BATL,BATTALION OIL CORPORATION,Energy,2022-06-03,2022-06-24,addition
2023,BATL,BATTALION OIL CORP,Energy,2023-05-19,2023-06-23,deletion
2022,BBIG,VINCO VENTURES INC,Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,BBIG,VINCO VENTURES INC,Technology,2023-05-19,2023-06-23,deletion
2022,BCAB,BIOATLA,Health Care,2022-06-03,2022-06-24,deletion
2023,BCAB,BIOATLA,Health Care,2023-05-19,2023-06-23,addition
2017,BCBP,BCB BANCORP INC,Financial Services,2017-05-31,2017-06-23,addition
2021,BCBP,BCB BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2022,BCBP,BCB BANCORP INC.,Financials,2022-06-03,2022-06-24,addition
2016,BCEI,BONANZA CREEK ENER INC,Energy,2016-06-10,2016-06-24,deletion
2017,BCEI,BONANZA CREEK ENER INC,Energy,2017-05-31,2017-06-23,addition
2020,BCLI,BRAINSTORM CELL THERA,Health Care,2020-06-12,2020-06-26,addition
2021,BCLI,BRAINSTORM CELL THERA,Health Care,2021-06-04,2021-06-25,deletion
2018,BCML,BAYCOM CORPORATION,Financial Services,2018-06-08,2018-06-22,addition
2021,BCML,BAYCOM CORPORATION,Financials,2021-06-04,2021-06-25,deletion
2022,BCML,BAYCOM,Financials,2022-06-03,2022-06-24,addition
2016,BDE,BLACK DIAMOND INC,Consumer Discretionary,2016-06-10,2016-06-24,deletion
2017,BDE,BLACK DIAMOND INC,Consumer Discretionary,2017-05-31,2017-06-23,addition
2016,BDSI,BIODELIVERY SCIENCES,Health Care,2016-06-10,2016-06-24,deletion
2019,BDSI,BIODELIVERY SCIENCES,Health Care,2019-06-07,2019-06-28,addition
2021,BEEM,BEAM GLOBAL,Energy,2021-06-04,2021-06-25,addition
2022,BEEM,BEAM GLOBAL,Energy,2022-06-03,2022-06-24,deletion
2021,BELFB,BEL FUSE INC,Telecommunications,2021-06-04,2021-06-25,deletion
2023,BELFB,BEL FUSE INC,Telecommunications,2023-05-19,2023-06-23,addition
2017,BGSF,BG STAFFING INC,Producer Durables,2017-05-31,2017-06-23,addition
2021,BGSF,BGSF INC,Industrials,2021-06-04,2021-06-25,deletion
2020,BH.A,BIGLARI HOLDINGS A,Consumer Discretionary,2020-06-12,2020-06-26,addition
2021,BH.A,BIGLARI HOLDINGS A,Consumer Discretionary,2021-06-04,2021-06-25,deletion
2020,BHR,BRAEMAR HOTELS & RESORTS,Financial Services,2020-06-12,2020-06-26,deletion
2021,BHR,BRAEMAR HOTELS & RESORTS,Real Estate,2021-06-04,2021-06-25,addition
2022,BLND,BLEND LABS,Technology,2022-06-03,2022-06-24,addition
2023,BLND,BLEND LABS,Technology,2023-05-19,2023-06-23,deletion
2020,BLPH,BELLEROPHON THERA INC,Health Care,2020-06-12,2020-06-26,addition
2021,BLPH,BELLEROPHON THERA INC,Health Care,2021-06-04,2021-06-25,deletion
2021,BMEA,BIOMEA FUSION,Health Care,2021-06-04,2021-06-25,addition
2022,BMEA,BIOMEA FUSION,Health Care,2022-06-03,2022-06-24,deletion
2023,BMEA,BIOMEA FUSION,Health Care,2023-05-19,2023-06-23,addition
2020,BNED,BARNES & NOBLE EDUCATION,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2021,BNED,BARNES & NOBLE EDUCATION,Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,BNED,BARNES & NOBLE EDUCATION,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2021,BNGO,BIONANO GENOMICS INC,Health Care,2021-06-04,2021-06-25,addition
2023,BNGO,BIONANO GENOMICS INC,Health Care,2023-05-19,2023-06-23,deletion
2017,BOCH,BANK COMM HLDGS,Financial Services,2017-05-31,2017-06-23,addition
2021,BOCH,BANK COMM HLDGS,Financials,2021-06-04,2021-06-25,deletion
2022,BODY,THE BEACHBODY COMPANY INC (A),Technology,2022-06-03,2022-06-24,addition
2023,BODY,THE BEACHBODY COMP (A),Technology,2023-05-19,2023-06-23,deletion
2018,BPRN,BANK OF PRINCETON,Financial Services,2018-06-08,2018-06-22,addition
2021,BPRN,BANK OF PRINCETON,Financials,2021-06-04,2021-06-25,deletion
2023,BPRN,PRINCETON BANCORP INC,Financials,2023-05-19,2023-06-23,addition
2016,BPTH,BIO PATH HOLDINGS INC,Health Care,2016-06-10,2016-06-24,addition
2017,BPTH,BIO PATH HOLDINGS INC,Health Care,2017-05-31,2017-06-23,deletion
2022,BRDS,BIRD GLOBAL INC (A),Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,BRDS,BIRD GLOBAL INC (A),Consumer Discretionary,2023-05-19,2023-06-23,deletion
2021,BRG,BLUEROCK RESIDENT REIT,Real Estate,2021-06-04,2021-06-25,deletion
2022,BRG,BLUEROCK RESIDENTIAL GROWTH REIT,Real Estate,2022-06-03,2022-06-24,addition
2019,BRID,BRIDGFORD FOODS CORP,Consumer Staples,2019-06-07,2019-06-28,addition
2021,BRID,BRIDGFORD FOODS CORP,Consumer Staples,2021-06-04,2021-06-25,deletion
2020,BSBK,BOGOTA FINANCIAL,Financial Services,2020-06-12,2020-06-26,addition
2021,BSBK,BOGOTA FINANCIAL,Financials,2021-06-04,2021-06-25,deletion
2020,BSET,BASSETT FURNITURE INDS,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2021,BSET,BASSETT FURNITURE,Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,BSET,BASSETT FURNITURE INDS,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2019,BSGM,BIOSIG TECHNOLOGIES INC,Health Care,2019-06-07,2019-06-28,addition
2021,BSGM,BIOSIG TECHNOLOGIES INC,Health Care,2021-06-04,2021-06-25,deletion
2021,BSVN,BANK7 CORP,Financials,2021-06-04,2021-06-25,deletion
2023,BSVN,BANK7 CORP,Financials,2023-05-19,2023-06-23,addition
2021,BTX,BROOKLYN IMMUNO THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2022,BTX,BROOKLYN IMMUNO THERAPEU,Health Care,2022-06-03,2022-06-24,deletion
2016,BWFG,BANKWELL FINL GROUP INC,Financial Services,2016-06-10,2016-06-24,addition
2021,BWFG,BANKWELL FINL GROUP INC,Financials,2021-06-04,2021-06-25,deletion
2022,BWFG,BANKWELL FINANCIAL GROUP,Financials,2022-06-03,2022-06-24,addition
2018,BXC,BLUELINX HOLDINGS INC,Materials & Processing,2018-06-08,2018-06-22,addition
2020,BXC,BLUELINX HOLDINGS INC,Materials & Processing,2020-06-12,2020-06-26,deletion
2021,BXC,BLUELINX HOLDINGS,Industrials,2021-06-04,2021-06-25,addition
2021,BYRN,BYRNA TECHNOLOGIES,Industrials,2021-06-04,2021-06-25,addition
2022,BYRN,BYRNA TECHNOLOGIES,Industrials,2022-06-03,2022-06-24,deletion
2019,BYSI,BEYONDSPRING,Health Care,2019-06-07,2019-06-28,addition
2022,BYSI,BEYONDSPRING,Health Care,2022-06-03,2022-06-24,deletion
2021,CABA,CABALETTA BIO,Health Care,2021-06-04,2021-06-25,deletion
2023,CABA,CABALETTA BIO,Health Care,2023-05-19,2023-06-23,addition
2016,CALA,CALITHERA BIOSCIENCES,Health Care,2016-06-10,2016-06-24,deletion
2017,CALA,CALITHERA BIOSCIENCES,Health Care,2017-05-31,2017-06-23,addition
2021,CALA,CALITHERA BIOSCIENCES,Health Care,2021-06-04,2021-06-25,deletion
2020,CALB,CALIFORNIA BANCORP,Financial Services,2020-06-12,2020-06-26,addition
2021,CALB,CALIFORNIA BANCORP,Financials,2021-06-04,2021-06-25,deletion
2016,CASC,CASCADIAN THERAPEUTICS,Health Care,2016-06-10,2016-06-24,deletion
2017,CASC,CASCADIAN THERAPEUTICS,Health Care,2017-05-31,2017-06-23,addition
2018,CASI,CASI PHARMACEUTICALS INC,Health Care,2018-06-08,2018-06-22,addition
2021,CASI,CASI PHARMACEUTICALS INC,Health Care,2021-06-04,2021-06-25,deletion
2016,CATB,CATABASIS PHARACEUTICALS,Health Care,2016-06-10,2016-06-24,deletion
2020,CATB,CATABASIS PHARACEUTICALS,Health Care,2020-06-12,2020-06-26,addition
2021,CATB,CATABASIS PHARACEUTICALS,Health Care,2021-06-04,2021-06-25,deletion
2019,CBAN,COLONY BANKCORP INC,Financial Services,2019-06-07,2019-06-28,addition
2021,CBAN,COLONY BANKCORP INC,Financials,2021-06-04,2021-06-25,deletion
2022,CBAN,COLONY BANKCORP,Financials,2022-06-03,2022-06-24,addition
2018,CBAY,CYMABAY THERAPEUTICS INC,Health Care,2018-06-08,2018-06-22,addition
2022,CBAY,CYMABAY THERAPEUTICS INC,Health Care,2022-06-03,2022-06-24,deletion
2023,CBAY,CYMABAY THERAPEUTICS INC,Health Care,2023-05-19,2023-06-23,addition
2018,CBFV,CB FINL SVCS INC,Financial Services,2018-06-08,2018-06-22,addition
2020,CBFV,CB FINL SVCS INC,Financial Services,2020-06-12,2020-06-26,addition
2021,CBFV,CB FINL SVCS INC,Financials,2021-06-04,2021-06-25,deletion
2018,CBIO,CATALYST BIOSCIENCES INC,Health Care,2018-06-08,2018-06-22,addition
2020,CBIO,CATALYST BIOSCIENCES INC,Health Care,2020-06-12,2020-06-26,addition
2021,CBIO,CATALYST BIOSCIENCES INC,Health Care,2021-06-04,2021-06-25,deletion
2020,CBL,CBL & ASSOC PPTYS INC,Financial Services,2020-06-12,2020-06-26,deletion
2022,CBL,CBL & ASSOCIATES PROPERTIES,Financials,2022-06-03,2022-06-24,addition
2017,CBMG,CELLULAR BIOMEDICINE GRP,Health Care,2017-05-31,2017-06-23,deletion
2018,CBMG,CELLULAR BIOMEDICINE GRP,Health Care,2018-06-08,2018-06-22,addition
