year,ticker,company,sector,preliminary_posted,effective_date,list_kind
2021,III,INFORMATION SERVICES GRP,Industrials,2021-06-04,2021-06-25,deletion
2022,III,INFORMATION SERVICES GROUP INC.,Industrials,2022-06-03,2022-06-24,addition
2018,IIN,INTRICON CORP,Health Care,2018-06-08,2018-06-22,addition
2021,IIN,INTRICON CORP,Health Care,2021-06-04,2021-06-25,deletion
2021,IKNA,IKENA ONCOLOGY,Health Care,2021-06-04,2021-06-25,addition
2022,IKNA,IKENA ONCOLOGY,Health Care,2022-06-03,2022-06-24,deletion
2023,IKNA,IKENA ONCOLOGY,Health Care,2023-05-19,2023-06-23,addition
2021,IMMR,IMMERSION CORP,Technology,2021-06-04,2021-06-25,deletion
2023,IMMR,IMMERSION CORP,Technology,2023-05-19,2023-06-23,addition
2021,IMPL,IMPEL NEUROPHARMA,Health Care,2021-06-04,2021-06-25,addition
2022,IMPL,IMPEL PHARMACEUTICAL INC,Health Care,2022-06-03,2022-06-24,deletion
2020,IMRA,IMARA,Health Care,2020-06-12,2020-06-26,addition
2021,IMRA,IMARA,Health Care,2021-06-04,2021-06-25,deletion
2022,IMRX,IMMUNEERING,Health Care,2022-06-03,2022-06-24,deletion
2023,IMRX,IMMUNEERING,Health Care,2023-05-19,2023-06-23,addition
2020,IMUX,IMMUNIC INC,Health Care,2020-06-12,2020-06-26,addition
2022,IMUX,IMMUNIC INC,Health Care,2022-06-03,2022-06-24,deletion
2016,INAP,INTERNAP CORPORATION,Technology,2016-06-10,2016-06-24,deletion
2017,INAP,INTERNAP CORPORATION,Technology,2017-05-31,2017-06-23,addition
2016,INBK,FIRST INTERNET BANCORP,Financial Services,2016-06-10,2016-06-24,addition
2023,INBK,FIRST INTERNET BANCORP,Financials,2023-05-19,2023-06-23,deletion
2017,INFI,INFINITY PHARMACEUTICALS,Health Care,2017-05-31,2017-06-23,deletion
2021,INFI,INFINITY PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,addition
2022,INFI,INFINITY PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2020,INFU,INFUSYSTEM HLDGS INC,Health Care,2020-06-12,2020-06-26,addition
2022,INFU,INFUSYSTEM HLDGS INC,Health Care,2022-06-03,2022-06-24,deletion
2023,INFU,INFUSYSTEM HLDGS INC,Health Care,2023-05-19,2023-06-23,addition
2017,INSE,INSPIRED ENTERTAINMENT,Consumer Discretionary,2017-05-31,2017-06-23,addition
2019,INSE,INSPIRED ENTERTAINMENT,Consumer Discretionary,2019-06-07,2019-06-28,addition
2020,INSE,INSPIRED ENTERTAINMENT,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2022,INSE,INSPIRED ENTERTAINMENT,Consumer Discretionary,2022-06-03,2022-06-24,addition
2019,INSG,INSEEGO CORP,Technology,2019-06-07,2019-06-28,addition
2023,INSG,INSEEGO CORP,Telecommunications,2023-05-19,2023-06-23,deletion
2021,INVE,INDENTIV,Technology,2021-06-04,2021-06-25,addition
2023,INVE,IDENTIV INC,Technology,2023-05-19,2023-06-23,deletion
2022,INZY,INOZYME PHARMA,Health Care,2022-06-03,2022-06-24,deletion
2023,INZY,INOZYME PHARMA,Health Care,2023-05-19,2023-06-23,addition
2016,IO,ION GEOPHYSICAL CORP,Energy,2016-06-10,2016-06-24,deletion
2018,IO,ION GEOPHYSICAL CORP,Energy,2018-06-08,2018-06-22,addition
2016,IPI,INTREPID POTASH INC,Materials & Processing,2016-06-10,2016-06-24,deletion
2017,IPI,INTREPID POTASH INC,Materials & Processing,2017-05-31,2017-06-23,addition
2016,IRIX,IRIDEX CORP,Health Care,2016-06-10,2016-06-24,addition
2017,IRIX,IRIDEX CORP,Health Care,2017-05-31,2017-06-23,deletion
2017,IRMD,IRADIMED CORPORATION,Health Care,2017-05-31,2017-06-23,deletion
2018,IRMD,IRADIMED CORPORATION,Health Care,2018-06-08,2018-06-22,addition
2022,IRNT,IRONNET INC (A),Technology,2022-06-03,2022-06-24,addition
2023,IRNT,IRONNET INC (A),Technology,2023-05-19,2023-06-23,deletion
2022,ISPO,INSPIRATO INCORPORATED (A),Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,ISPO,INSPIRATO INC (A),Consumer Discretionary,2023-05-19,2023-06-23,deletion
2017,ISTR,INVESTAR HOLDING CORP,Financial Services,2017-05-31,2017-06-23,addition
2021,ISTR,INVESTAR HOLDING CORP,Financials,2021-06-04,2021-06-25,deletion
2016,ITEK,INOTEK PHARMACEUTICALS,Health Care,2016-06-10,2016-06-24,addition
2017,ITEK,INOTEK PHARMACEUTICALS,Health Care,2017-05-31,2017-06-23,deletion
2017,ITI,ITERIS INC,Technology,2017-05-31,2017-06-23,addition
2022,ITI,ITERIS INC,Industrials,2022-06-03,2022-06-24,deletion
2023,ITI,ITERIS INC,Industrials,2023-05-19,2023-06-23,addition
2017,IVAC,INTEVAC INC,Technology,2017-05-31,2017-06-23,addition
2020,IVAC,INTEVAC INC,Technology,2020-06-12,2020-06-26,addition
2021,IVAC,INTEVAC INC,Technology,2021-06-04,2021-06-25,deletion
2023,IVAC,INTEVAC INC,Technology,2023-05-19,2023-06-23,addition
2017,JAKK,JAKKS PACIFIC INC,Consumer Discretionary,2017-05-31,2017-06-23,deletion
2023,JAKK,JAKKS PACIFIC INC,Consumer Discretionary,2023-05-19,2023-06-23,addition
2016,JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,2016-06-10,2016-06-24,deletion
2018,JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,2018-06-08,2018-06-22,addition
2019,JHG,JANUS HENDERSON GROUP,Financial Services,2019-06-07,2019-06-28,addition
2020,JHG,JANUS HENDERSON GROUP,Financial Services,2020-06-12,2020-06-26,deletion
2021,JHG,JANUS HENDERSON GROUP,Financials,2021-06-04,2021-06-25,addition
2017,JILL,JJILL INC,Consumer Discretionary,2017-05-31,2017-06-23,addition
2020,JILL,JJILL INC,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2023,JILL,JJILL INC,Consumer Discretionary,2023-05-19,2023-06-23,addition
2021,JOAN,JOANN,Consumer Discretionary,2021-06-04,2021-06-25,addition
2023,JOAN,JOANN,Consumer Discretionary,2023-05-19,2023-06-23,deletion
2017,KDMN,KADMON HOLIDINGS INC,Health Care,2017-05-31,2017-06-23,deletion
2018,KDMN,KADMON HOLIDINGS INC,Health Care,2018-06-08,2018-06-22,addition
2016,KEG,KEY ENERGY SERVICES INC,Energy,2016-06-10,2016-06-24,deletion
2017,KEG,KEY ENERGY SERVICES INC,Energy,2017-05-31,2017-06-23,addition
2020,KERN,AKERNA CORPORATION (A),Technology,2020-06-12,2020-06-26,addition
2021,KERN,AKERNA CORPORATION (A),Technology,2021-06-04,2021-06-25,deletion
2017,KIN,KINDRED BIOSCIENCES INC,Health Care,2017-05-31,2017-06-23,addition
2021,KIN,KINDRED BIOSCIENCES INC,Health Care,2021-06-04,2021-06-25,deletion
2021,KIRK,KIRKLANDS INC,Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,KIRK,KIRKLANDS INC,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2022,KLR,KALEYRA,Telecommunications,2022-06-03,2022-06-24,addition
2023,KLR,KALEYRA INC,Telecommunications,2023-05-19,2023-06-23,deletion
2022,KLTR,KALTURA,Telecommunications,2022-06-03,2022-06-24,deletion
2023,KLTR,KALTURA,Telecommunications,2023-05-19,2023-06-23,addition
2020,KLXE,KLX ENERGY SERVICES,Energy,2020-06-12,2020-06-26,deletion
2023,KLXE,KLX ENERGY SERVICES,Energy,2023-05-19,2023-06-23,addition
2021,KMPH,KEMPHARM,Health Care,2021-06-04,2021-06-25,addition
2022,KMPH,KEMPHARM,Health Care,2022-06-03,2022-06-24,deletion
2021,KOPN,KOPIN CORP,Technology,2021-06-04,2021-06-25,addition
2022,KOPN,KOPIN CORP,Technology,2022-06-03,2022-06-24,deletion
2022,KORE,KORE GROUP HOLDINGS INC (A),Technology,2022-06-03,2022-06-24,addition
2023,KORE,KORE GROUP HOLDINGS (A),Technology,2023-05-19,2023-06-23,deletion
2020,KRMD,REPRO MED SYSTEMS,Health Care,2020-06-12,2020-06-26,addition
2021,KRMD,REPRO MED SYSTEMS,Health Care,2021-06-04,2021-06-25,deletion
2023,KRMD,KORU MEDICAL SYSTEMS INC,Health Care,2023-05-19,2023-06-23,addition
2022,KVHI,KVH INDUSTRIES INC,Telecommunications,2022-06-03,2022-06-24,deletion
2023,KVHI,KVH INDUSTRIES INC,Telecommunications,2023-05-19,2023-06-23,addition
2020,LAKE,LAKELAND INDUSTRIES INC,Consumer Discretionary,2020-06-12,2020-06-26,addition
2021,LAKE,LAKELAND INDUSTRIES INC,Consumer Discretionary,2021-06-04,2021-06-25,deletion
2020,LARK,LANDMARK BANCORP INC,Financial Services,2020-06-12,2020-06-26,addition
2021,LARK,LANDMARK BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2021,LAZY,LAZYDAYS HOLDINGS,Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,LAZY,LAZYDAYS HOLDINGS INC,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2023,LAZY,LAZYDAYS HOLDINGS INC,Consumer Discretionary,2023-05-19,2023-06-23,addition
2016,LCNB,LCNB CORP,Financial Services,2016-06-10,2016-06-24,addition
2021,LCNB,LCNB CORP,Financials,2021-06-04,2021-06-25,deletion
2023,LCNB,LCNB CORP,Financials,2023-05-19,2023-06-23,addition
2020,LCTX,LINEAGE CELL THERAPEUTIC,Health Care,2020-06-12,2020-06-26,deletion
2021,LCTX,LINEAGE CELL THERAPEUTICS,Health Care,2021-06-04,2021-06-25,addition
2022,LCTX,LINEAGE CELL THERAPEUTIC,Health Care,2022-06-03,2022-06-24,deletion
2023,LCTX,LINEAGE CELL THERAPEUTIC,Health Care,2023-05-19,2023-06-23,addition
2019,LEE,LEE ENTERPRISES INC,Consumer Discretionary,2019-06-07,2019-06-28,addition
2020,LEE,LEE ENTERPRISES INC,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2018,LEVL,LEVEL ONE BANCORP INC,Financial Services,2018-06-08,2018-06-22,addition
2021,LEVL,LEVEL ONE BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2022,LFLY,LEAFLY HOLDINGS INC,Technology,2022-06-03,2022-06-24,addition
2023,LFLY,LEAFLY HOLDINGS INC,Technology,2023-05-19,2023-06-23,deletion
2016,LFVN,LIFEVANTAGE CORP,Consumer Staples,2016-06-10,2016-06-24,addition
2017,LFVN,LIFEVANTAGE CORP,Consumer Staples,2017-05-31,2017-06-23,deletion
2019,LFVN,LIFEVANTAGE CORP,Consumer Staples,2019-06-07,2019-06-28,addition
2021,LFVN,LIFEVANTAGE CORP,Consumer Staples,2021-06-04,2021-06-25,deletion
2022,LIDR,AEYE INC,Industrials,2022-06-03,2022-06-24,addition
2023,LIDR,AEYE INC,Industrials,2023-05-19,2023-06-23,deletion
2021,LIN,LINDE PLC,Basic Materials,2021-06-04,2021-06-25,deletion
2022,LIN,LINDE PLC,Basic Materials,2022-06-03,2022-06-24,addition
2016,LIVN,LIVANOVA PLC,Health Care,2016-06-10,2016-06-24,deletion
2017,LIVN,LIVANOVA PLC,Health Care,2017-05-31,2017-06-23,addition
2022,LMNR,LIMONEIRA CO,Consumer Staples,2022-06-03,2022-06-24,deletion
2023,LMNR,LIMONEIRA CO,Consumer Staples,2023-05-19,2023-06-23,addition
2020,LMST,LIMESTONE BANCORP INC,Financial Services,2020-06-12,2020-06-26,addition
2021,LMST,LIMESTONE BANCORP INC,Financials,2021-06-04,2021-06-25,deletion
2016,LNTH,LANTHEUS HOLDINGS INC,Health Care,2016-06-10,2016-06-24,deletion
2017,LNTH,LANTHEUS HOLDINGS INC,Health Care,2017-05-31,2017-06-23,addition
2022,LOCL,LOCAL BOUNTI CORPORATION (A),Consumer Staples,2022-06-03,2022-06-24,addition
2023,LOCL,LOCAL BOUNTI CORP (A),Consumer Staples,2023-05-19,2023-06-23,deletion
2021,LOTZ,CARLOTZ INC (A),Consumer Discretionary,2021-06-04,2021-06-25,addition
2022,LOTZ,CARLOTZ INC (A),Consumer Discretionary,2022-06-03,2022-06-24,deletion
2016,LPCN,LIPOCINE INC,Health Care,2016-06-10,2016-06-24,addition
2017,LPCN,LIPOCINE INC,Health Care,2017-05-31,2017-06-23,deletion
2020,LPI,LAREDO PETROLEUM INC,Energy,2020-06-12,2020-06-26,deletion
2021,LPI,LAREDO PETROLEUM,Energy,2021-06-04,2021-06-25,addition
2021,LQDA,LIQUIDIA CORPORATION,Health Care,2021-06-04,2021-06-25,deletion
2022,LQDA,LIQUIDIA CORPORATION,Health Care,2022-06-03,2022-06-24,addition
2022,LTCH,LATCH INC (A),Industrials,2022-06-03,2022-06-24,addition
2023,LTCH,LATCH INC (A),Industrials,2023-05-19,2023-06-23,deletion
2016,LUB,LUBYS INC,Consumer Discretionary,2016-06-10,2016-06-24,addition
2017,LUB,LUBYS INC,Consumer Discretionary,2017-05-31,2017-06-23,deletion
2020,LUNA,LUNA INNOVATIONS INC,Producer Durables,2020-06-12,2020-06-26,addition
2022,LUNA,LUNA INNOVATIONS INC,Industrials,2022-06-03,2022-06-24,deletion
2023,LUNA,LUNA INNOVATIONS INC,Industrials,2023-05-19,2023-06-23,addition
2020,LXU,LSB INDUSTRIES INC,Materials & Processing,2020-06-12,2020-06-26,deletion
2022,LXU,LSB INDUSTRIES,Basic Materials,2022-06-03,2022-06-24,addition
2020,LYRA,LYRA THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2021,LYRA,LYRA THERAPEUTICS,Health Care,2021-06-04,2021-06-25,deletion
2020,LYTS,LSI INDUSTRIES INC,Materials & Processing,2020-06-12,2020-06-26,addition
2021,LYTS,LSI INDUSTRIES INC,Industrials,2021-06-04,2021-06-25,deletion
2023,LYTS,LSI INDUSTRIES INC,Industrials,2023-05-19,2023-06-23,addition
2022,MAPS,WM TECHNOLOGY INC (A),Technology,2022-06-03,2022-06-24,addition
2023,MAPS,WM TECHNOLOGY INC (A),Technology,2023-05-19,2023-06-23,deletion
2021,MAXN,MAXEON SOLAR TECHNOLOGIE,Energy,2021-06-04,2021-06-25,deletion
2023,MAXN,MAXEON SOLAR TECHNOLOGIE,Energy,2023-05-19,2023-06-23,addition
2017,MBCN,MIDDLEFIELD BANC CORP,Financial Services,2017-05-31,2017-06-23,addition
2020,MBCN,MIDDLEFIELD BANC CORP,Financial Services,2020-06-12,2020-06-26,addition
2021,MBCN,MIDDLEFIELD BANC CORP,Financials,2021-06-04,2021-06-25,deletion
2023,MBCN,MIDDLEFIELD BANC CORP,Financials,2023-05-19,2023-06-23,addition
2018,MBII,MARRONE BIO INNOVATIONS,Materials & Processing,2018-06-08,2018-06-22,addition
2022,MBII,MARRONE BIO INNOVATIONS,Basic Materials,2022-06-03,2022-06-24,deletion
2018,MBIO,MUSTANG BIO,Health Care,2018-06-08,2018-06-22,addition
2022,MBIO,MUSTANG BIO,Health Care,2022-06-03,2022-06-24,deletion
2016,MBTF,MBT FINL CORP,Financial Services,2016-06-10,2016-06-24,addition
2019,MBTF,MBT FINL CORP,Financial Services,2019-06-07,2019-06-28,addition
2017,MCHX,MARCHEX INC,Consumer Discretionary,2017-05-31,2017-06-23,deletion
2019,MCHX,MARCHEX INC,Consumer Discretionary,2019-06-07,2019-06-28,addition
2020,MCHX,MARCHEX INC,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2020,MDCA,MDC CORP,Consumer Discretionary,2020-06-12,2020-06-26,deletion
2021,MDCA,MDC PARTNERS INC. CL A,Consumer Discretionary,2021-06-04,2021-06-25,addition
2021,MDVL,MEDAVAIL HOLDINGS INC,Consumer Staples,2021-06-04,2021-06-25,addition
2022,MDVL,MEDAVAIL HOLDINGS INC,Consumer Staples,2022-06-03,2022-06-24,deletion
2019,MEC,MAYVILLE ENGINEERING,Producer Durables,2019-06-07,2019-06-28,addition
2022,MEC,MAYVILLE ENGINEERING,Industrials,2022-06-03,2022-06-24,deletion
2023,MEC,MAYVILLE ENGINEERING,Industrials,2023-05-19,2023-06-23,addition
2019,MEIP,MEI PHARMA INC,Health Care,2019-06-07,2019-06-28,addition
2022,MEIP,MEI PHARMA INC,Health Care,2022-06-03,2022-06-24,deletion
2020,METC,RAMACO RESOURCES INC,Energy,2020-06-12,2020-06-26,deletion
2022,METC,RAMACO RESOURCES,Energy,2022-06-03,2022-06-24,addition
2019,MFIN,MEDALLION FINANCIAL,Financial Services,2019-06-07,2019-06-28,addition
2020,MFIN,MEDALLION FINANCIAL,Financial Services,2020-06-12,2020-06-26,deletion
2019,MFNC,MACKINAC FINL CORP,Financial Services,2019-06-07,2019-06-28,addition
2021,MFNC,MACKINAC FINL CORP,Financials,2021-06-04,2021-06-25,deletion
2022,MG,MISTRAS GROUP INC,Industrials,2022-06-03,2022-06-24,deletion
2023,MG,MISTRAS GROUP INC,Industrials,2023-05-19,2023-06-23,addition
2020,MHH,MASTECH DIGITAL INC,Producer Durables,2020-06-12,2020-06-26,addition
2021,MHH,MASTECH DIGITAL INC,Technology,2021-06-04,2021-06-25,deletion
2021,MHLD,MAIDEN HOLDINGS LTD.,Financials,2021-06-04,2021-06-25,addition
2022,MHLD,MAIDEN HOLDINGS LTD,Financials,2022-06-03,2022-06-24,deletion
2023,MHLD,MAIDEN HOLDINGS LTD,Financials,2023-05-19,2023-06-23,addition
2021,MILE,METROMILE INC (A),Financials,2021-06-04,2021-06-25,addition
2022,MILE,METROMILE INC (A),Financials,2022-06-03,2022-06-24,deletion
2022,MKFG,MARKFORGED HOLDING CORPORATION (A),Industrials,2022-06-03,2022-06-24,addition
2023,MKFG,MARKFORGED HC (A),Industrials,2023-05-19,2023-06-23,deletion
2022,ML,MONEYLION INC (A),Industrials,2022-06-03,2022-06-24,addition
2023,ML,MONEYLION INC (A),Industrials,2023-05-19,2023-06-23,deletion
2019,MLND,MILLENDO THERAPEUTICS,Health Care,2019-06-07,2019-06-28,addition
2020,MLND,MILLENDO THERAPEUTICS,Health Care,2020-06-12,2020-06-26,deletion
2017,MLP,MAUI LAND & PINEAPPLE CO,Financial Services,2017-05-31,2017-06-23,addition
2021,MLP,MAUI LAND & PINEAPPLE CO,Real Estate,2021-06-04,2021-06-25,deletion
2023,MLP,MAUI LAND & PINEAPPLE CO,Real Estate,2023-05-19,2023-06-23,addition
2020,MLSS,MILESTONE SCIENTIFIC INC,Health Care,2020-06-12,2020-06-26,addition
2021,MLSS,MILESTONE SCIENTIFIC INC,Health Care,2021-06-04,2021-06-25,deletion
2017,MLVF,MALVERN BANCORP INC,Financial Services,2017-05-31,2017-06-23,addition
2020,MLVF,MALVERN BANCORP INC,Financial Services,2020-06-12,2020-06-26,deletion
2019,MMAC,MMA CAPITAL HOLDINGS INC,Financial Services,2019-06-07,2019-06-28,addition
2021,MMAC,MMA CAPITAL HOLDINGS INC,Financials,2021-06-04,2021-06-25,deletion
2016,MN,MANNING & NAPIER INC,Financial Services,2016-06-10,2016-06-24,addition
2017,MN,MANNING & NAPIER INC,Financial Services,2017-05-31,2017-06-23,deletion
2022,MN,MANNING & NAPIER,Financials,2022-06-03,2022-06-24,addition
2017,MNKD,MANNKIND CORP,Health Care,2017-05-31,2017-06-23,deletion
2018,MNKD,MANNKIND CORP,Health Care,2018-06-08,2018-06-22,addition
2021,MNMD,MIND MEDICINE MINDMED,Health Care,2021-06-04,2021-06-25,addition
2022,MNMD,MIND MEDICINE MINDMED,Health Care,2022-06-03,2022-06-24,deletion
2016,MNOV,MEDICINOVA INC,Health Care,2016-06-10,2016-06-24,addition
2021,MNOV,MEDICINOVA INC,Health Care,2021-06-04,2021-06-25,deletion
2019,MNSB,MAINSTREET BANCSHARES,Financial Services,2019-06-07,2019-06-28,addition
2021,MNSB,MAINSTREET BANCSHARES,Financials,2021-06-04,2021-06-25,deletion
2023,MNSB,MAINSTREET BANCSHARES,Financials,2023-05-19,2023-06-23,addition
2022,MNTS,MOMENTUS INC (A),Industrials,2022-06-03,2022-06-24,addition
2023,MNTS,MOMENTUS INC (A),Industrials,2023-05-19,2023-06-23,deletion
2020,MRBK,MERIDIAN CORPORATION,Financial Services,2020-06-12,2020-06-26,addition
2021,MRBK,MERIDIAN CORPORATION,Financials,2021-06-04,2021-06-25,deletion
2019,MRKR,MARKER THERAPEUTICS INC,Health Care,2019-06-07,2019-06-28,addition
2021,MRKR,MARKER THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,deletion
2018,MRNS,MARINUS PHARMACEUTICALS,Health Care,2018-06-08,2018-06-22,addition
2022,MRNS,MARINUS PHARMACEUTICALS,Health Care,2022-06-03,2022-06-24,deletion
2023,MRNS,MARINUS PHARMACEUTICALS,Health Care,2023-05-19,2023-06-23,addition
2017,MRTX,MIRATI THERAPEUTICS INC,Health Care,2017-05-31,2017-06-23,deletion
2018,MRTX,MIRATI THERAPEUTICS INC,Health Care,2018-06-08,2018-06-22,addition
2018,MTEM,MOLECULAR TEMPLATES,Health Care,2018-06-08,2018-06-22,addition
2022,MTEM,MOLECULAR TEMPLATES,Health Care,2022-06-03,2022-06-24,deletion
2022,MULN,MULLEN AUTOMOTIVE INC,Consumer Discretionary,2022-06-03,2022-06-24,addition
2023,MULN,MULLEN AUTOMOTIVE INC,Consumer Discretionary,2023-05-19,2023-06-23,deletion
2017,MVIS,MICROVISION INC,Technology,2017-05-31,2017-06-23,addition
2021,MVIS,MICROVISION INC,Technology,2021-06-04,2021-06-25,addition
2020,MYFW,FIRST WESTERN FINANCIAL,Financial Services,2020-06-12,2020-06-26,addition
2021,MYFW,FIRST WESTERN FINANCIAL,Financials,2021-06-04,2021-06-25,deletion
2022,MYFW,FIRST WESTERN FINANCIAL,Financials,2022-06-03,2022-06-24,addition
2016,NATH,NATHANS FAMOUS INC,Consumer Discretionary,2016-06-10,2016-06-24,addition
2022,NATH,NATHANS FAMOUS INC,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2023,NATH,NATHANS FAMOUS INC,Consumer Discretionary,2023-05-19,2023-06-23,addition
2019,NBEV,NEW AGE BEVERAGES CORP,Consumer Staples,2019-06-07,2019-06-28,addition
2022,NBEV,NEWAGE INC,Consumer Staples,2022-06-03,2022-06-24,deletion
2017,NBN,NORTHEAST BANCORP,Financial Services,2017-05-31,2017-06-23,addition
2021,NBN,NORTHEAST BANK,Financials,2021-06-04,2021-06-25,deletion
2022,NBN,NORTHEAST BANK,Financials,2022-06-03,2022-06-24,addition
2020,NBSE,NEUBASE THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2021,NBSE,NEUBASE THERAPEUTICS,Health Care,2021-06-04,2021-06-25,deletion
2021,NC,NACCO INDUSTRIES INC,Energy,2021-06-04,2021-06-25,deletion
2022,NC,NACCO INDS INC,Energy,2022-06-03,2022-06-24,addition
2017,NCSM,NCS MULTISTAGE HOLD,Energy,2017-05-31,2017-06-23,addition
2020,NCSM,NCS MULTISTAGE HOLD,Energy,2020-06-12,2020-06-26,deletion
2020,NE,NOBLE CORPORATION PLC,Energy,2020-06-12,2020-06-26,deletion
2022,NE,NOBLE,Energy,2022-06-03,2022-06-24,addition
2016,NERV,MINERVA NEUROSCIENCES,Health Care,2016-06-10,2016-06-24,addition
2021,NERV,MINERVA NEUROSCIENCES,Health Care,2021-06-04,2021-06-25,deletion
2021,NETI,ENETI INC,Industrials,2021-06-04,2021-06-25,deletion
2022,NETI,ENETI INC,Industrials,2022-06-03,2022-06-24,addition
2018,NEXT,NEXTDECADE,Energy,2018-06-08,2018-06-22,addition
2021,NEXT,NEXTDECADE,Energy,2021-06-04,2021-06-25,deletion
2022,NEXT,NEXTDECADE,Energy,2022-06-03,2022-06-24,addition
2020,NH,NANTHEALTH INC,Health Care,2020-06-12,2020-06-26,addition
2022,NH,NANTHEALTH INC,Health Care,2022-06-03,2022-06-24,deletion
2016,NIHD,NII HOLDINGS INC,Utilities,2016-06-10,2016-06-24,addition
2017,NIHD,NII HOLDINGS INC,Utilities,2017-05-31,2017-06-23,deletion
2018,NIHD,NII HOLDINGS INC,Utilities,2018-06-08,2018-06-22,addition
2021,NKSH,NATIONAL BANKSHARES INC,Financials,2021-06-04,2021-06-25,deletion
2023,NKSH,NATIONAL BANKSHARES INC,Financials,2023-05-19,2023-06-23,addition
2020,NLS,NAUTILUS INC,Consumer Discretionary,2020-06-12,2020-06-26,addition
2022,NLS,NAUTILUS INC,Consumer Discretionary,2022-06-03,2022-06-24,deletion
2020,NLTX,NEOLEUKIN THERAPEUTICS,Health Care,2020-06-12,2020-06-26,addition
2022,NLTX,NEOLEUKIN THERAPEUTICS,Health Care,2022-06-03,2022-06-24,deletion
2016,NM,NAVIOS MARITIME HOLDINGS,Producer Durables,2016-06-10,2016-06-24,deletion
2017,NM,NAVIOS MARITIME HOLDINGS,Producer Durables,2017-05-31,2017-06-23,addition
2020,NMRD,NEMAURA MEDICAL INC,Health Care,2020-06-12,2020-06-26,addition
2021,NMRD,NEMAURA MEDICAL INC,Health Care,2021-06-04,2021-06-25,deletion
2016,NMRX,NUMEREX CORP,Technology,2016-06-10,2016-06-24,addition
2017,NMRX,NUMEREX CORP,Technology,2017-05-31,2017-06-23,deletion
2021,NMTR,9 METERS BIOPHARMA INC,Health Care,2021-06-04,2021-06-25,addition
2022,NMTR,9 METERS BIOPHARMA INC,Health Care,2022-06-03,2022-06-24,deletion
2017,NOG,NORTHERN OIL & GAS INC,Energy,2017-05-31,2017-06-23,deletion
2018,NOG,NORTHERN OIL & GAS INC,Energy,2018-06-08,2018-06-22,addition
2020,NOG,NORTHERN OIL & GAS INC,Energy,2020-06-12,2020-06-26,deletion
2021,NOG,NORTHERN OIL AND GAS,Energy,2021-06-04,2021-06-25,addition
2021,NOTV,INOTIV INC,Health Care,2021-06-04,2021-06-25,addition
2023,NOTV,INOTIV INC,Health Care,2023-05-19,2023-06-23,deletion
2021,NPCE,NEUROPACE,Health Care,2021-06-04,2021-06-25,addition
2022,NPCE,NEUROPACE,Health Care,2022-06-03,2022-06-24,deletion
2020,NRBO,NEUROBO PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,addition
2021,NRBO,NEUROBO PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,deletion
2016,NRIM,NORTHRIM BANCORP INC,Financial Services,2016-06-10,2016-06-24,addition
2022,NRIM,NORTHRIM BANCORP INC,Financials,2022-06-03,2022-06-24,deletion
2023,NRIM,NORTHRIM BANCORP INC,Financials,2023-05-19,2023-06-23,addition
2022,NUTX,NUTEX HEALTH,Technology,2022-06-03,2022-06-24,addition
2023,NUTX,NUTEX HEALTH,Technology,2023-05-19,2023-06-23,deletion
2022,NVEC,NVE CORP,Technology,2022-06-03,2022-06-24,deletion
2023,NVEC,NVE CORP,Technology,2023-05-19,2023-06-23,addition
2016,NVTR,NUVECTRA CORPORATION,Health Care,2016-06-10,2016-06-24,deletion
2018,NVTR,NUVECTRA CORPORATION,Health Care,2018-06-08,2018-06-22,addition
2017,NWFL,NORWOOD FINANCIAL CORP,Financial Services,2017-05-31,2017-06-23,addition
2021,NWFL,NORWOOD FINANCIAL CORP,Financials,2021-06-04,2021-06-25,deletion
2023,NWFL,NORWOOD FINANCIAL CORP,Financials,2023-05-19,2023-06-23,addition
2016,NWPX,NORTHWEST PIPE CO,Materials & Processing,2016-06-10,2016-06-24,deletion
2017,NWPX,NORTHWEST PIPE CO,Materials & Processing,2017-05-31,2017-06-23,addition
2017,NXPI,NXP SEMICONDUCTORS NV,Technology,2017-05-31,2017-06-23,addition
2021,NXPI,NXP SEMICONDUCTORS,Technology,2021-06-04,2021-06-25,addition
2022,NXPI,NXP SEMICONDUCTORS NV,Technology,2022-06-03,2022-06-24,deletion
