company,symbol,sector,list_kind,index_kind,source_file
AILERON THERAPEUTICS,ALRN,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AKEBIA THERAPEUTICS INC,AKBA,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AKOUOS,AKUS,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AKOYA BIOSCIENCES,AKYA,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AKUMIN,AKU,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ALFI,ALF,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ALIMERA SCIENCES INC,ALIM,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ALJ REGIONAL HOLDINGS,ALJJ,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ALKALINE WATER CO INC,WTER,Consumer Staples,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ALTISOURCE ASSET MGMT,AAMC,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ALTO INGREDIENTS INC,ALTO,Basic Materials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ALTUS MIDSTREAM CO,ALTM,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AMBAC FINL GROUP INC,AMBC,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AMERICAN RESOURCES,AREC,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AMMO INC,POWW,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AMPHASTAR PHARMA INC,AMPH,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AMPIO PHARMACEUTICALS,AMPE,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AMPLICTECH,AMPG,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ANAPTYS BIO INC,ANAB,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ANEBULO PHARMACEUTICALS,ANEB,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ANNEXON,ANNX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ANNOVIS BIO,ANVS,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ANTERIX INC,ATEX,Telecommunications,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
APPLIED THERAPEUTICS INC,APLT,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
APPLIED UV,AUVI,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
APTEVO THERAPEUTICS INC,APVO,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AQUA METALS INC,AQMS,Utilities,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ARC DOCUMENT SOLUTIONS,ARC,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ARCA BIOPHARMA INC,ABIO,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ARCH RESOURCES INC,ARCH,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ARMOUR RESIDENTIAL REIT,ARR,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ASENSUS SURGICAL INC,ASXC,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ASHFORD HOSPITALITY,AHT,Real Estate,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ASHFORD INC,AINC,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ASSOCIATED CAPITAL GROUP,AC,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ASTROTECH CORP,ASTC,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ATHENEX,ATNX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ATHIRA PHARMA,ATHA,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ATLAS TECHNICAL CONS (A),ATCX,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ATN INTERNATIONAL INC,ATNI,Telecommunications,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ATOSSA THERAPEUTICS INC,ATOS,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AUDDIA,AUUD,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AULT GLOBAL HOLDINGS INC,DPW,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AURIS MEDICAL HOLDING,EARS,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AUTOWEB INC,AUTO,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AVIDITY BIOSCIENCES,RNA,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AVINGER INC,AVGR,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AVITA Medical,RCEL,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
AYRO INC,AYRO,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BALLANTYNE STRONG INC,BTN,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BANCO LATINOAMERICANO,BLX,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BBQ HOLDINGS INC,BBQ,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BEAUTY HEALTH CO,SKIN,Consumer Staples,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BENEFITFOCUS INC,BNFT,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BENITEC BIOPHARMA ADS,BNTC,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BIG 5 SPORTING GOODS,BGFV,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BIO PATH HOLDINGS,BPTH,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BIOCARDIA,BCDA,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BIOCEPT INC,BIOC,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BIOHITECH GLOBAL,BHTG,Utilities,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BIOMEA FUSION,BMEA,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BIOVENTUS,BVS,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BIOVIE,BIVI,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BLUCORA INC,BCOR,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BM TECHNOLOGIES INC (A),BMTX,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BOLT BIOTHERAPEUTICS,BOLT,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BOWL AMERICA INC,BWL.A,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BOWMAN CONSULTING GROUP,BWMN,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BOXLIGHT CORP,BOXL,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BROADWIND INC,BWEN,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BSQUARE CORP,BSQR,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BURGERFI INTERNATIONAL,BFI,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
BYRNA TECHNOLOGIES,BYRN,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CALADRIUS BIOSCIENCES,CLBS,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CANTALOUPE INC,CTLP,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CAPITAL SENIOR LIVING,CSU,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CAPSTEAD MORTGAGE CORP,CMO,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CAPSTONE GREEN ENERGY,CGRN,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CARDIFF ONCOLOGY INC,CRDF,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CARLOTZ INC (A),LOTZ,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CASA SYSTEMS INC,CASA,Telecommunications,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CASTLIGHT HEALTH INC,CSLT,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CBDMD INC,YCBD,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CEDAR REALTY TRUST INC,CDR,Real Estate,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CELLECTAR BIOSCIENCES,CLRB,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CENTRAL PACIFIC FINL,CPF,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CERULEAN PHARMA INC,DARE,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CHARLES & COLVARD LTD,CTHR,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CHATHAM LODGING TR,CLDT,Real Estate,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CHEMOCENTRYX INC,CCXI,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CINCINNATI BANCORP,CNNB,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CINEDIGM DIGITAL CINEMA,CIDM,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CITIUS PHARMACEUTICALS,CTXR,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CLEANSPARK,CLSK,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CLEAR CHANNEL OUTDOOR,CCO,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CLEARONE INC,CLRO,Telecommunications,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CLEARSIGN TECH CORP,CLIR,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CLENE INC,CLNN,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CLEVELAND BIOLABS INC,CBLI,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CLEVER LEAVES HOLDINGS,CLVR,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CLOVIS ONCOLOGY INC,CLVS,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CNS PHARMACEUTICALS,CNSP,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
COCRYSTAL PHARMA,COCP,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
COGENT BIOSCIENCES INC,COGT,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
COHEN AND COMPANY,COHN,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
COLOR STAR TECHNOLOGY,CSCW,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
COMSOVEREIGN HOLDING,COMS,Telecommunications,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
COMSTOCK,CHCI,Real Estate,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
COMSTOCK MINING,LODE,Basic Materials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CORE MOLDING TECHN,CMT,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CPS TECHNOLOGIES,CPSH,Basic Materials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CREATD,CRTD,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CREXENDO,CXDO,Telecommunications,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CROWN ELECTROKINETICS,CRKN,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CUENTAS,CUEN,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CURIOSITYSTREAM INC (A),CURI,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CURIS INC,CRIS,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CVD EQUIPMENT CORP,CVV,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CYCLACEL PHARMA,CYCC,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
CYCLO THERAPEUTICS,CYTH,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
DARIOHEALTH,DRIO,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
DATA IO CORP,DAIO,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
DELCATH SYSTEMS,DCTH,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
DIGITAL ALLY INC,DGLY,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
DIXIE GROUP,DXYN,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
DOCUMENT SECURITY SYSTEM,DSS,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
DOLPHIN ENTERTAINMENT,DLPN,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
DUOS TECHNOLOGIES GROUP,DUOT,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
EAGLE PHARMACEUTICALS,EGRX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
EKSO BIONICS HOLDINGS,EKSO,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ELECTROCORE INC,ECOR,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ELEDON PHARMACEUTICALS,ELDN,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ELITE EDUCATION GROUP IN,EEIQ,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
EMAGIN CORP,EMAN,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ENDRA LIFE SCIENCES,NDRA,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ENGLOBAL CORP,ENG,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ENVERIC BIOSCIENCES INC,ENVB,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
EOS ENERGY (A),EOSE,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
EPIZYME INC,EPZM,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
EROS STX GLOBAL CORP,ESGC,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ESPERION THERAPEUTICS,ESPR,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ESPORTS TECHNOLOGIES,EBET,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
EVERQUOTE,EVER,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
EXELA TECHNOLOGIES,XELA,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
EXTRACTION OIL & GAS INC,XOGAQ,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
EYEPOINT PHARMACEUTICALS,EYPT,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FG FINANCIAL GROUP INC,FGF,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FINANCE OF AMERICAS COMP,FOA,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FINCH THERAPEUTICS GROUP,FNCH,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FIVE STAR BANCORP,FSBC,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FLANIGANS ENTERPRISES,BDL,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FLEXIBLE SOLUTIONS INTL,FSI,Basic Materials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FLEXSHOPPER,FPAY,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FLOTEK INDUSTRIES INC,FTK,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FLUX POWER HOLDINGS,FLUX,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FORIAN,FORA,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FORTE BIOSCIENCES INC,FBRX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FORUM ENERGY TECH,FET,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FRANKLIN STREET PPTYS CO,FSP,Real Estate,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FRANKLIN WIRELESS,FKWL,Telecommunications,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FREIGHTCAR AMERICA INC,RAIL,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FTC SOLAR,FTCI,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FTS INTERNATIONAL INC,FTSI,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
FUEL TECH INC,FTEK,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
G1 THERAPEUTICS,GTHX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GAIN THERAPEUTICS,GANX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GAMCO INVESTORS INC,GBL,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GAUCHO GROUP HOLDINGS IN,VINO,Real Estate,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GEMINI THERAPEUTICS INC,GMTX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GENIUS BRANDS INTL,GNUS,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GEO GROUP INC,GEO,Real Estate,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GEOVAX LABS,GOVX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GEVO INC,GEVO,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GLATFELTER CORPORATION,GLT,Basic Materials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GLEN BURNIE BANCORP,GLBZ,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GOLDEN NUGGET ON GAM (A),GNOG,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GOOD TIMES RESTAURANTS,GTIM,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GOSSAMER BIO,GOSS,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GREENBOX POS,GBOX,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GT Biopharma,GTBP,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GTT COMMUNICATIONS INC,GTT,Telecommunications,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
GUARDION HEALTH SCIENCES,GHSI,Consumer Staples,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HALLADOR ENERGY CO,HNRG,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HANCOCK JAFFE LABORATORI,HJLI,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HARBOR CUSTOM DEVELOPMEN,HCDI,Real Estate,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HEAT BIOLOGICS INC,HTBX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HELIUS MEDICAL TECHNOLOG,HSDT,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HELIX ENERGY SOLUTIONS,HLX,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HEPION PHARMA,HEPA,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HERITAGE GLOBAL,HGBL,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HIGHPEAK ENERGY INC (A),HPK,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HOF RSRT AND ENT COM (A),HOFV,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HOME POINT CAPITAL,HMPT,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HUDSON GLOBAL INC,HSON,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HUDSON TECHNOLOGIES INC,HDSN,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HUMANIGEN,HGEN,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HV BANCORP INC,HVBC,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
HYCROFT MINING (A),HYMC,Basic Materials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ICC HOLDINGS INC,ICCH,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
IDEAL POWER INC,IPWR,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
IDEANOMICS INC,IDEX,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
IFRESH INC,IFMK,Consumer Staples,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
IKENA ONCOLOGY,IKNA,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
IMAC HOLDINGS,IMAC,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
IMAGE SENSING SYS,ISNS,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
IMEDIA BRANDS INC,IMBI,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
IMPEL NEUROPHARMA,IMPL,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INDIA GLOBALIZATION CAP,IGC,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INHIBRX,INBX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INNODATA INC,INOD,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INNSUITES HOSPITALITY,IHT,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INPIXON,INPX,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INSEEGO CORP,INSG,Telecommunications,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INTERCEPT PHARMA INC,ICPT,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INTERFACE INC,TILE,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INTERLINK ELECTRONICS,LINK,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INTERSECT ENT INC,XENT,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INTRUSION,INTZ,Technology,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INVESCO MORTGAGE CAP,IVR,Financials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
INVO BIOSCIENCE,INVO,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
IRIDEX CORP,IRIX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ISUN INC,ISUN,Energy,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
ITEOS THERAPEUTICS,ITOS,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
IZEA WORLDWIDE INC,IZEA,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
JAGUAR ANIMAL HEALTH INC,JAGX,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
JAKKS PACIFIC INC,JAKK,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
JEWETT-CAMERON TRADING,JCTCF,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
JJILL INC,JILL,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
JOANN,JOAN,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
JUPITER WELLNESS,JUPW,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
KARAT PACKAGING,KRT,Industrials,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
KARYOPHARM THERAPEUTICS,KPTI,Health Care,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
KASPIEN HOLDINGS,KSPN,Consumer Discretionary,additions,rmicro,2021_20210605015015_russell_microcap_additions_-_2021.pdf
