company,symbol,sector,list_kind,index_kind,source_file
SCULPTOR CAPITAL MANAGEMENT INC (A),SCU,Financials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SEER,SEER,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SELECTQUOTE,SLQT,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SEMA4 HOLDINGS CORP (A),SMFR,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SEMLER SCIENTIFC,SMLR,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SERES THERAPEUTICS,MCRB,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SHAPEWAYS HOLDINGS INC,SHPW,Industrials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SHARECARE INC,SHCR,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SHATTUCK LABS,STTK,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SIGHT SCIENCES,SGHT,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SIGMATRON INTERNATIONAL,SGMA,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SILVERBACK THERAPEUTICS,SBTX,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SKILLSOFT CORP (A),SKIL,Industrials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SMARTRENT INC,SMRT,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SOLO BRANDS,DTC,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SONDER HOLDINGS INC,SOND,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SONO TEK CORP,SOTK,Industrials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SORRENTO THERAPEUTICS INC,SRNE,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SPIRE GLOBAL INC (A),SPIR,Industrials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SPLASH BEVERAGE GROUP,SBEV,Consumer Staples,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
STOKE THERAPEUTICS,STOK,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SUNLIGHT FINANCIAL HOLDINGS INC (A),SUNL,Financials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SUNOPTA INC.,STKL,Consumer Staples,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SUPERIOR DRILLING PRODUCTS,SDPI,Energy,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SURGEPAYS,SURG,Telecommunications,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SURROZEN INC (A),SRZN,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
SYNAPTOGENIX,SNPX,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
T STAMP,IDAI,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TABULA RASA HEALTHCARE,TRHC,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TACTILE SYSTEMS TECHNOLOGY,TCMD,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TALKSPACE INC (A),TALK,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TANGO THERAPEUTICS INC,TNGX,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TATTOOED CHEF INC (A),TTCF,Consumer Staples,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TELOS,TLS,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TENON MEDICAL INC,TNON,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TERAWULF INC,WULF,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TERRAN ORBITAL CORPORATION (A),LLAP,Industrials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
THE AARONS COMPANY,AAN,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
THE BEACHBODY COMPANY INC (A),BODY,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
THE ONCOLOGY INSTITUTE INC (A),TOI,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
THE REALREAL,REAL,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
THERAVANCE BIOPHARMA,TBPH,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
THREDUP,TDUP,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TILE SHOP HOLDINGS,TTSH,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TORRID HOLDINGS,CURV,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TPI COMPOSITES,TPIC,Energy,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TRAEGER,COOK,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
TRANSPHORM,TGAN,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
UPLAND SOFTWARE,UPLD,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
US ENERGY,USEG,Energy,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
VELO3D INC (A),VLD,Industrials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
VELODYNE LIDAR INC,VLDR,Industrials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
VERVE THERAPEUTICS,VERV,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
VIANT TECHNOLOGY,DSP,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
VICARIOUS SURGICAL INC (A),RBOT,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
VIEW INC (A),VIEW,Industrials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
VINTAGE WINE ESTATES,VWE,Consumer Staples,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
VOLTA INC (A),VLTA,Energy,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
VROOM,VRM,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
WABASH NATIONAL,WNC,Industrials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
WAVEDANCER,WAVD,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
WEJO GROUP LIMITED (A),WEJO,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
WHEELS UP EXPERIENCE INC,UP,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
WM TECHNOLOGY INC (A),MAPS,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
WW INTERNATIONAL INC,WW,Consumer Discretionary,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
XOS INC (A),XOS,Industrials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
YEXT,YEXT,Technology,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
Y-MABS THERAPEUTICS,YMAB,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
ZIMVIE,ZIMV,Health Care,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
ZIVO BIOSCIENCE,ZIVO,Consumer Staples,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
ZYMERGEN,ZY,Basic Materials,additions,rmicro,2022_20220625025227_rmicro_additions_20220624.pdf
23ANDME HOLDING CO,ME,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
5E ADVANCED MATERIALS INC,FEAM,Basic Materials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
AADI BIOSCIENCE INC,AADI,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ABCELLERA BIOLOGICS,ABCL,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ACM RESEARCH,ACMR,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ACNB CORP.,ACNB,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ACV AUCTIONS,ACVA,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ADMA BIOLOGICS INC,ADMA,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ADTHEORENT HOLDING COMPANY INC,ADTH,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
AEYE INC,LIDR,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
AFFIRM HOLDINGS,AFRM,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
AIRBNB,ABNB,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ALICO INC,ALCO,Consumer Staples,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ALIGHT INC (A),ALIT,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ALLBIRDS,BIRD,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ALPHA METALLURGICAL RESOURCES INC,AMR,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ALTUS POWER INC (A),AMPS,Utilities,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
AMER RLTY INV,ARL,Real Estate,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
AMPLIFY ENERGY,AMPY,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
AMPLITUDE INC,AMPL,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
AN2 THERAPEUTICS,ANTX,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
APPLIED BLOCKCHAIN,APLD,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
APPLOVIN,APP,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ARCHAEA ENERGY INC (A),LFG,Utilities,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ARCHER AVIATION INC (A),ACHR,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ARDMORE SHIPPING,ASC,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ARENA GROUP HOLDINGS,AREN,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ASTRA SPACE INC,ASTR,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ATI PHYSICAL THERAPY INC (A),ATIP,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
AURINIA PHARMACEUTICALS NASDAQ,AUPH,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
AVEPOINT INC (A),AVPT,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BABYLON HOLDINGS LTD (A),BBLN,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BAKKT HOLDINGS INC (A),BKKT,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BANKWELL FINANCIAL GROUP,BWFG,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BARK INC (A),BARK,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BATTALION OIL CORPORATION,BATL,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BAYCOM,BCML,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BCB BANCORP INC.,BCBP,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BENSON HILL INC,BHIL,Consumer Staples,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BERKSHIRE GREY INC (A),BGRY,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BIRD GLOBAL INC (A),BRDS,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BLADE AIR MOBILITY INC (A),BLDE,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BLEND LABS,BLND,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BLUE OWL CAPITAL,OWL,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BLUEROCK RESIDENTIAL GROWTH REIT,BRG,Real Estate,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BORR DRILLING,BORR,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BOWLERO CORP (A),BOWL,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BOXED INC (A),BOXD,Consumer Staples,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BRC INC (A),BRCC,Consumer Staples,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BROOKFIELD BUSINESS CORPORATION,BBUC,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BUILD-A-BEAR WORKSHOP,BBW,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
BUMBLE,BMBL,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CANO HEALTH INC (A),CANO,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CAREMAX INC (A),CMAX,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CBL & ASSOCIATES PROPERTIES,CBL,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CCC INTELLIGENT SOLUTIONS HOLDINGS INC (,CCCS,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CEDAR REALTY TRUST,CDR,Real Estate,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CELULARITY INC (A),CELU,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CENNTRO ELECTRIC GROUP,CENN,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CEPTON INC (A),CPTN,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CERBERUS CYBER SENTINEL,CISO,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CHARGE ENTERPRISES,CRGE,Telecommunications,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CIPHER MINING INC,CIFR,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CLAROS MORTGAGE TRUST,CMTG,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CLEAR SECURE INC,YOU,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CLOVER HEALTH INVESTMENTS CORP (A),CLOV,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
COINBASE GLOBAL,COIN,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
COLONY BANKCORP,CBAN,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
COMPASS,COMP,Real Estate,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
COMPASS DIVERSIFIED,CODI,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
COMPOSECURE INC (A),CMPO,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CONFLUENT,CFLT,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CONSUMER PORTFOLIO,CPSS,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CONTEXTLOGIC INC,WISH,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CORE SCIENTIFIC INC,CORZ,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CTI BIOPHARMA,CTIC,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CUMULUS MEDIA,CMLS,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CVENT HOLDING CORP (A),CVT,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CYBEROPTICS CP,CYBE,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
CYXTERA TECHNOLOGIES INC (A),CYXT,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
DAKOTA GOLD CORP,DC,Basic Materials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
DESTINATION XL GROUP,DXLG,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
DHI GROUP,DHX,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
DIAMOND OFFSHORE DRILLING,DO,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
DOCGO INC,DCGO,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
DOMA HOLDINGS INC (A),DOMA,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
DOXIMITY,DOCS,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
DREAM FINDERS HOMES,DFH,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
DUOLINGO,DUOL,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
EMPIRE PETROLEUM CORP.,EP,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ENERGY VAULT HOLDINGS INC (A),NRGV,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ENETI INC,NETI,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ENOCHIAN BIOSCIENCES,ENOB,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ENOVIX CORP,ENVX,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ENVIVA INC,EVA,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
EQRX INC (A),EQRX,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ERMENEGILDO ZENGA N V (A),ZGN,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ESQUIRE FINANCIAL HOLDINGS,ESQ,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
ESS TECH INC (A),GWH,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
EVGO INC (A),EVGO,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
EVOLV TECHNOLOGIES HOLDINGS INC (A),EVLV,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
EXCELERATE ENERGY,EE,Utilities,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
EXPRESS,EXPR,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
FARADAY FUTURE INTELLIGENT ELECTRIC INC,FFIE,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
FARMERS & MERCHANTS BANCORP INC.,FMAO,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
FATHOM DIGITAL MANUFACTURING CORP (A),FATH,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
FIRST BUSINESS FINANCIAL SERVICES,FBIZ,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
FIRST GUARANTY BANCSHARES,FGBI,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
FIRST WESTERN FINANCIAL,MYFW,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
FLEX LNG LIMITED,FLNG,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
FOCUS UNIVERSAL,FCUV,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
FRONTIER COMMUNICATIONS PARENT INC,FYBR,Telecommunications,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
FVCBANKCORP,FVCB,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
GAMBLING.COM GROUP,GAMB,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
GELESIS HOLDING INC (A),GLS,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
GINKGO BIOWORKS HOLDINGS INC (A),DNA,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
GOLDEN OCEAN GROUP LIMITED,GOGL,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
GREENE COUNTY,GCBC,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
GREENIDGE GENERATION HOLDINGS INC,GREE,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
GREENLIGHT BIOSCIENCES HOLDINGS (A),GRNA,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
GULFPORT ENERGY CORP,GPOR,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HELIOGEN INC (A),HLGN,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HERTZ GLOBAL HOLDINGS,HTZ,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HILLEVAX,HLVX,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HILLMAN SOLUTIONS CORP (A),HLMN,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HIMS AND HERS HEALTH INC (A),HIMS,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HIPPO HOLDINGS INC (A),HIPO,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HOLLEY INC (A),HLLY,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HUDSON TECH INC,HDSN,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HUMACYTE INC (A),HUMA,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HYCROFT MINING HOLDING CORP (A),HYMC,Basic Materials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
HYZON MOTORS INC (A),HYZN,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
INDIE SEMICONDUCTOR INC (A),INDI,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
INFORMATION SERVICES GROUP INC.,III,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
INNOVID CORP (A),CTV,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
INSPIRATO INCORPORATED (A),ISPO,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
INSPIRED ENTERTAINMENT,INSE,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
INVENTRUST PROPERTIES,IVT,Real Estate,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
IONQ INC (A),IONQ,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
IRONNET INC (A),IRNT,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
JACKSON FINANCIAL,JXN,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
JANUS INTERNATIONAL GROUP (A),JBI,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
JOBY AVIATION INC,JOBY,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
JOHN MARSHALL BANCORP INC,JMSB,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
KALEYRA,KLR,Telecommunications,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
KNOWBE4,KNBE,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
KORE GROUP HOLDINGS INC (A),KORE,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LATCH INC (A),LTCH,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LEAFLY HOLDINGS INC,LFLY,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LI CYCLE HOLDINGS CORP (A),LICY,Utilities,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LIGHTNING EMOTORS INC,ZEV,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LIGHTWAVE LOGIC,LWLG,Telecommunications,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LINDE PLC,LIN,Basic Materials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LIQUIDIA CORPORATION,LQDA,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LIVEVOX HOLDINGS INC (A),LVOX,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LOCAL BOUNTI CORPORATION (A),LOCL,Consumer Staples,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LSB INDUSTRIES,LXU,Basic Materials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LUCID GROUP INC (A),LCID,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
LUMINAR TECHNOLOGIES INC (A),LAZR,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MANNING & NAPIER,MN,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MARKETWISE INC (A),MKTW,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MARKFORGED HOLDING CORPORATION (A),MKFG,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MARQETA,MQ,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MATTERPORT INC (A),MTTR,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MICROVAST HOLDINGS INC,MVST,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MIRION TECHNOLOGIES INC,MIR,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MOMENTUS INC (A),MNTS,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MONEYLION INC (A),ML,Industrials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MONTAUK RENEWABLES,MNTK,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
MULLEN AUTOMOTIVE INC,MULN,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
NACCO INDS INC,NC,Energy,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
NANO X IMAGING,NNOX,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
NAUTILUS BIOTECHNOLOGY INC,NAUT,Health Care,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
NERDWALLET,NRDS,Technology,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
NERDY INC (A),NRDY,Consumer Discretionary,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
NEXPOINT REAL ESTATE FINANCE,NREF,Financials,additions,r3000,2022_20220627135943_ru3000_additions_20220624.pdf
