year,ticker,company,sector,preliminary_posted,effective_date,final_is_exact
2021,TA,TRAVELCENTERS OF AMERICA INC,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,TMCI,TREACE MEDICAL CONCEPTS,Health Care,2021-06-04,2021-06-25,True
2021,TRVN,TREVENA,Health Care,2021-06-04,2021-06-25,True
2021,TRIL,TRILLIUM THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,TSP,TUSIMPLE HOLDINGS,Industrials,2021-06-04,2021-06-25,True
2021,URG,UR-ENERGY INC.,Basic Materials,2021-06-04,2021-06-25,True
2021,UTZ,UTZ BRANDS INC (A),Consumer Staples,2021-06-04,2021-06-25,True
2021,UWMC,UWM HOLDINGS CORPORATION (A),Financials,2021-06-04,2021-06-25,True
2021,VHI,VALHI INC,Basic Materials,2021-06-04,2021-06-25,True
2021,VEL,VELOCITY FINANCIAL INC,Financials,2021-06-04,2021-06-25,True
2021,VLDR,VELODYNE LIDAR INC,Industrials,2021-06-04,2021-06-25,True
2021,VIEW,VIEW INC (A),Industrials,2021-06-04,2021-06-25,True
2021,VINC,VINCERX INC,Health Care,2021-06-04,2021-06-25,True
2021,VEI,VINE ENERGY,Energy,2021-06-04,2021-06-25,True
2021,VIRX,VIRACTA THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,True
2021,VTGN,VISTAGEN THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,VUZI,VUZIX CORP,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,HOWL,WEREWOLF THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,FREE,WHOLE EARTH BRANDS INC (A),Consumer Staples,2021-06-04,2021-06-25,True
2021,WIX,WIX.COM,Technology,2021-06-04,2021-06-25,True
2021,XL,XL FLEET CORP (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,YELL,YELLOW CORPORATION,Industrials,2021-06-04,2021-06-25,True
2021,ZY,ZYMERGEN,Basic Materials,2021-06-04,2021-06-25,True
2022,ME,23ANDME HOLDING CO,Health Care,2022-06-03,2022-06-24,True
2022,FEAM,5E ADVANCED MATERIALS INC,Basic Materials,2022-06-03,2022-06-24,True
2022,AADI,AADI BIOSCIENCE INC,Health Care,2022-06-03,2022-06-24,True
2022,ABCL,ABCELLERA BIOLOGICS,Health Care,2022-06-03,2022-06-24,True
2022,ACMR,ACM RESEARCH,Technology,2022-06-03,2022-06-24,True
2022,ACNB,ACNB CORP.,Financials,2022-06-03,2022-06-24,True
2022,ACVA,ACV AUCTIONS,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,ADMA,ADMA BIOLOGICS INC,Health Care,2022-06-03,2022-06-24,True
2022,ADTH,ADTHEORENT HOLDING COMPANY INC,Technology,2022-06-03,2022-06-24,True
2022,LIDR,AEYE INC,Industrials,2022-06-03,2022-06-24,True
2022,AFRM,AFFIRM HOLDINGS,Industrials,2022-06-03,2022-06-24,True
2022,ABNB,AIRBNB,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,ALCO,ALICO INC,Consumer Staples,2022-06-03,2022-06-24,True
2022,ALIT,ALIGHT INC (A),Industrials,2022-06-03,2022-06-24,True
2022,BIRD,ALLBIRDS,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,AMR,ALPHA METALLURGICAL RESOURCES INC,Energy,2022-06-03,2022-06-24,True
2022,AMPS,ALTUS POWER INC (A),Utilities,2022-06-03,2022-06-24,True
2022,ARL,AMER RLTY INV,Real Estate,2022-06-03,2022-06-24,True
2022,AMPY,AMPLIFY ENERGY,Energy,2022-06-03,2022-06-24,True
2022,AMPL,AMPLITUDE INC,Technology,2022-06-03,2022-06-24,True
2022,ANTX,AN2 THERAPEUTICS,Health Care,2022-06-03,2022-06-24,True
2022,APLD,APPLIED BLOCKCHAIN,Technology,2022-06-03,2022-06-24,True
2022,APP,APPLOVIN,Technology,2022-06-03,2022-06-24,True
2022,LFG,ARCHAEA ENERGY INC (A),Utilities,2022-06-03,2022-06-24,True
2022,ACHR,ARCHER AVIATION INC (A),Industrials,2022-06-03,2022-06-24,True
2022,ASC,ARDMORE SHIPPING,Industrials,2022-06-03,2022-06-24,True
2022,AREN,ARENA GROUP HOLDINGS,Technology,2022-06-03,2022-06-24,True
2022,ASTR,ASTRA SPACE INC,Industrials,2022-06-03,2022-06-24,True
2022,ATIP,ATI PHYSICAL THERAPY INC (A),Health Care,2022-06-03,2022-06-24,True
2022,AUPH,AURINIA PHARMACEUTICALS NASDAQ,Health Care,2022-06-03,2022-06-24,True
2022,AVPT,AVEPOINT INC (A),Technology,2022-06-03,2022-06-24,True
2022,BBLN,BABYLON HOLDINGS LTD (A),Health Care,2022-06-03,2022-06-24,True
2022,BKKT,BAKKT HOLDINGS INC (A),Financials,2022-06-03,2022-06-24,True
2022,BWFG,BANKWELL FINANCIAL GROUP,Financials,2022-06-03,2022-06-24,True
2022,BARK,BARK INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,BATL,BATTALION OIL CORPORATION,Energy,2022-06-03,2022-06-24,True
2022,BCML,BAYCOM,Financials,2022-06-03,2022-06-24,True
2022,BCBP,BCB BANCORP INC.,Financials,2022-06-03,2022-06-24,True
2022,BHIL,BENSON HILL INC,Consumer Staples,2022-06-03,2022-06-24,True
2022,BGRY,BERKSHIRE GREY INC (A),Industrials,2022-06-03,2022-06-24,True
2022,BRDS,BIRD GLOBAL INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,BLDE,BLADE AIR MOBILITY INC (A),Industrials,2022-06-03,2022-06-24,True
2022,BLND,BLEND LABS,Technology,2022-06-03,2022-06-24,True
2022,OWL,BLUE OWL CAPITAL,Financials,2022-06-03,2022-06-24,True
2022,BRG,BLUEROCK RESIDENTIAL GROWTH REIT,Real Estate,2022-06-03,2022-06-24,True
2022,BORR,BORR DRILLING,Energy,2022-06-03,2022-06-24,True
2022,BOWL,BOWLERO CORP (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,BOXD,BOXED INC (A),Consumer Staples,2022-06-03,2022-06-24,True
2022,BRCC,BRC INC (A),Consumer Staples,2022-06-03,2022-06-24,True
2022,BBUC,BROOKFIELD BUSINESS CORPORATION,Financials,2022-06-03,2022-06-24,True
2022,BBW,BUILD-A-BEAR WORKSHOP,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,BMBL,BUMBLE,Technology,2022-06-03,2022-06-24,True
2022,CANO,CANO HEALTH INC (A),Health Care,2022-06-03,2022-06-24,True
2022,CMAX,CAREMAX INC (A),Health Care,2022-06-03,2022-06-24,True
2022,CBL,CBL & ASSOCIATES PROPERTIES,Financials,2022-06-03,2022-06-24,True
2022,CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS INC (,Technology,2022-06-03,2022-06-24,True
2022,CDR,CEDAR REALTY TRUST,Real Estate,2022-06-03,2022-06-24,True
2022,CELU,CELULARITY INC (A),Health Care,2022-06-03,2022-06-24,True
2022,CENN,CENNTRO ELECTRIC GROUP,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,CPTN,CEPTON INC (A),Industrials,2022-06-03,2022-06-24,True
2022,CISO,CERBERUS CYBER SENTINEL,Industrials,2022-06-03,2022-06-24,True
2022,CRGE,CHARGE ENTERPRISES,Telecommunications,2022-06-03,2022-06-24,True
2022,CIFR,CIPHER MINING INC,Technology,2022-06-03,2022-06-24,True
2022,CMTG,CLAROS MORTGAGE TRUST,Financials,2022-06-03,2022-06-24,True
2022,YOU,CLEAR SECURE INC,Technology,2022-06-03,2022-06-24,True
2022,CLOV,CLOVER HEALTH INVESTMENTS CORP (A),Health Care,2022-06-03,2022-06-24,True
2022,COIN,COINBASE GLOBAL,Financials,2022-06-03,2022-06-24,True
2022,CBAN,COLONY BANKCORP,Financials,2022-06-03,2022-06-24,True
2022,COMP,COMPASS,Real Estate,2022-06-03,2022-06-24,True
2022,CODI,COMPASS DIVERSIFIED,Financials,2022-06-03,2022-06-24,True
2022,CMPO,COMPOSECURE INC (A),Industrials,2022-06-03,2022-06-24,True
2022,CFLT,CONFLUENT,Technology,2022-06-03,2022-06-24,True
2022,CPSS,CONSUMER PORTFOLIO,Financials,2022-06-03,2022-06-24,True
2022,WISH,CONTEXTLOGIC INC,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,CORZ,CORE SCIENTIFIC INC,Technology,2022-06-03,2022-06-24,True
2022,CTIC,CTI BIOPHARMA,Health Care,2022-06-03,2022-06-24,True
2022,CMLS,CUMULUS MEDIA,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,CVT,CVENT HOLDING CORP (A),Technology,2022-06-03,2022-06-24,True
2022,CYBE,CYBEROPTICS CP,Technology,2022-06-03,2022-06-24,True
2022,CYXT,CYXTERA TECHNOLOGIES INC (A),Technology,2022-06-03,2022-06-24,True
2022,DC,DAKOTA GOLD CORP,Basic Materials,2022-06-03,2022-06-24,True
2022,DXLG,DESTINATION XL GROUP,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,DHX,DHI GROUP,Industrials,2022-06-03,2022-06-24,True
2022,DO,DIAMOND OFFSHORE DRILLING,Energy,2022-06-03,2022-06-24,True
2022,DCGO,DOCGO INC,Health Care,2022-06-03,2022-06-24,True
2022,DOMA,DOMA HOLDINGS INC (A),Financials,2022-06-03,2022-06-24,True
2022,DOCS,DOXIMITY,Health Care,2022-06-03,2022-06-24,True
2022,DFH,DREAM FINDERS HOMES,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,DUOL,DUOLINGO,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,EP,EMPIRE PETROLEUM CORP.,Energy,2022-06-03,2022-06-24,True
2022,NRGV,ENERGY VAULT HOLDINGS INC (A),Energy,2022-06-03,2022-06-24,True
2022,NETI,ENETI INC,Industrials,2022-06-03,2022-06-24,True
2022,ENOB,ENOCHIAN BIOSCIENCES,Health Care,2022-06-03,2022-06-24,True
2022,ENVX,ENOVIX CORP,Industrials,2022-06-03,2022-06-24,True
2022,EVA,ENVIVA INC,Energy,2022-06-03,2022-06-24,True
2022,EQRX,EQRX INC (A),Health Care,2022-06-03,2022-06-24,True
2022,ZGN,ERMENEGILDO ZENGA N V (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,ESQ,ESQUIRE FINANCIAL HOLDINGS,Financials,2022-06-03,2022-06-24,True
2022,GWH,ESS TECH INC (A),Energy,2022-06-03,2022-06-24,True
2022,EVGO,EVGO INC (A),Energy,2022-06-03,2022-06-24,True
2022,EVLV,EVOLV TECHNOLOGIES HOLDINGS INC (A),Industrials,2022-06-03,2022-06-24,True
2022,EE,EXCELERATE ENERGY,Utilities,2022-06-03,2022-06-24,True
2022,EXPR,EXPRESS,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,FFIE,FARADAY FUTURE INTELLIGENT ELECTRIC INC,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,FMAO,FARMERS & MERCHANTS BANCORP INC.,Financials,2022-06-03,2022-06-24,True
2022,FATH,FATHOM DIGITAL MANUFACTURING CORP (A),Industrials,2022-06-03,2022-06-24,True
2022,FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials,2022-06-03,2022-06-24,True
2022,FGBI,FIRST GUARANTY BANCSHARES,Financials,2022-06-03,2022-06-24,True
2022,MYFW,FIRST WESTERN FINANCIAL,Financials,2022-06-03,2022-06-24,True
2022,FLNG,FLEX LNG LIMITED,Industrials,2022-06-03,2022-06-24,True
2022,FCUV,FOCUS UNIVERSAL,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,FYBR,FRONTIER COMMUNICATIONS PARENT INC,Telecommunications,2022-06-03,2022-06-24,True
2022,FVCB,FVCBANKCORP,Financials,2022-06-03,2022-06-24,True
2022,GAMB,GAMBLING.COM GROUP,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,GLS,GELESIS HOLDING INC (A),Health Care,2022-06-03,2022-06-24,True
2022,DNA,GINKGO BIOWORKS HOLDINGS INC (A),Health Care,2022-06-03,2022-06-24,True
2022,GOGL,GOLDEN OCEAN GROUP LIMITED,Industrials,2022-06-03,2022-06-24,True
2022,GCBC,GREENE COUNTY,Financials,2022-06-03,2022-06-24,True
2022,GREE,GREENIDGE GENERATION HOLDINGS INC,Technology,2022-06-03,2022-06-24,True
2022,GRNA,GREENLIGHT BIOSCIENCES HOLDINGS (A),Health Care,2022-06-03,2022-06-24,True
2022,GPOR,GULFPORT ENERGY CORP,Energy,2022-06-03,2022-06-24,True
2022,HLGN,HELIOGEN INC (A),Energy,2022-06-03,2022-06-24,True
2022,HTZ,HERTZ GLOBAL HOLDINGS,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,HLVX,HILLEVAX,Health Care,2022-06-03,2022-06-24,True
2022,HLMN,HILLMAN SOLUTIONS CORP (A),Industrials,2022-06-03,2022-06-24,True
2022,HIMS,HIMS AND HERS HEALTH INC (A),Health Care,2022-06-03,2022-06-24,True
2022,HIPO,HIPPO HOLDINGS INC (A),Financials,2022-06-03,2022-06-24,True
2022,HLLY,HOLLEY INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,HDSN,HUDSON TECH INC,Industrials,2022-06-03,2022-06-24,True
2022,HUMA,HUMACYTE INC (A),Health Care,2022-06-03,2022-06-24,True
2022,HYMC,HYCROFT MINING HOLDING CORP (A),Basic Materials,2022-06-03,2022-06-24,True
2022,HYZN,HYZON MOTORS INC (A),Industrials,2022-06-03,2022-06-24,True
2022,INDI,INDIE SEMICONDUCTOR INC (A),Technology,2022-06-03,2022-06-24,True
2022,III,INFORMATION SERVICES GROUP INC.,Industrials,2022-06-03,2022-06-24,True
2022,CTV,INNOVID CORP (A),Technology,2022-06-03,2022-06-24,True
2022,ISPO,INSPIRATO INCORPORATED (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,INSE,INSPIRED ENTERTAINMENT,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,IVT,INVENTRUST PROPERTIES,Real Estate,2022-06-03,2022-06-24,True
2022,IONQ,IONQ INC (A),Technology,2022-06-03,2022-06-24,True
2022,IRNT,IRONNET INC (A),Technology,2022-06-03,2022-06-24,True
2022,JXN,JACKSON FINANCIAL,Financials,2022-06-03,2022-06-24,True
2022,JBI,JANUS INTERNATIONAL GROUP (A),Industrials,2022-06-03,2022-06-24,True
2022,JOBY,JOBY AVIATION INC,Industrials,2022-06-03,2022-06-24,True
2022,JMSB,JOHN MARSHALL BANCORP INC,Financials,2022-06-03,2022-06-24,True
2022,KLR,KALEYRA,Telecommunications,2022-06-03,2022-06-24,True
2022,KNBE,KNOWBE4,Technology,2022-06-03,2022-06-24,True
2022,KORE,KORE GROUP HOLDINGS INC (A),Technology,2022-06-03,2022-06-24,True
2022,LTCH,LATCH INC (A),Industrials,2022-06-03,2022-06-24,True
2022,LFLY,LEAFLY HOLDINGS INC,Technology,2022-06-03,2022-06-24,True
2022,LICY,LI CYCLE HOLDINGS CORP (A),Utilities,2022-06-03,2022-06-24,True
2022,ZEV,LIGHTNING EMOTORS INC,Industrials,2022-06-03,2022-06-24,True
2022,LWLG,LIGHTWAVE LOGIC,Telecommunications,2022-06-03,2022-06-24,True
2022,LIN,LINDE PLC,Basic Materials,2022-06-03,2022-06-24,True
2022,LQDA,LIQUIDIA CORPORATION,Health Care,2022-06-03,2022-06-24,True
2022,LVOX,LIVEVOX HOLDINGS INC (A),Technology,2022-06-03,2022-06-24,True
2022,LOCL,LOCAL BOUNTI CORPORATION (A),Consumer Staples,2022-06-03,2022-06-24,True
2022,LXU,LSB INDUSTRIES,Basic Materials,2022-06-03,2022-06-24,True
2022,LCID,LUCID GROUP INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,LAZR,LUMINAR TECHNOLOGIES INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,MN,MANNING & NAPIER,Financials,2022-06-03,2022-06-24,True
2022,MKTW,MARKETWISE INC (A),Financials,2022-06-03,2022-06-24,True
2022,MKFG,MARKFORGED HOLDING CORPORATION (A),Industrials,2022-06-03,2022-06-24,True
2022,MQ,MARQETA,Industrials,2022-06-03,2022-06-24,True
2022,MTTR,MATTERPORT INC (A),Technology,2022-06-03,2022-06-24,True
2022,MVST,MICROVAST HOLDINGS INC,Industrials,2022-06-03,2022-06-24,True
2022,MIR,MIRION TECHNOLOGIES INC,Industrials,2022-06-03,2022-06-24,True
2022,MNTS,MOMENTUS INC (A),Industrials,2022-06-03,2022-06-24,True
2022,ML,MONEYLION INC (A),Industrials,2022-06-03,2022-06-24,True
2022,MNTK,MONTAUK RENEWABLES,Energy,2022-06-03,2022-06-24,True
2022,MULN,MULLEN AUTOMOTIVE INC,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,NC,NACCO INDS INC,Energy,2022-06-03,2022-06-24,True
2022,NNOX,NANO X IMAGING,Health Care,2022-06-03,2022-06-24,True
2022,NAUT,NAUTILUS BIOTECHNOLOGY INC,Health Care,2022-06-03,2022-06-24,True
2022,NRDS,NERDWALLET,Technology,2022-06-03,2022-06-24,True
2022,NRDY,NERDY INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,NREF,NEXPOINT REAL ESTATE FINANCE,Financials,2022-06-03,2022-06-24,True
2022,NEXT,NEXTDECADE,Energy,2022-06-03,2022-06-24,True
2022,NN,NEXTNAV INC (A),Technology,2022-06-03,2022-06-24,True
2022,NE,NOBLE,Energy,2022-06-03,2022-06-24,True
2022,NBN,NORTHEAST BANK,Financials,2022-06-03,2022-06-24,True
2022,SMR,NUSCALE POWER CORPORATION (A),Utilities,2022-06-03,2022-06-24,True
2022,NUTX,NUTEX HEALTH,Technology,2022-06-03,2022-06-24,True
2022,OPAD,OFFERPAD SOLUTIONS INC (A),Real Estate,2022-06-03,2022-06-24,True
2022,OLO,OLO,Technology,2022-06-03,2022-06-24,True
2022,ONDS,ONDAS HOLDINGS,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,OPFI,OPPFI INC,Financials,2022-06-03,2022-06-24,True
2022,ORGN,ORIGIN MATERIALS INC (A),Basic Materials,2022-06-03,2022-06-24,True
2022,OSCR,OSCAR HEALTH,Financials,2022-06-03,2022-06-24,True
2022,OWLT,OWLET INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,PIII,P3 HEALTH PARTNERS INC (A),Health Care,2022-06-03,2022-06-24,True
2022,PRDS,PARDES BIOSCIENCES INC (A),Health Care,2022-06-03,2022-06-24,True
2022,PKBK,PARKE BANCORP,Financials,2022-06-03,2022-06-24,True
2022,PAYO,PAYONEER GLOBAL INC (A),Industrials,2022-06-03,2022-06-24,True
2022,PCB,PCB BANCORP,Financials,2022-06-03,2022-06-24,True
2022,PEPG,PEPGEN INC,Health Care,2022-06-03,2022-06-24,True
2022,PWP,PERELLA WEINBERG PARTNERS,Financials,2022-06-03,2022-06-24,True
2022,PRM,PERIMETER SOLUTIONS SA,Basic Materials,2022-06-03,2022-06-24,True
2022,PFSW,PFSWEB INC,Industrials,2022-06-03,2022-06-24,True
2022,PLL,PIEDMONT LITHIUM,Basic Materials,2022-06-03,2022-06-24,True
2022,PL,PLANET LABS PBC (A),Technology,2022-06-03,2022-06-24,True
2022,MYPS,PLAYSTUDIOS INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,PNT,POINT BIOPHARMA GLOBAL INC,Health Care,2022-06-03,2022-06-24,True
2022,POSH,POSHMARK,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,PFHD,PROFESSIONAL HOLDING,Financials,2022-06-03,2022-06-24,True
2022,PTRA,PROTERRA INC (A),Industrials,2022-06-03,2022-06-24,True
2022,PUBM,PUBMATIC,Technology,2022-06-03,2022-06-24,True
2022,QUAD,QUAD/GRAPHICS INC.,Industrials,2022-06-03,2022-06-24,True
2022,QSI,QUANTUM SI INC (A),Health Care,2022-06-03,2022-06-24,True
2022,METC,RAMACO RESOURCES,Energy,2022-06-03,2022-06-24,True
2022,RDVT,RED VIOLET,Technology,2022-06-03,2022-06-24,True
2022,RDBX,REDBOX ENTERTAINMENT INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,RDW,REDWIRE CORP,Industrials,2022-06-03,2022-06-24,True
2022,RSVR,RESERVOIR MEDIA INC,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,RFP,RESOLUTE FOREST PRODUCTS,Basic Materials,2022-06-03,2022-06-24,True
2022,RGTI,RIGETTI COMPUTING INC (A),Financials,2022-06-03,2022-06-24,True
2022,REI,RING ENERGY INC,Energy,2022-06-03,2022-06-24,True
2022,HOOD,ROBINHOOD MARKETS,Financials,2022-06-03,2022-06-24,True
2022,RBLX,ROBLOX,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,RKLB,ROCKET LAB USA INC (A),Industrials,2022-06-03,2022-06-24,True
2022,RKLY,ROCKLEY PHOTONICS HOLDINGS LIMITED (A),Technology,2022-06-03,2022-06-24,True
2022,ROOT,ROOT,Financials,2022-06-03,2022-06-24,True
2022,ROVR,ROVER GROUP INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,RMBL,RUMBLEON INC,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,RYAN,RYAN SPECIALTY HOLDINGS INC (A),Financials,2022-06-03,2022-06-24,True
2022,SD,SANDRIDGE ENERGY,Energy,2022-06-03,2022-06-24,True
2022,STRC,SARCOS TECHNOLOGY AND ROBOTICS CORP (A),Industrials,2022-06-03,2022-06-24,True
2022,SNCE,SCIENCE 37 HOLDINGS INC,Health Care,2022-06-03,2022-06-24,True
2022,SMFR,SEMA4 HOLDINGS CORP (A),Health Care,2022-06-03,2022-06-24,True
2022,S,SENTINELONE,Technology,2022-06-03,2022-06-24,True
2022,SHCR,SHARECARE INC,Health Care,2022-06-03,2022-06-24,True
2022,SHBI,SHORE BANCSHARES INC,Financials,2022-06-03,2022-06-24,True
2022,SRRA,SIERRA ONCOLOGY,Health Care,2022-06-03,2022-06-24,True
2022,SBOW,SILVERBOW RESOURCES,Energy,2022-06-03,2022-06-24,True
2022,SAMG,SILVERCREST ASSET MANAGEMENT GROUP INC,Financials,2022-06-03,2022-06-24,True
2022,SKIL,SKILLSOFT CORP (A),Industrials,2022-06-03,2022-06-24,True
2022,SMRT,SMARTRENT INC,Technology,2022-06-03,2022-06-24,True
2022,SOFI,SOFI TECHNOLOGIES INC,Financials,2022-06-03,2022-06-24,True
2022,SLDP,SOLID POWER INC (A),Energy,2022-06-03,2022-06-24,True
2022,SLGC,SOMALOGIC INC (A),Health Care,2022-06-03,2022-06-24,True
2022,SOND,SONDER HOLDINGS INC,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,SPIR,SPIRE GLOBAL INC (A),Industrials,2022-06-03,2022-06-24,True
2022,SQSP,SQUARESPACE,Technology,2022-06-03,2022-06-24,True
2022,SSRM,SSR MINING,Basic Materials,2022-06-03,2022-06-24,True
2022,STRY,STARRY GROUP HOLDINGS INC (A),Telecommunications,2022-06-03,2022-06-24,True
2022,SBT,STERLING BANCORP INC,Financials,2022-06-03,2022-06-24,True
2022,STRS,STRATUS PROPERTIES INC,Real Estate,2022-06-03,2022-06-24,True
2022,SUNL,SUNLIGHT FINANCIAL HOLDINGS INC (A),Financials,2022-06-03,2022-06-24,True
2022,STKL,SUNOPTA INC.,Consumer Staples,2022-06-03,2022-06-24,True
2022,SWKH,SWK HOLDINGS,Financials,2022-06-03,2022-06-24,True
2022,TNGX,TANGO THERAPEUTICS INC,Health Care,2022-06-03,2022-06-24,True
2022,TNON,TENON MEDICAL INC,Health Care,2022-06-03,2022-06-24,True
2022,WULF,TERAWULF INC,Technology,2022-06-03,2022-06-24,True
2022,LLAP,TERRAN ORBITAL CORPORATION (A),Industrials,2022-06-03,2022-06-24,True
2022,BODY,THE BEACHBODY COMPANY INC (A),Technology,2022-06-03,2022-06-24,True
2022,TOI,THE ONCOLOGY INSTITUTE INC (A),Health Care,2022-06-03,2022-06-24,True
2022,TDUP,THREDUP,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,TTSH,TILE SHOP HOLDINGS,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,TOST,TOAST,Technology,2022-06-03,2022-06-24,True
2022,TCI,TRANSCONTINENTAL REALTY INVESTORS INC,Real Estate,2022-06-03,2022-06-24,True
2022,TGAN,TRANSPHORM,Technology,2022-06-03,2022-06-24,True
2022,TCDA,TRICIDA,Health Care,2022-06-03,2022-06-24,True
2022,PATH,UIPATH,Technology,2022-06-03,2022-06-24,True
2022,UNTY,UNITY BANCORP,Financials,2022-06-03,2022-06-24,True
2022,UTI,UNIVERSAL TECHNICAL INSTITUTE,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,UONE,URBAN ONE,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,UONEK,URBAN ONE INC CL D,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,USCB,USCB FINANCIAL HOLDINGS INC (A),Financials,2022-06-03,2022-06-24,True
2022,EGY,VAALCO ENERGY,Energy,2022-06-03,2022-06-24,True
2022,VCSA,VACASA INC (A),Consumer Discretionary,2022-06-03,2022-06-24,True
2022,VAL,VALARIS,Energy,2022-06-03,2022-06-24,True
2022,VLD,VELO3D INC (A),Industrials,2022-06-03,2022-06-24,True
2022,VTNR,VERTEX ENERGY INC.,Utilities,2022-06-03,2022-06-24,True
2022,RBOT,VICARIOUS SURGICAL INC (A),Health Care,2022-06-03,2022-06-24,True
2022,VCTR,VICTORY CAPITAL HOLDINGS CLASS A,Financials,2022-06-03,2022-06-24,True
2022,BBIG,VINCO VENTURES INC,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,VWE,VINTAGE WINE ESTATES,Consumer Staples,2022-06-03,2022-06-24,True
2022,VRDN,VIRIDIAN THERAPEUTICS INC,Health Care,2022-06-03,2022-06-24,True
2022,SEAT,VIVID SEATS INC (A),Technology,2022-06-03,2022-06-24,True
2022,VZIO,VIZIO HOLDING,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,VLTA,VOLTA INC (A),Energy,2022-06-03,2022-06-24,True
2022,WRBY,WARBY PARKER,Health Care,2022-06-03,2022-06-24,True
2022,WFRD,WEATHERFORD INTERNATIONAL,Energy,2022-06-03,2022-06-24,True
2022,WEJO,WEJO GROUP LIMITED (A),Technology,2022-06-03,2022-06-24,True
2022,WE,WEWORK INC (A),Real Estate,2022-06-03,2022-06-24,True
2022,WEYS,WEYCO GRP INC,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,UP,WHEELS UP EXPERIENCE INC,Consumer Discretionary,2022-06-03,2022-06-24,True
2022,MAPS,WM TECHNOLOGY INC (A),Technology,2022-06-03,2022-06-24,True
2022,XERS,XERIS BIOPHARMA HOLDINGS INC,Health Care,2022-06-03,2022-06-24,True
2022,XOS,XOS INC (A),Industrials,2022-06-03,2022-06-24,True
2022,ZETA,ZETA GLOBAL HOLDINGS,Technology,2022-06-03,2022-06-24,True
2022,ZIP,ZIPRECRUITER,Industrials,2022-06-03,2022-06-24,True
2022,ZI,ZOOMINFO TECHNOLOGIES,Technology,2022-06-03,2022-06-24,True
2023,SCWO,374WATER INC,Industrials,2023-05-19,2023-06-23,True
2023,ETNB,89BIO,Health Care,2023-05-19,2023-06-23,True
2023,ACTG,ACACIA RESEARCH CORP,Industrials,2023-05-19,2023-06-23,True
2023,ARAY,ACCURAY INC,Health Care,2023-05-19,2023-06-23,True
2023,ATNM,ACTINIUM PHARMACEUTICALS,Health Care,2023-05-19,2023-06-23,True
2023,AEHR,AEHR TEST SYSTEMS,Technology,2023-05-19,2023-06-23,True
2023,ALDX,ALDEYRA THERAPEUTICS INC,Health Care,2023-05-19,2023-06-23,True
