year,ticker,company,sector,preliminary_posted,effective_date,final_is_exact
2020,MRBK,MERIDIAN CORPORATION,Financial Services,2020-06-12,2020-06-26,True
2020,MBCN,MIDDLEFIELD BANC CORP,Financial Services,2020-06-12,2020-06-26,True
2020,MLSS,MILESTONE SCIENTIFIC INC,Health Care,2020-06-12,2020-06-26,True
2020,MIME,MIMECAST LTD,Technology,2020-06-12,2020-06-26,True
2020,MGI,MONEYGRAM INTERNATIONAL,Financial Services,2020-06-12,2020-06-26,True
2020,NH,NANTHEALTH INC,Health Care,2020-06-12,2020-06-26,True
2020,NK,NANTKWEST INC,Health Care,2020-06-12,2020-06-26,True
2020,NLS,NAUTILUS INC,Consumer Discretionary,2020-06-12,2020-06-26,True
2020,NMRD,NEMAURA MEDICAL INC,Health Care,2020-06-12,2020-06-26,True
2020,NLTX,NEOLEUKIN THERAPEUTICS,Health Care,2020-06-12,2020-06-26,True
2020,NSCO,NESCO HOLDINGS INC (A),Producer Durables,2020-06-12,2020-06-26,True
2020,NBSE,NEUBASE THERAPEUTICS,Health Care,2020-06-12,2020-06-26,True
2020,NRBO,NEUROBO PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,True
2020,NYMX,NYMOX PHARMACEUTICAL,Health Care,2020-06-12,2020-06-26,True
2020,OFED,OCONEE FEDERAL FINANCIAL,Financial Services,2020-06-12,2020-06-26,True
2020,ORGS,ORGENESIS INC,Health Care,2020-06-12,2020-06-26,True
2020,ORIC,ORIC PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,True
2020,OESX,ORION ENERGY SYSTEMS INC,Producer Durables,2020-06-12,2020-06-26,True
2020,OVID,OVID THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,True
2020,OVV,OVINTIV INC,Energy,2020-06-12,2020-06-26,True
2020,PAE,PAE INCORPORATED (A),Producer Durables,2020-06-12,2020-06-26,True
2020,PANL,PANGAEA LOGS SOLUTIONS,Producer Durables,2020-06-12,2020-06-26,True
2020,PCYG,PARK CITY GROUP INC,Technology,2020-06-12,2020-06-26,True
2020,PASG,PASSAGE BIO,Health Care,2020-06-12,2020-06-26,True
2020,PAVM,PAVMED INC,Health Care,2020-06-12,2020-06-26,True
2020,PCTI,PCTEL INC,Technology,2020-06-12,2020-06-26,True
2020,PTON,PELOTON INTERACTIVE,Consumer Discretionary,2020-06-12,2020-06-26,True
2020,PFSW,PFSWEB INC,Producer Durables,2020-06-12,2020-06-26,True
2020,PINS,PINTEREST,Technology,2020-06-12,2020-06-26,True
2020,PXLW,PIXELWORKS INC,Technology,2020-06-12,2020-06-26,True
2020,PLBC,PLUMAS BANCORP,Financial Services,2020-06-12,2020-06-26,True
2020,PLYM,PLYMOUTH INDUSTRIAL REIT,Financial Services,2020-06-12,2020-06-26,True
2020,PWFL,POWERFLEET INC,Technology,2020-06-12,2020-06-26,True
2020,PRMW,PRIMO WATER,Consumer Staples,2020-06-12,2020-06-26,True
2020,TARA,PROTARA THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,True
2020,PRVB,PROVENTION BIO INC,Health Care,2020-06-12,2020-06-26,True
2020,QMCO,QUANTUM CORP,Technology,2020-06-12,2020-06-26,True
2020,QTNT,QUOTIENT LIMITED,Health Care,2020-06-12,2020-06-26,True
2020,PACK,RANPAK HOLDINGS (A),Materials & Processing,2020-06-12,2020-06-26,True
2020,RDVT,RED VIOLET,Technology,2020-06-12,2020-06-26,True
2020,RLMD,RELMADA THERAPEUTICS,Health Care,2020-06-12,2020-06-26,True
2020,RPAY,REPAY HOLDINGS CORP (A),Financial Services,2020-06-12,2020-06-26,True
2020,KRMD,REPRO MED SYSTEMS,Health Care,2020-06-12,2020-06-26,True
2020,REFR,RESEARCH FRONTIERS INC,Technology,2020-06-12,2020-06-26,True
2020,RESN,RESONANT INC,Technology,2020-06-12,2020-06-26,True
2020,RVP,RETRACTABLE TECHNOLOGIES,Health Care,2020-06-12,2020-06-26,True
2020,SAL,SALISBURY BANCORP INC,Financial Services,2020-06-12,2020-06-26,True
2020,SPNS,SAPIENS INTL CORP NV,Technology,2020-06-12,2020-06-26,True
2020,SBFG,SB FINL GROUP INC,Financial Services,2020-06-12,2020-06-26,True
2020,SCPH,SCPHARMACEUTICALS INC,Health Care,2020-06-12,2020-06-26,True
2020,SEAC,SEACHANGE INTERNATIONAL,Technology,2020-06-12,2020-06-26,True
2020,SNFCA,SECURITY NATL FINL CORP,Financial Services,2020-06-12,2020-06-26,True
2020,SELB,SELECTA BIOSCIENCES INC,Health Care,2020-06-12,2020-06-26,True
2020,SREV,SERVICESOURCE INTL,Producer Durables,2020-06-12,2020-06-26,True
2020,SMED,SHARPS COMPLIANCE CORP,Producer Durables,2020-06-12,2020-06-26,True
2020,WORK,SLACK TECHNOLOGIES,Technology,2020-06-12,2020-06-26,True
2020,SMSI,SMITH MICRO SOFTWARE INC,Technology,2020-06-12,2020-06-26,True
2020,SEDG,SOLAREDGE TECHNOLOGIES,Energy,2020-06-12,2020-06-26,True
2020,SLNO,SOLENO THERAPEUTICS INC,Health Care,2020-06-12,2020-06-26,True
2020,STND,STANDARD AVB FINANCIAL,Financial Services,2020-06-12,2020-06-26,True
2020,STXS,STEREOTAXIS,Health Care,2020-06-12,2020-06-26,True
2020,STNE,STONECO,Technology,2020-06-12,2020-06-26,True
2020,SMCI,SUPER MICRO COMPUTER INC,Technology,2020-06-12,2020-06-26,True
2020,SWKH,SWK HOLDINGS,Financial Services,2020-06-12,2020-06-26,True
2020,TELA,TELA BIO,Health Care,2020-06-12,2020-06-26,True
2020,TW,TRADEWEB MARKETS,Financial Services,2020-06-12,2020-06-26,True
2020,HEAR,TURTLE BEACH CORP,Technology,2020-06-12,2020-06-26,True
2020,ULBI,ULTRALIFE CORPORATION,Producer Durables,2020-06-12,2020-06-26,True
2020,UTI,UNIVERSAL TECHNICAL INST,Consumer Discretionary,2020-06-12,2020-06-26,True
2020,PRTS,US AUTO PARTS NETWRK INC,Consumer Discretionary,2020-06-12,2020-06-26,True
2020,VXRT,VAXART INC,Health Care,2020-06-12,2020-06-26,True
2020,VERO,VENUS CONCEPT,Health Care,2020-06-12,2020-06-26,True
2020,VSTM,VERASTEM INC,Health Care,2020-06-12,2020-06-26,True
2020,VERY,VERICITY,Financial Services,2020-06-12,2020-06-26,True
2020,VERI,VERITONE INC,Technology,2020-06-12,2020-06-26,True
2020,VRT,VERTIV HOLDINGS CO (A),Technology,2020-06-12,2020-06-26,True
2020,VERU,VERU INC,Consumer Staples,2020-06-12,2020-06-26,True
2020,VMD,VIEMED HEALTHCARE,Health Care,2020-06-12,2020-06-26,True
2020,SPCE,VIRGIN GALACTIC HLDG (A),Producer Durables,2020-06-12,2020-06-26,True
2020,VVNT,VIVINT SMART HOME (A),Producer Durables,2020-06-12,2020-06-26,True
2020,VNRX,VOLITIONRX LTD,Health Care,2020-06-12,2020-06-26,True
2020,VOXX,VOXX INTERNATIONAL CORP,Consumer Discretionary,2020-06-12,2020-06-26,True
2020,VTVT,VTV THERAPEAUTICS INC,Health Care,2020-06-12,2020-06-26,True
2020,WKHS,WORKHORSE GROUP INC,Producer Durables,2020-06-12,2020-06-26,True
2020,XOMA,XOMA CORP,Health Care,2020-06-12,2020-06-26,True
2020,XPEL,XPEL INC,Consumer Discretionary,2020-06-12,2020-06-26,True
2020,ZNTL,ZENTALIS PHARMACEUTICALS,Health Care,2020-06-12,2020-06-26,True
2020,ZM,ZOOM VIDEO COMMUNICATION,Technology,2020-06-12,2020-06-26,True
2021,XXII,22ND CENTURY GROUP INC.,Consumer Staples,2021-06-04,2021-06-25,True
2021,NMTR,9 METERS BIOPHARMA INC,Health Care,2021-06-04,2021-06-25,True
2021,ACRS,ACLARIS THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,ACET,ADICET BIO INC,Health Care,2021-06-04,2021-06-25,True
2021,ADV,ADVANTAGE SOLUTIONS INC (A),Industrials,2021-06-04,2021-06-25,True
2021,ADN,ADVENT TECHNOLOGIES HOLDINGS INC (A),Energy,2021-06-04,2021-06-25,True
2021,AMTX,AEMETIS,Energy,2021-06-04,2021-06-25,True
2021,ASLE,AERSALE CORPORATION,Industrials,2021-06-04,2021-06-25,True
2021,AEVA,AEVA TECHNOLOGIES INC,Technology,2021-06-04,2021-06-25,True
2021,AFCG,AFC GAMMA,Financials,2021-06-04,2021-06-25,True
2021,UAVS,AGEAGLE AERIAL SYSTEMS,Industrials,2021-06-04,2021-06-25,True
2021,AGTI,AGILITI,Health Care,2021-06-04,2021-06-25,True
2021,AGL,AGILON HEALTH,Health Care,2021-06-04,2021-06-25,True
2021,AKYA,AKOYA BIOSCIENCES,Health Care,2021-06-04,2021-06-25,True
2021,ALDX,ALDEYRA THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,ALHC,ALIGNMENT HEALTHCARE,Health Care,2021-06-04,2021-06-25,True
2021,ALKT,ALKAMI TECHNOLOGY,Technology,2021-06-04,2021-06-25,True
2021,ALPN,ALPINE IMMUNE SCIENCES,Health Care,2021-06-04,2021-06-25,True
2021,ALT,ALTIMMUNE,Health Care,2021-06-04,2021-06-25,True
2021,ALTO,ALTO INGREDIENTS INC,Basic Materials,2021-06-04,2021-06-25,True
2021,ALTM,ALTUS MIDSTREAM COMPANY (A),Energy,2021-06-04,2021-06-25,True
2021,POWW,AMMO INC,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,AMPE,AMPIO PHARMACEUTICALS INC.,Health Care,2021-06-04,2021-06-25,True
2021,APPH,APPHARVEST INC,Consumer Staples,2021-06-04,2021-06-25,True
2021,AQB,AQUABOUNTY TECHNOLOGIES,Consumer Staples,2021-06-04,2021-06-25,True
2021,ABUS,ARBUTUS BIOPHARMA CORP.,Health Care,2021-06-04,2021-06-25,True
2021,FUV,ARCIMOTO,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,ARKO,ARKO CORP (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,ASAN,ASANA,Technology,2021-06-04,2021-06-25,True
2021,ASXC,ASENSUS SURGICAL INC,Health Care,2021-06-04,2021-06-25,True
2021,AHT,ASHFORD HOSPITALITY TRUST,Real Estate,2021-06-04,2021-06-25,True
2021,ATER,ATERIAN INC,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,ATCX,ATLAS TECHNICAL CONSULTANTS INC (A),Industrials,2021-06-04,2021-06-25,True
2021,ATOS,ATOSSA THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,AVAH,AVEANNA HEALTHCARE HOLDINGS,Health Care,2021-06-04,2021-06-25,True
2021,AVNW,AVIAT NETWORKS,Telecommunications,2021-06-04,2021-06-25,True
2021,RCEL,AVITA MEDICAL,Health Care,2021-06-04,2021-06-25,True
2021,BW,BABCOCK & WILCOX ENTERPRISES,Industrials,2021-06-04,2021-06-25,True
2021,BNED,BARNES & NOBLE EDUCATION,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,BSET,BASSETT FURNITURE,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,BEEM,BEAM GLOBAL,Energy,2021-06-04,2021-06-25,True
2021,SKIN,BEAUTY HEALTH CO,Consumer Staples,2021-06-04,2021-06-25,True
2021,BSY,BENTLEY SYSTEMS,Technology,2021-06-04,2021-06-25,True
2021,BGFV,BIG 5 SPORTING GOODS CORP,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,BMEA,BIOMEA FUSION,Health Care,2021-06-04,2021-06-25,True
2021,BNGO,BIONANO GENOMICS INC,Health Care,2021-06-04,2021-06-25,True
2021,BLNK,BLINK CHARGING,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,BRBS,BLUE RIDGE BANKSHARES,Financials,2021-06-04,2021-06-25,True
2021,BXC,BLUELINX HOLDINGS,Industrials,2021-06-04,2021-06-25,True
2021,BHR,BRAEMAR HOTELS & RESORTS,Real Estate,2021-06-04,2021-06-25,True
2021,BTX,BROOKLYN IMMUNO THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,BTRS,BTRS HOLDINGS INC (A),Industrials,2021-06-04,2021-06-25,True
2021,BFLY,BUTTERFLY NETWORK INC (A),Health Care,2021-06-04,2021-06-25,True
2021,BYRN,BYRNA TECHNOLOGIES,Industrials,2021-06-04,2021-06-25,True
2021,CRC,CALIFORNIA RESOURCES,Energy,2021-06-04,2021-06-25,True
2021,CPE,CALLON PETROLEUM,Energy,2021-06-04,2021-06-25,True
2021,GOEV,CANOO INC (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,CTLP,CANTALOUPE INC,Industrials,2021-06-04,2021-06-25,True
2021,CRDF,CARDIFF ONCOLOGY INC,Health Care,2021-06-04,2021-06-25,True
2021,LOTZ,CARLOTZ INC (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,CSLT,CASTLIGHT HEALTH,Health Care,2021-06-04,2021-06-25,True
2021,CELC,CELCUITY,Health Care,2021-06-04,2021-06-25,True
2021,CLDX,CELLDEX THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,CDEV,CENTENNIAL RESOURCE DEVELOPMENT,Energy,2021-06-04,2021-06-25,True
2021,LEU,CENTRUS ENERGY CORPORATION,Energy,2021-06-04,2021-06-25,True
2021,CERE,CEREVEL THERAPEUTICS HOLDINGS (A),Health Care,2021-06-04,2021-06-25,True
2021,CHPT,CHARGEPOINT HOLDINGS INC (A),Energy,2021-06-04,2021-06-25,True
2021,CHK,CHESAPEAKE ENERGY,Energy,2021-06-04,2021-06-25,True
2021,CSSE,CHICKEN SOUP FOR THE SOUL ENTERTAINMENT,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,CTXR,CITIUS PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,True
2021,CLVT,CLARIVATE PLC (A),Technology,2021-06-04,2021-06-25,True
2021,CLSK,CLEANSPARK,Technology,2021-06-04,2021-06-25,True
2021,CCO,CLEAR CHANNEL OUTDOOR HOLDINGS,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,CLPT,CLEARPOINT NEURO INC,Health Care,2021-06-04,2021-06-25,True
2021,CLNN,CLENE INC,Health Care,2021-06-04,2021-06-25,True
2021,COGT,COGENT BIOSCIENCES INC,Health Care,2021-06-04,2021-06-25,True
2021,CVGI,COMMERCIAL VEHICLE GROUP,Industrials,2021-06-04,2021-06-25,True
2021,CSTM,CONSTELLIUM SE,Basic Materials,2021-06-04,2021-06-25,True
2021,COUR,COURSERA,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,CVAC,CUREVAC NV,Health Care,2021-06-04,2021-06-25,True
2021,CURI,CURIOSITYSTREAM INC (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,CRIS,CURIS INC,Health Care,2021-06-04,2021-06-25,True
2021,DNMR,DANIMER SCIENTIFIC INC (A),Industrials,2021-06-04,2021-06-25,True
2021,DRIO,DARIOHEALTH,Health Care,2021-06-04,2021-06-25,True
2021,DEN,DENBURY,Energy,2021-06-04,2021-06-25,True
2021,DSGN,DESIGN THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,DM,DESKTOP METAL INC (A),Industrials,2021-06-04,2021-06-25,True
2021,DMS,DIGITAL MEDIA SOLUTIONS INC (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,DOCN,DIGITALOCEAN HOLDINGS,Technology,2021-06-04,2021-06-25,True
2021,DSEY,DIVERSEY HOLDINGS,Industrials,2021-06-04,2021-06-25,True
2021,RRD,DONNELLEY (RR) & SONS,Industrials,2021-06-04,2021-06-25,True
2021,DASH,DOORDASH,Technology,2021-06-04,2021-06-25,True
2021,DV,DOUBLEVERIFY HOLDINGS,Technology,2021-06-04,2021-06-25,True
2021,DKNG,DRAFTKINGS INC (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,DS,DRIVE SHACK,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,NAPA,DUCKHORN PORTFOLIO,Consumer Staples,2021-06-04,2021-06-25,True
2021,ETWO,E2OPEN PARENT HOLDINGS INC (A),Technology,2021-06-04,2021-06-25,True
2021,EWTX,EDGEWISE THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,EMKR,EMCORE CORP,Technology,2021-06-04,2021-06-25,True
2021,EOSE,EOS ENERGY ENTERPRISES INC (A),Industrials,2021-06-04,2021-06-25,True
2021,EBET,ESPORTS TECHNOLOGIES,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,XOG,EXTRACTION OIL & GAS,Energy,2021-06-04,2021-06-25,True
2021,EYPT,EYEPOINT PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,True
2021,FOA,FINANCE OF AMERICA COMPANIES INC,Financials,2021-06-04,2021-06-25,True
2021,FNCH,FINCH THERAPEUTICS GROUP,Health Care,2021-06-04,2021-06-25,True
2021,FSR,FISKER INC (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,FSBC,FIVE STAR BANCORP,Financials,2021-06-04,2021-06-25,True
2021,FLXS,FLEXSTEEL INDS,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,FORA,FORIAN,Health Care,2021-06-04,2021-06-25,True
2021,FBRX,FORTE BIOSCIENCES INC,Health Care,2021-06-04,2021-06-25,True
2021,ULCC,FRONTIER GROUP HOLDINGS,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,FTCI,FTC SOLAR,Energy,2021-06-04,2021-06-25,True
2021,FTSI,FTS INTERNATIONAL,Energy,2021-06-04,2021-06-25,True
2021,FUBO,FUBOTV,Telecommunications,2021-06-04,2021-06-25,True
2021,FLL,FULL HOUSE RESORTS INC.,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,GCMG,GCM GROSVENOR INC (A),Financials,2021-06-04,2021-06-25,True
2021,GMTX,GEMINI THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,True
2021,GNUS,GENIUS BRANDS INTL INC,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,GEVO,GEVO,Energy,2021-06-04,2021-06-25,True
2021,GSAT,GLOBALSTAR,Telecommunications,2021-06-04,2021-06-25,True
2021,GNOG,GOLDEN NUGGET ONLINE GAMING INC (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,GBOX,GREENBOX POS,Industrials,2021-06-04,2021-06-25,True
2021,GLSI,GREENWICH LIFESCIENCES,Health Care,2021-06-04,2021-06-25,True
2021,GTBP,GT BIOPHARMA,Health Care,2021-06-04,2021-06-25,True
2021,HOFV,HALL OF FAME RESORT AND ENTERTAINMENT CO,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,HAYW,HAYWARD HOLDINGS,Industrials,2021-06-04,2021-06-25,True
2021,HPK,HIGHPEAK ENERGY INC (A),Energy,2021-06-04,2021-06-25,True
2021,HQI,HIREQUEST INC.,Industrials,2021-06-04,2021-06-25,True
2021,HNST,HONEST COMPANY,Consumer Staples,2021-06-04,2021-06-25,True
2021,HOV,HOVNANIAN ENTERP,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,HGEN,HUMANIGEN,Health Care,2021-06-04,2021-06-25,True
2021,HYLN,HYLIION HOLDINGS CORP (A),Industrials,2021-06-04,2021-06-25,True
2021,HYRE,HYRECAR,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,IDEX,IDEANOMICS,Industrials,2021-06-04,2021-06-25,True
2021,IKNA,IKENA ONCOLOGY,Health Care,2021-06-04,2021-06-25,True
2021,IMPL,IMPEL NEUROPHARMA,Health Care,2021-06-04,2021-06-25,True
2021,INVE,INDENTIV,Technology,2021-06-04,2021-06-25,True
2021,INFI,INFINITY PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,True
2021,IEA,INFRASTRUCTURE AND ENERGY ALTERNATIVES,Industrials,2021-06-04,2021-06-25,True
2021,INNV,INNOVAGE HOLDING,Health Care,2021-06-04,2021-06-25,True
2021,NOTV,INOTIV INC,Health Care,2021-06-04,2021-06-25,True
2021,TIL,INSTIL BIO,Health Care,2021-06-04,2021-06-25,True
2021,JHG,JANUS HENDERSON GROUP,Financials,2021-06-04,2021-06-25,True
2021,JOAN,JOANN,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,KRT,KARAT PACKAGING,Industrials,2021-06-04,2021-06-25,True
2021,KMPH,KEMPHARM,Health Care,2021-06-04,2021-06-25,True
2021,KIRK,KIRKLANDS INC,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,KOPN,KOPIN CORP,Technology,2021-06-04,2021-06-25,True
2021,KLIC,KULICKE SOFFA,Technology,2021-06-04,2021-06-25,True
2021,LSEA,LANDSEA HOMES CORP (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,LPI,LAREDO PETROLEUM,Energy,2021-06-04,2021-06-25,True
2021,SWIM,LATHAM GROUP,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,LAZY,LAZYDAYS HOLDINGS,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,LCTX,LINEAGE CELL THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,RIDE,LORDSTOWN MOTORS CORP (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,MHLD,MAIDEN HOLDINGS LTD.,Financials,2021-06-04,2021-06-25,True
2021,MARA,MARATHON DIGITAL HOLDINGS INC,Financials,2021-06-04,2021-06-25,True
2021,MDCA,MDC PARTNERS INC. CL A,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,MDVL,MEDAVAIL HOLDINGS INC,Consumer Staples,2021-06-04,2021-06-25,True
2021,MILE,METROMILE INC (A),Financials,2021-06-04,2021-06-25,True
2021,MVIS,MICROVISION INC,Technology,2021-06-04,2021-06-25,True
2021,MDXG,MIMEDX GROUP,Health Care,2021-06-04,2021-06-25,True
2021,MNMD,MIND MEDICINE MINDMED,Health Care,2021-06-04,2021-06-25,True
2021,MP,MP MATERIALS CORP (A),Basic Materials,2021-06-04,2021-06-25,True
2021,MPLN,MULTIPLAN CORPORATION (A),Health Care,2021-06-04,2021-06-25,True
2021,STIM,NEURONETICS,Health Care,2021-06-04,2021-06-25,True
2021,NPCE,NEUROPACE,Health Care,2021-06-04,2021-06-25,True
2021,NFE,NEW FORTRESS ENERGY,Energy,2021-06-04,2021-06-25,True
2021,NKLA,NIKOLA CORPORATION,Industrials,2021-06-04,2021-06-25,True
2021,NOG,NORTHERN OIL AND GAS,Energy,2021-06-04,2021-06-25,True
2021,NUVB,NUVATION BIO INC (A),Health Care,2021-06-04,2021-06-25,True
2021,NXPI,NXP SEMICONDUCTORS,Technology,2021-06-04,2021-06-25,True
2021,OAS,OASIS PETROLEUM,Energy,2021-06-04,2021-06-25,True
2021,OCGN,OCUGEN INC,Health Care,2021-06-04,2021-06-25,True
2021,OCN,OCWEN FINL CORP,Financials,2021-06-04,2021-06-25,True
2021,ONCT,ONCTERNAL THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,True
2021,STKS,ONE GROUP HOSPITALITY,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,LPRO,OPEN LENDING CORPORATION (A),Financials,2021-06-04,2021-06-25,True
2021,OPEN,OPENDOOR TECHNOLOGIES INC (A),Real Estate,2021-06-04,2021-06-25,True
2021,ORMP,ORAMED PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,True
2021,OUST,OUSTER INC (A),Technology,2021-06-04,2021-06-25,True
2021,OTLK,OUTLOOK THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,PLTR,PALANTIR TECHNOLOGIES,Technology,2021-06-04,2021-06-25,True
2021,PRTY,PARTY CITY HOLDCO,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,PAYA,PAYA HOLDINGS INC (A),Industrials,2021-06-04,2021-06-25,True
2021,PSFE,PAYSAFE LIMITED (A),Industrials,2021-06-04,2021-06-25,True
2021,PPTA,PERPETUA RESOURCES,Basic Materials,2021-06-04,2021-06-25,True
2021,PLBY,PLBY GROUP INC,Consumer Staples,2021-06-04,2021-06-25,True
2021,PLM,POLYMET MINING,Basic Materials,2021-06-04,2021-06-25,True
2021,PRCH,PORCH GROUP INC (A),Technology,2021-06-04,2021-06-25,True
2021,PRTG,PORTAGE BIOTECH,Health Care,2021-06-04,2021-06-25,True
2021,PSTL,POSTAL REALTY TRUST,Real Estate,2021-06-04,2021-06-25,True
2021,PRVA,PRIVIA HEALTH GROUP,Health Care,2021-06-04,2021-06-25,True
2021,RXDX,PROMETHEUS BIOSCIENCES,Health Care,2021-06-04,2021-06-25,True
2021,PCT,PURECYCLE TECHNOLOGIES INC,Industrials,2021-06-04,2021-06-25,True
2021,QS,QUANTUMSCAPE,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,RADI,RADIUS GLOBAL INFRASTRUCTURE,Real Estate,2021-06-04,2021-06-25,True
2021,RAIN,RAIN THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,RXRX,RECURSION PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,True
2021,REKR,REKOR SYSTEMS,Industrials,2021-06-04,2021-06-25,True
2021,RPHM,RENEO PHARMACEUTICALS,Health Care,2021-06-04,2021-06-25,True
2021,RVLV,REVOLVE GROUP,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,REPX,RILEY EXPLORATION PERMIAN,Energy,2021-06-04,2021-06-25,True
2021,RIOT,RIOT BLOCKCHAIN,Financials,2021-06-04,2021-06-25,True
2021,RMO,ROMEO POWER INC (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,RSI,RUSH STREET INTERACTIVE INC (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,SEEL,SEELOS THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,SENS,SENSEONICS HOLDINGS,Health Care,2021-06-04,2021-06-25,True
2021,SESN,SESEN BIO,Health Care,2021-06-04,2021-06-25,True
2021,SFT,SHIFT TECHNOLOGIES INC (A),Consumer Discretionary,2021-06-04,2021-06-25,True
2021,FOUR,SHIFT4 PAYMENTS,Industrials,2021-06-04,2021-06-25,True
2021,SKLZ,SKILLZ INC (A),Technology,2021-06-04,2021-06-25,True
2021,SKYT,SKYWATER TECHNOLOGY,Technology,2021-06-04,2021-06-25,True
2021,SNOW,SNOWFLAKE,Technology,2021-06-04,2021-06-25,True
2021,TLMD,SOC TELEMED INC (A),Health Care,2021-06-04,2021-06-25,True
2021,STEM,STEM INC (A),Energy,2021-06-04,2021-06-25,True
2021,STON,STONEMOR INC,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,SMMT,SUMMIT THERAPEUTICS INC,Health Care,2021-06-04,2021-06-25,True
2021,SNCY,SUN COUNTRY AIRLINES HOLDINGS,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,SURF,SURFACE ONCOLOGY,Health Care,2021-06-04,2021-06-25,True
2021,TALS,TALARIS THERAPEUTICS,Health Care,2021-06-04,2021-06-25,True
2021,TTCF,TATTOOED CHEF INC (A),Consumer Staples,2021-06-04,2021-06-25,True
2021,TK,TEEKAY,Industrials,2021-06-04,2021-06-25,True
2021,TNK,TEEKAY TANKERS,Industrials,2021-06-04,2021-06-25,True
2021,TTI,TETRA TECHNOLOGIES,Energy,2021-06-04,2021-06-25,True
2021,TPL,TEXAS PACIFIC LAND CORPORATION,Energy,2021-06-04,2021-06-25,True
2021,BX,THE BLACKSTONE GROUP INC,Financials,2021-06-04,2021-06-25,True
2021,THRY,THRYV HOLDINGS,Consumer Discretionary,2021-06-04,2021-06-25,True
2021,TWI,TITAN INTL,Industrials,2021-06-04,2021-06-25,True
2021,TNXP,TONIX PHARMACEUTICALS HOLDING CORP,Health Care,2021-06-04,2021-06-25,True
2021,TRCH,TORCHLIGHT ENERGY RESOURCES,Energy,2021-06-04,2021-06-25,True
