year,n_quarters,market_ret,orig_ret,orig_beta,orig_beta_t,in_ret,in_beta,in_beta_t
2015,4,-0.07395296053522893,0.015628289955124552,,,0.1397066020261477,,
2016,4,0.27632789265423474,-0.16945554776460292,,,-0.19938508869045102,,
2017,4,0.18514050633546875,0.07610976784236123,,,0.0025229848325047932,,
2018,4,-0.09439461152966422,0.41567163329020484,,,0.4375739637672751,,
2019,4,0.220757247373623,-0.010914650219680078,,,-0.002223228864459248,,
2020,4,0.3768424887000874,0.06843958921060866,,,-0.10960073749891064,,
