date,book_net,book_gross,book_cost,n_open
2016-01-05,-0.01728657758728947,0.0,0.01728657758728947,1
2016-01-06,-0.02722339696295278,-0.018498585881353825,0.008724811081598954,2
2016-01-07,-0.01009734963393139,-0.0060114752754975645,0.004085874358433825,3
2016-01-08,-0.0026267704921991036,0.0024760492938919938,0.005102819786091098,5
2016-01-11,-0.005890103844436217,-0.0015132966556731088,0.004376807188763108,7
2016-01-12,-0.008136004900123735,-0.0033484874995217597,0.004787517400601975,9
2016-01-13,-0.0010060610158697748,0.0028657337415819994,0.0038717947574517736,9
2016-01-14,0.0068799923655708155,0.008423519788043224,0.0015435274224724078,8
2016-01-15,-0.008702187805128218,-0.001830463573919949,0.006871724231208269,10
2016-01-19,-0.016629208355883027,-0.010518964040757958,0.006110244315125067,11
2016-01-20,-0.006782606783713714,-0.0026376196122914653,0.004144987171422248,10
2016-01-21,-0.005527846183571427,-0.001217143419281721,0.004310702764289706,10
2016-01-22,-0.001901285787725455,0.001491344675439846,0.0033926304631653006,12
2016-01-25,-0.005158777352190551,-0.0015464224421470575,0.003612354910043495,12
2016-01-26,-0.003173283483606466,0.002587654785944395,0.005760938269550861,11
2016-01-27,-0.00242928671697612,0.0016934660629387027,0.004122752779914822,10
2016-01-28,0.022409018047774617,0.027532288242286686,0.005123270194512073,11
2016-01-29,0.0032052512659637013,0.009240011856134324,0.006034760590170622,11
2016-02-01,-0.004039565181611988,-0.0021039810989732133,0.0019355840826387758,9
2016-02-02,-0.024144550151760924,-0.01920312262633475,0.004941427525426177,11
2016-02-03,0.01855546264174148,0.02412872749746552,0.005573264855724041,12
2016-02-04,0.0026881099405911013,0.007220592327120995,0.004532482386529894,12
2016-02-05,0.0032188044442605767,0.00692462132439265,0.0037058168801320734,11
2016-02-08,-0.01222856702739914,-0.008308315968831012,0.003920251058568126,11
2016-02-09,-0.007454582486409545,-0.0029561132039651558,0.004498469282444389,12
2016-02-10,-0.008909834415050015,-0.0035203823479148222,0.005389452067135193,12
2016-02-11,-0.0012582241622819984,0.004162860380479721,0.00542108454276172,12
2016-02-12,0.0024426792014229175,0.005122526582101689,0.0026798473806787736,11
2016-02-16,-0.004498412695932891,-0.000793326885829243,0.003705085810103649,11
2016-02-17,0.0006793165728050496,0.005418047587435979,0.004738731014630929,11
2016-02-18,-0.005605632864695119,-0.0015348757131337315,0.004070757151561386,10
2016-02-19,-0.009282112798606934,-0.003455950212192828,0.005826162586414106,9
2016-02-22,-0.0017177767461171326,0.005588323556008352,0.007306100302125485,11
2016-02-23,-0.0030597871372846567,0.0016672862833492135,0.00472707342063387,13
2016-02-24,-0.0048728022858737525,-0.0006038222475244446,0.004268980038349308,15
2016-02-25,-0.0027956777407486142,8.335043570875799e-05,0.002879028176457372,15
2016-02-26,-0.0019575501622909022,-5.259713773873853e-05,0.0019049530245521644,15
2016-02-29,0.0013074801759917333,0.006451617125691907,0.005144136949700173,15
2016-03-01,-0.007937976848222138,-0.0018352141605298177,0.00610276268769232,12
2016-03-02,-0.006468399709958562,0.0017897553963165211,0.008258155106275082,14
2016-03-03,0.0006951988399581624,0.00492635202841515,0.004231153188456987,13
2016-03-04,0.017798715811008264,0.02053350254997539,0.002734786738967128,12
2016-03-07,0.02885039471723602,0.03122837798849425,0.0023779832712582326,12
2016-03-08,-0.031639470038195144,-0.02919501977438543,0.002444450263809718,11
2016-03-09,0.008483042088098015,0.017953831518845345,0.009470789430747332,11
2016-03-10,-0.013552450085866485,-0.005109639654615961,0.008442810431250523,9
2016-03-11,-0.00558279039727038,0.00022221883855372583,0.005805009235824105,10
2016-03-14,-0.005833445898773769,-0.0013571530889479075,0.004476292809825862,11
2016-03-15,-0.013284022142403436,-0.010966898382329388,0.0023171237600740466,12
2016-03-16,-0.0015351630935869405,0.0007063509535124753,0.002241514047099416,12
2016-03-17,8.070103063005491e-05,0.007061073516375513,0.006980372485745457,13
2016-03-18,-0.015307679765152397,-0.009301644771025845,0.006006034994126555,12
2016-03-21,-0.0016802805195485916,0.004531433603629282,0.006211714123177873,12
2016-03-22,-0.010886771699393371,-0.006966081261399232,0.0039206904379941385,11
2016-03-23,-0.007640936589004006,-0.004496235266111573,0.0031447013228924317,12
2016-03-24,-0.0030709831363980294,0.001582070629317783,0.004653053765715813,13
2016-03-28,-0.003785416434571129,0.0018541205982805261,0.0056395370328516554,13
2016-03-29,-0.004666430060697221,0.0008788130811577317,0.0055452431418549514,13
2016-03-30,-0.004463721401291777,-0.0007425066038537338,0.0037212147974380427,12
2016-03-31,-0.009071147344676792,-0.003951990527132589,0.005119156817544204,13
2016-04-01,-0.0017907982310156518,0.0018978905319826309,0.0036886887629982833,12
2016-04-04,-0.0042290001049410985,0.00191723316910649,0.0061462332740475885,14
2016-04-05,-0.007893965046502636,-0.0026560473656656743,0.005237917680836963,14
2016-04-06,-0.008293798022911246,-0.0041036573184866365,0.00419014070442461,14
2016-04-07,-0.0026292673764827107,0.0015227766160157822,0.0041520439924984925,14
2016-04-08,-0.008031942209853394,-0.003988219993172491,0.004043722216680903,14
2016-04-11,-0.0014666415855055144,0.003524085555364304,0.004990727140869819,14
2016-04-12,-0.005230422271164956,0.00018709709336564532,0.005417519364530601,13
2016-04-13,-0.006184481460670109,-0.0005449444278184534,0.0056395370328516554,13
2016-04-14,-0.004349938390911162,0.00016122343657334458,0.004511161827484506,13
