member,reference,construction,sector_group,entry_date,exit_date,holding_days,exit_reason,direction,entry_z,trade_pnl,trade_gross,trade_cost,profitable
SD,AMPY,peer,13,2019-03-18,2019-03-25,5,time_forced,long_m_short_ref,-4.064127897366269,-0.052585721366232366,-0.01775520475850295,0.034830516607729414,False
SD,AMPY,peer,13,2019-03-26,2019-04-02,5,time_forced,long_m_short_ref,-4.284367608968987,-0.01110972121119809,0.023720795396531325,0.034830516607729414,False
SD,AMPY,peer,13,2019-04-03,2019-04-10,5,time_forced,long_m_short_ref,-4.146465376403565,-0.04014186708034441,-0.005311350472614995,0.034830516607729414,False
SD,AMPY,peer,13,2019-04-11,2019-04-18,5,time_forced,long_m_short_ref,-4.4879429679154885,-0.06997056589873697,-0.03514004929100756,0.034830516607729414,False
SD,AMPY,peer,13,2019-04-22,2019-04-29,5,time_forced,long_m_short_ref,-4.845678743383172,-0.09756157356591963,-0.0627310569581902,0.034830516607729414,False
SD,AMPY,peer,13,2019-04-30,2019-05-07,5,time_forced,long_m_short_ref,-6.2574385258637895,0.048141612384262164,0.08297212899199158,0.034830516607729414,True
SD,AMPY,peer,13,2019-05-08,2019-05-15,5,time_forced,long_m_short_ref,-4.041891834870296,0.09266936700453773,0.12749988361226716,0.034830516607729414,True
TTI,XPRO,peer,13,2019-05-30,2019-06-06,5,time_forced,long_m_short_ref,-2.786722957967046,-0.08123850941608485,-0.054781837720713156,0.026456671695371706,False
TTI,XPRO,peer,13,2019-06-07,2019-06-14,5,time_forced,long_m_short_ref,-3.3291741383298823,0.00689989687433639,0.03335656856970809,0.026456671695371706,True
TTI,XPRO,peer,13,2019-06-17,2019-06-24,5,time_forced,long_m_short_ref,-2.87837704727311,0.029846532894901787,0.05630320459027349,0.026456671695371706,True
TUSK,PUMP,peer,13,2019-03-15,2019-03-22,5,time_forced,long_m_short_ref,-2.9179599692952336,-0.06201791972315778,-0.03538214688471625,0.026635772838441533,False
TUSK,PUMP,peer,13,2019-03-25,2019-04-01,5,time_forced,long_m_short_ref,-3.3366919526560697,-0.05175611039979094,-0.025120337561349404,0.026635772838441533,False
TUSK,PUMP,peer,13,2019-04-02,2019-04-09,5,time_forced,long_m_short_ref,-3.4142637325261256,-0.02059901856611312,0.006036754272328415,0.026635772838441533,False
TUSK,PUMP,peer,13,2019-04-10,2019-04-17,5,time_forced,long_m_short_ref,-3.364587890311856,-0.042184802215099175,-0.015549029376657642,0.026635772838441533,False
TUSK,PUMP,peer,13,2019-04-18,2019-04-26,5,time_forced,long_m_short_ref,-3.507994350446173,-0.06339877321466429,-0.036763000376222765,0.026635772838441533,False
TUSK,PUMP,peer,13,2019-04-29,2019-05-06,5,time_forced,long_m_short_ref,-3.8610372064507907,-0.05848686831872956,-0.03185109548028803,0.026635772838441533,False
TUSK,PUMP,peer,13,2019-05-07,2019-05-14,5,time_forced,long_m_short_ref,-4.10260845423876,-0.014002487814129095,0.012633285024312435,0.026635772838441533,False
