member,reference,construction,sector_group,entry_date,exit_date,holding_days,exit_reason,direction,entry_z,trade_pnl,trade_gross,trade_cost,profitable,cycle,entry_mcap,entry_dvol,price,mcap_decile,dvol_decile
CRK,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-21,2016-06-28,5,time_forced,long_m_short_ref,-2.884255482202664,-0.0089893853959605,0.0254029750780746,0.0343923604740351,False,0,324704313.96,28816519.481666673,6.81,3,10
CRK,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-29,2016-07-01,2,period_forced_close,long_m_short_ref,-2.846287400183993,-0.0422715970892312,-0.0079466808797455,0.0343249162094856,False,0,324704313.96,28816519.481666673,6.81,3,10
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-01-15,2016-01-25,5,time_forced,long_ref_short_m,2.5263720044358124,-0.1030814858025287,-0.0740487847118773,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-01-26,2016-02-02,5,time_forced,long_ref_short_m,3.194245182016968,0.0046325474117945,0.0336652485024459,0.0290327010906514,True,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-03,2016-02-10,5,time_forced,long_ref_short_m,2.826973250096842,-0.0452314344630975,-0.0161987333724461,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-11,2016-02-19,5,time_forced,long_ref_short_m,3.180947878640607,-0.0422241485017067,-0.0131914474110553,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-22,2016-02-29,5,time_forced,long_ref_short_m,3.746495206429986,-0.052603450420938,-0.0235707493302866,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-01,2016-03-08,5,time_forced,long_ref_short_m,4.168230694758405,-0.0226673408071183,0.006365360283533,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-09,2016-03-16,5,time_forced,long_ref_short_m,3.5744454557825547,-0.0294030994311309,-0.0003703983404795,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-17,2016-03-24,5,time_forced,long_ref_short_m,3.7219054541434096,-0.0185539191599092,0.0104787819307421,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-28,2016-04-04,5,time_forced,long_ref_short_m,3.7214234763252896,0.0091591177164077,0.0381918188070591,0.0290327010906514,True,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-05,2016-04-12,5,time_forced,long_ref_short_m,3.191339774366892,-0.0217520717479478,0.0072806293427035,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-13,2016-04-20,5,time_forced,long_ref_short_m,3.4431717561270045,-0.0479882803704941,-0.0189555792798427,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-21,2016-04-28,5,time_forced,long_ref_short_m,3.875842215607512,0.0065037124701601,0.0355364135608115,0.0290327010906514,True,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-29,2016-05-06,5,time_forced,long_ref_short_m,3.685859296112323,-0.0186583166171341,0.0103743844735172,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-05-09,2016-05-16,5,time_forced,long_ref_short_m,3.894130988210069,-0.0350562421432732,-0.0060235410526218,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-05-17,2016-05-24,5,time_forced,long_ref_short_m,4.151859963417857,-0.0389600177409643,-0.0099273166503129,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-05-25,2016-06-02,5,time_forced,long_ref_short_m,4.391421505924751,-0.0180950775628929,0.0109376235277584,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-03,2016-06-10,5,time_forced,long_ref_short_m,4.159510527492015,-0.0465426044027507,-0.0175099033120992,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-13,2016-06-20,5,time_forced,long_ref_short_m,4.402104788867291,-0.0238620284771843,0.005170672613467,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-21,2016-06-28,5,time_forced,long_ref_short_m,4.649815911179745,-0.0150835150233963,0.013949186067255,0.0290327010906514,False,0,1048462068.5,6525344.5676666675,3.85,7,5
GTE,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-29,2016-07-01,2,period_forced_close,long_ref_short_m,4.578222857566708,0.0015153294931263,0.0304966108239237,0.0289812813307974,True,0,1048462068.5,6525344.5676666675,3.85,7,5
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-22,2016-02-29,5,time_forced,long_ref_short_m,2.5186790799363057,-0.0146092344780194,0.0123474553669152,0.0269566898449347,False,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-02,2016-03-09,5,time_forced,long_ref_short_m,2.5375136237714333,0.0324724735285776,0.0594291633735124,0.0269566898449347,True,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-11,2016-03-18,5,time_forced,long_ref_short_m,2.5388728229320128,-0.0455703216204301,-0.0186136317754953,0.0269566898449347,False,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-21,2016-03-29,5,time_forced,long_ref_short_m,2.716484648418183,-0.0129180635705919,0.0140386262743427,0.0269566898449347,False,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-31,2016-04-07,5,time_forced,long_ref_short_m,2.6997955145465133,-0.0438926170205857,-0.016935927175651,0.0269566898449347,False,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-08,2016-04-15,5,time_forced,long_ref_short_m,3.0125709900343955,-0.0327433428475827,-0.0057866530026479,0.0269566898449347,False,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-18,2016-04-25,5,time_forced,long_ref_short_m,3.311682690179931,0.0059105425271973,0.032867232372132,0.0269566898449347,True,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-26,2016-05-03,5,time_forced,long_ref_short_m,2.8318148251794586,-0.0278319900225641,-0.0008753001776293,0.0269566898449347,False,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-05-06,2016-05-13,5,time_forced,long_ref_short_m,2.5256040213849307,-0.0591927274439121,-0.0322360375989774,0.0269566898449347,False,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-05-16,2016-05-23,5,time_forced,long_ref_short_m,3.4286068177079025,-0.0459546755382262,-0.0189979856932915,0.0269566898449347,False,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-05-24,2016-06-01,5,time_forced,long_ref_short_m,3.894427845370023,-0.0158600394005416,0.011096650444393,0.0269566898449347,False,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-02,2016-06-09,5,time_forced,long_ref_short_m,3.700648066727384,0.0041864152836304,0.0311431051285651,0.0269566898449347,True,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-10,2016-06-17,5,time_forced,long_ref_short_m,2.9589103480917696,-0.0138097441501896,0.013146945694745,0.0269566898449347,False,0,1328153918.7,22321260.469833333,20.23,8,9
MTDR,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-20,2016-06-27,5,time_forced,long_ref_short_m,2.625152524220713,0.0053787772298885,0.0323354670748233,0.0269566898449347,True,0,1328153918.7,22321260.469833333,20.23,8,9
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-01-05,2016-01-12,5,time_forced,long_ref_short_m,2.87137018656442,-0.1122370969141753,-0.0775369543192647,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-01-13,2016-01-21,5,time_forced,long_ref_short_m,4.158746758699564,0.0022922690874114,0.036992411682322,0.0347001425949105,True,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-01-22,2016-01-29,5,time_forced,long_ref_short_m,3.2462232898849863,0.0028185691211259,0.0375187117160365,0.0347001425949105,True,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-01,2016-02-08,5,time_forced,long_ref_short_m,3.3417930548389045,-0.0579105760117441,-0.0232104334168335,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-09,2016-02-17,5,time_forced,long_ref_short_m,3.719798951692679,-0.0056385619017504,0.02906158069316,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-18,2016-02-25,5,time_forced,long_ref_short_m,3.722997979717881,-0.0647385067092165,-0.0300383641143059,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-26,2016-03-04,5,time_forced,long_ref_short_m,4.192241847154278,0.0554354874476067,0.0901356300425173,0.0347001425949105,True,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-07,2016-03-14,5,time_forced,long_ref_short_m,2.524592566525845,-0.0907467565589724,-0.0560466139640618,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-15,2016-03-22,5,time_forced,long_ref_short_m,4.149651158518498,-0.0359400549167795,-0.001239912321869,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-23,2016-03-31,5,time_forced,long_ref_short_m,4.655315258724468,-0.0400720655495607,-0.0053719229546501,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-01,2016-04-08,5,time_forced,long_ref_short_m,4.747062157041569,-0.0058368934518027,0.0288632491431078,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-11,2016-04-18,5,time_forced,long_ref_short_m,4.084202843913931,-0.0524000537261632,-0.0176999111312526,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-19,2016-04-26,5,time_forced,long_ref_short_m,4.268487783555156,-0.0176710322843297,0.0170291103105808,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-27,2016-05-04,5,time_forced,long_ref_short_m,3.746555822523611,-0.1106165925076299,-0.0759164499127193,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-05-05,2016-05-12,5,time_forced,long_ref_short_m,5.075708127109758,-0.0016743167989717,0.0330258257959388,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-05-13,2016-05-20,5,time_forced,long_ref_short_m,4.448883339116466,-0.0350261791639998,-0.0003260365690892,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-05-23,2016-05-31,5,time_forced,long_ref_short_m,4.512147739087129,0.0207066602559902,0.0554068028509008,0.0347001425949105,True,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-01,2016-06-08,5,time_forced,long_ref_short_m,3.913468428393285,-0.0132840952997621,0.0214160472951484,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-09,2016-06-16,5,time_forced,long_ref_short_m,3.712942683004612,-0.089495731465807,-0.0547955888708964,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-17,2016-06-24,5,time_forced,long_ref_short_m,4.208364966801897,-0.032181714083463,0.0025184285114475,0.0347001425949105,False,0,284912640.0,1648901.8466666664,23.04,2,2
NGS,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-27,2016-07-01,4,period_forced_close,long_ref_short_m,4.175941601809548,-0.0317797712915569,0.0028949738192873,0.0346747451108442,False,0,284912640.0,1648901.8466666664,23.04,2,2
REI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-01-06,2016-01-13,5,time_forced,long_m_short_ref,-2.6025370718455134,0.0363290513238819,0.0712893862975629,0.0349603349736809,True,0,247551286.5,2159177.9508333337,10.5,2,2
REI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-23,2016-03-01,5,time_forced,long_m_short_ref,-2.503911065159566,-0.0539126498329645,-0.0189523148592835,0.0349603349736809,False,0,247551286.5,2159177.9508333337,10.5,2,2
REI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-02,2016-03-09,5,time_forced,long_m_short_ref,-2.682828135128554,-0.0870501294645618,-0.0520897944908808,0.0349603349736809,False,0,247551286.5,2159177.9508333337,10.5,2,2
REI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-10,2016-03-17,5,time_forced,long_m_short_ref,-3.0045320587746165,-0.0094995588670425,0.0254607761066384,0.0349603349736809,False,0,247551286.5,2159177.9508333337,10.5,2,2
REI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-03,2016-06-10,5,time_forced,long_ref_short_m,2.5878011344768947,0.0010966441896721,0.0360741012289104,0.0349774570392382,True,0,247551286.5,2159177.9508333337,10.5,2,2
REI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-17,2016-06-24,5,time_forced,long_ref_short_m,2.803046431838177,-0.0511257839833651,-0.0161483269441269,0.0349774570392382,False,0,247551286.5,2159177.9508333337,10.5,2,2
REI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-06-27,2016-07-01,4,period_forced_close,long_ref_short_m,2.776100773396875,-0.0199105474454828,0.0150411080575603,0.0349516555030432,False,0,247551286.5,2159177.9508333337,10.5,2,2
TTI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-01-15,2016-01-25,5,time_forced,long_ref_short_m,2.750520648863948,0.0192289285686933,0.0522611162610105,0.0330321876923172,True,0,509628856.59999996,5303556.7206666665,6.68,4,5
TTI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-02,2016-02-09,5,time_forced,long_ref_short_m,2.5909498134313425,0.0044144127324772,0.0374466004247944,0.0330321876923172,True,0,509628856.59999996,5303556.7206666665,6.68,4,5
TTI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-02-22,2016-02-29,5,time_forced,long_ref_short_m,2.5812056735029008,0.0176171885439463,0.0506493762362635,0.0330321876923172,True,0,509628856.59999996,5303556.7206666665,6.68,4,5
TTI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-14,2016-03-21,5,time_forced,long_ref_short_m,2.578322505092627,-0.0290843858465659,0.0039478018457512,0.0330321876923172,False,0,509628856.59999996,5303556.7206666665,6.68,4,5
TTI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-03-24,2016-04-01,5,time_forced,long_ref_short_m,2.511488156270233,-0.0518659908302124,-0.0188338031378951,0.0330321876923172,False,0,509628856.59999996,5303556.7206666665,6.68,4,5
TTI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-04,2016-04-11,5,time_forced,long_ref_short_m,2.64138145158642,-0.0455053067684213,-0.0124731190761041,0.0330321876923172,False,0,509628856.59999996,5303556.7206666665,6.68,4,5
TTI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-12,2016-04-19,5,time_forced,long_ref_short_m,2.5475041385263357,-0.0692884860442419,-0.0362562983519247,0.0330321876923172,False,0,509628856.59999996,5303556.7206666665,6.68,4,5
TTI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-20,2016-04-27,5,time_forced,long_ref_short_m,2.722462659165251,-0.0041349653059892,0.0288972223863279,0.0330321876923172,False,0,509628856.59999996,5303556.7206666665,6.68,4,5
TTI,"['AMPY', 'CRK', 'GTE', 'MTDR', 'NGS', 'NOG', 'REI', 'TTI', 'WTI']",basket,13,2016-04-29,2016-05-06,5,time_forced,long_ref_short_m,2.5599956066492457,0.0109863820366256,0.0440185697289428,0.0330321876923172,True,0,509628856.59999996,5303556.7206666665,6.68,4,5
ALTO,"['ALTO', 'GPRE', 'OLN', 'REX', 'TROX']",basket,28,2016-01-11,2016-01-19,5,time_forced,long_m_short_ref,-2.63176505942095,-0.0167311396743926,0.014592219044374,0.0313233587187666,False,0,166584544.71,20061240.947499998,10.33,1,9
ALTO,"['ALTO', 'GPRE', 'OLN', 'REX', 'TROX']",basket,28,2016-01-20,2016-01-27,5,time_forced,long_m_short_ref,-3.4625497154899705,0.0143032276650128,0.0456265863837795,0.0313233587187666,True,0,166584544.71,20061240.947499998,10.33,1,9
