rebalance_date,hold_end,n_universe,n_with_signal,n_pass_filter,n_delisted,ls_ret,ls_gross,ls_cost,ls_ba_cost,ls_borrow_cost,long_ret,short_ret,ls_naive_net,ls_naive_gross,long_scale,short_scale,mean_beta_long,mean_beta_short,actual_turnover,n_active_longs,n_active_shorts,n_carry_longs,n_carry_shorts,n_long,n_short,mkt_ret,ic,mean_r1m_long,mean_r1m_short,sign_ok
2019-01-01,2019-02-01,455,427,34,3,0.025009977415485787,0.02890912577322667,0.0038991483577408914,0.002723555296786933,0.0011755930609539582,0.11694473045037124,-0.10634201382971248,0.001702137336929005,0.03189803321890848,1.0645235830782458,0.9354764169217541,0.949338941183177,1.0802984158055504,0.13707165109034267,13,21,134,153,147,174,0.11090086801442542,0.08427152790619655,-0.0007265593429995094,0.05448109959876566,True
2019-02-01,2019-03-01,434,409,48,3,0.009492871013731571,0.015208943027259135,0.00571607201352756,0.0045432448175938825,0.001172827195933678,0.07171776270211698,-0.06536970192454994,0.04268065170769473,0.07531009634623523,1.022940173594492,0.9770598264055079,1.0106647987066013,1.058123153459485,0.2080745341614907,29,19,124,150,153,169,0.07154594732708282,0.1190949388005415,-0.08288884798959441,0.004483420839476137,True
2019-03-01,2019-04-01,419,397,57,3,-0.01730884411829408,-0.011059635998697224,0.006249208119596858,0.005078975774591961,0.001170232345004896,-0.02966954757763523,0.012788312976817064,0.11099165519175923,0.14183334471643946,1.0100713863555961,0.9899286136444039,1.0232151262553795,1.0440352030151967,0.2222222222222222,31,26,127,140,158,166,-0.009432749343052391,0.008966480030413128,-0.06863310495568671,0.046846070609314096,True
2019-04-01,2019-05-01,440,419,47,3,0.008725581157052263,0.014278161193151846,0.005552580036099582,0.004346035714256726,0.0012065443218428563,0.0008659286819533256,0.00776953820747935,0.0008821096296047944,0.03353133655477257,0.9869467896052944,1.0130532103947059,1.0463020751441934,1.0193388298118913,0.1620795107033639,30,17,139,141,169,158,0.005098883407199297,0.004027262776163668,-0.0657214358165015,0.022065147558495653,True
2019-05-01,2019-06-01,442,422,39,3,-0.004957026411257601,1.1309064653935996e-05,0.004968335475911526,0.0036980621743072884,0.001270273301604238,-0.10744680159286779,0.09110679548607495,0.051904886973302145,0.08452680898700331,0.942670493695415,1.0573295063045847,1.0934659448628006,0.9748882216344803,0.13213213213213212,19,20,153,141,172,161,-0.09783430792707172,0.1123683705543171,-0.04028340799599812,0.02944114900537892,True
2019-06-01,2019-07-01,472,454,62,3,-0.00847209190420313,-0.001954500240717097,0.006517591663486024,0.005275649745632157,0.0012419419178538664,0.0685497316614217,-0.07497526365920061,-0.06390447503761243,-0.03216098663282857,0.9857407422180897,1.0142592577819103,1.052466981159645,1.0228741568868371,0.21238938053097345,35,27,143,134,178,161,0.08013819607652531,0.025865424427655246,-0.07491807008785155,0.04621293404750698,True
2019-07-01,2019-08-01,448,434,39,3,-0.03973800226603715,-0.03512705632856883,0.004610945937468332,0.003379110540290408,0.0012318353971779235,-0.04128402179190192,7.402819658294205e-05,-0.16629444074863545,-0.13334492333159167,0.9644085896290646,1.0355914103709356,1.0787710204037764,1.004620188909894,0.1636904761904762,23,16,153,144,176,160,-0.025201005272539895,-0.11396092802993464,-0.034698602026675705,0.019547982942431742,True
2019-08-01,2019-09-01,448,437,50,2,-0.01593998190910941,-0.010245923109837747,0.0056940587992716715,0.004425646132831874,0.0012684126664397977,-0.06266418945373989,0.04078779838359964,-0.03764040451736606,-0.0059566512981283695,0.9426167704929477,1.0573832295070522,1.0915130158680233,0.9730421717092985,0.16715542521994134,25,25,153,138,178,163,-0.058442193128365114,-0.08700483635007272,-0.04498962348837504,0.05462915402419479,True
2019-09-01,2019-10-01,458,445,62,3,0.023180472933605718,0.029893433689580938,0.006712960755975219,0.005371264923259722,0.0013416958327154968,0.050986254250349,-0.020925577710221042,0.018642592299235615,0.05144355083918898,0.9043244565053673,1.0956755434946328,1.111628819355203,0.9174916186344735,0.1924198250728863,34,28,144,137,178,165,0.0317964041361307,0.12051798013308507,-0.055115132880120384,0.05020401637502116,True
2019-10-01,2019-11-01,445,432,52,3,0.009086369616333995,0.015091646438270656,0.006005276821936667,0.0047077434087415175,0.0012975334131951493,0.06986278355854805,-0.054348446246808985,-0.014955192265262783,0.01736466552931718,0.948249705719218,1.0517502942807821,1.0798782043807087,0.9736096058968463,0.24188790560471976,21,31,145,142,166,173,0.05902010184863621,-0.0066823667679403575,-0.025213001283957728,0.05453819925234768,True
2019-11-01,2019-12-01,417,407,46,3,0.013398279646406195,0.018731670969463137,0.005333391323056943,0.004028637660576047,0.0013047536624808962,0.040706128039651006,-0.023346336767491857,-0.032757989795775835,-0.0007903465803036913,0.9381520814588359,1.0618479185411642,1.0877390500967625,0.9610271264969049,0.18862275449101795,21,25,141,147,162,172,0.03074383288311761,-0.047001120593589366,-0.014364305280698481,0.04026807098328866,True
2019-12-01,2020-01-01,422,416,57,3,-0.02141387405125548,-0.015044662656537755,0.006369211394717723,0.005130851219716832,0.0012383601750008916,0.05654922102696756,-0.07288814093570958,0.046100378748105186,0.0783394729798258,0.9607922004469096,1.0392077995530904,1.0716116090617709,0.9907509127026264,0.21893491124260356,31,26,130,151,161,177,0.06336923016017205,0.10085844206932877,-0.04255202533527399,0.06591818104801621,True
2020-01-01,2020-02-01,418,415,46,3,-0.0045894187711456105,0.0005954108849453854,0.005184829656091002,0.004016822142230734,0.0011680075138602681,-0.051126765819843385,0.04805036464243895,0.07572830993913501,0.10702908195433851,1.0152557105321431,0.9847442894678569,1.0188899378258562,1.0504593312650083,0.1834319526627219,21,25,139,153,160,178,-0.04749601616583856,0.2093524600072531,-0.04343846942884904,0.05399456135904344,True
2020-02-01,2020-03-01,432,429,52,3,-0.0037541222025434806,0.0022186571362597107,0.0059727793388031705,0.004704063137986216,0.0012687162008169545,-0.09967838668843276,0.08924785329704524,-0.03790042829277732,-0.004939221717083116,0.9646612816231496,1.0353387183768503,1.0559735550988518,0.9838874804361694,0.2,33,19,140,148,173,167,-0.09332875947841829,-0.08165647809255275,-0.0803539940221427,0.01309516342628001,True
2020-03-01,2020-04-01,461,458,64,3,0.051386790259424664,0.058286324019904856,0.00689953376048027,0.005513425167295607,0.0013861085931846638,-0.3008321733924515,0.3009885141785232,0.017088666423351495,0.05059188275696319,0.9148742299303043,1.0851257700696957,1.0804632710300364,0.9109432568245922,0.21264367816091953,32,32,143,141,175,173,-0.30189397200415957,0.009676610078161197,-0.037383147442170916,0.10575220884560842,True
2020-04-01,2020-05-01,512,509,95,3,0.058050024550839796,0.06804589611465578,0.009995871563815985,0.008549245704072995,0.001446625859742991,0.3212552754747188,-0.2262422276970265,0.13059766291190378,0.1639210278477947,0.9324873209234389,1.067512679076561,1.0584216242673508,0.9245461568421449,0.34285714285714286,48,47,125,130,173,177,0.2670407239824795,0.39122074088364056,-0.07462104252749958,0.13946758039974302,True
2020-05-01,2020-06-01,483,480,76,3,-0.03726849006218913,-0.029489454549369798,0.0077790355128193435,0.006416205990071266,0.0013628295227480775,0.13506102825192262,-0.1557540060995321,-0.014041501256714661,0.0184742683009739,0.9430032486059581,1.056996751394042,1.0517097245419258,0.9382864096086414,0.25885558583106266,39,37,138,153,177,190,0.1409748702527564,0.004111725856875624,-0.07010273605131655,0.06577392225588254,True
