year,n_quarters,ann_return_net,ann_return_gross
2015,4,-0.015631080092730842,0.06334095640886628
2016,4,-0.10454621659366536,-0.04259203237314435
2017,4,-0.12323504734670754,-0.06203031508041812
2018,4,-0.12670136610233074,-0.06168219613413717
2019,4,-0.18841363664690247,-0.12598496183707186
2020,4,-0.050888376583540285,0.025303458174363858
