year,n_quarters,ann_return_net,ann_return_gross
2015,4,-0.04474336560625669,0.04448926745214021
2016,4,-0.08329213039907757,-0.0065322176410166355
2017,4,-0.0031564737408840138,0.07416763851849528
2018,4,0.021477289912005704,0.10329275850775721
2019,4,-0.11405185261136941,-0.04241230521303074
2020,4,0.13168352277031437,0.22486718442383657
