year,n_quarters,ann_return_net,ann_return_gross
2015,4,-0.016867647886309678,0.0399382956712897
2016,4,-0.11933617891242132,-0.08990462095762108
2017,4,0.046456823521502155,0.08092676639794694
2018,4,0.4548416903404271,0.5044439093170634
2019,4,-0.16219867761092532,-0.13028383256256593
2020,4,-0.1541835846521441,-0.11474087051992188
