hold_months,rebalance_date,hold_end,n_universe,n_delisted,ls_ret,ls_gross,ls_cost,ls_ba_cost,ls_borrow_cost,long_scale,short_scale,mean_beta_long,mean_beta_short,long_turnover,short_turnover,avg_turnover,mkt_ret,ic,n_long
1,2016-03-01,2016-04-01,412,1,0.03514042907689617,0.052751817351499794,0.01761138827460362,0.016740051402260318,0.000871336872343301,1.3583578536574106,0.6416421463425894,0.6150672778155419,1.3020987977656013,0.6097560975609756,0.6097560975609756,0.6097560975609756,0.0760111994505304,-0.05599635754714229,82
1,2016-04-01,2016-05-01,402,1,-0.06413964111574724,-0.048608245534341656,0.015531395581405576,0.014703619212940503,0.0008277763684650725,1.4080445567471962,0.5919554432528039,0.6317017276196235,1.5025863672694553,0.5875,0.5625,0.575,0.025974445227640162,-0.19724845728694723,80
1,2016-05-01,2016-06-01,398,1,-0.0007475477204831656,0.015067771807774034,0.015815319528257203,0.014973843972538883,0.0008414755557183181,1.3639330988838823,0.6360669011161176,0.6497293300463681,1.3932297640560818,0.6,0.525,0.5625,0.00998169405406357,0.04979038222031559,80
1,2016-06-01,2016-07-01,395,1,0.007944592157891686,0.02652059176666369,0.018575999608772004,0.01763987435890969,0.0009361252498623132,1.309304816401493,0.6906951835985069,0.6758255811269096,1.28111750223404,0.6708860759493671,0.6708860759493671,0.6708860759493671,0.013258145616808622,0.06729644622602791,79
1,2016-07-01,2016-08-01,414,1,0.04393382329509338,0.062222058936126895,0.01828823564103351,0.017240971034993932,0.001047264606039578,1.2151395501803475,0.7848604498196524,0.7697584119475868,1.1917582172174173,0.6506024096385542,0.6506024096385542,0.6506024096385542,0.048299711498420675,0.10124603562587393,83
1,2016-08-01,2016-09-01,403,1,-0.049685762277943475,-0.03290711810797771,0.016778644169965752,0.015856608444597194,0.0009220357253685601,1.276092970611608,0.723907029388392,0.7027000525379379,1.2387096147549153,0.6049382716049383,0.5802469135802469,0.5925925925925926,0.03078177234094376,-0.0846532921427774,81
1,2016-09-01,2016-10-01,396,1,-0.03312893284918883,-0.01429654823482547,0.018832384614363356,0.017881590731329656,0.0009507938830336991,1.2803961360020206,0.7196038639979793,0.6786306000949883,1.2074921239400065,0.6708860759493671,0.6708860759493671,0.6708860759493671,0.03611781166436862,-0.08295614179656002,79
1,2016-10-01,2016-11-01,387,1,0.036454341388639316,0.054346033337331096,0.01789169194869178,0.01689737362629569,0.0009943183223960902,1.2558212276975464,0.7441787723024538,0.7463061821731828,1.259411287741061,0.6363636363636364,0.6883116883116883,0.6623376623376623,-0.08943608746123162,0.31624890653388066,77
1,2016-11-01,2016-12-01,404,1,0.03160458781255446,0.04905206952900276,0.017447481716448315,0.01638721421080102,0.001060267505647296,1.2001129995191242,0.7998870004808757,0.7808408766063084,1.1715370871232755,0.5555555555555556,0.691358024691358,0.6234567901234568,0.12362283173601395,0.05321148443816085,81
1,2016-12-01,2017-01-01,387,1,0.03171458718861753,0.04988565587010578,0.018171068681488257,0.017387756417293183,0.0007833122641950719,1.3763564910092516,0.6236435089907483,0.6495858781350112,1.4336102708515976,0.6493506493506493,0.7272727272727273,0.6883116883116883,0.022156406461213116,0.12367841698019111,77
1,2017-01-01,2017-02-01,384,1,-0.07766580483579597,-0.057173091776423976,0.020492713059372,0.01948753810696357,0.0010051749524084312,1.2688728724295855,0.7311271275704146,0.7295925387502161,1.2662095898746701,0.6883116883116883,0.7532467532467533,0.7207792207792207,0.002499738214380113,-0.09036729193374309,77
1,2017-02-01,2017-03-01,391,1,-0.017271438251542905,0.0015815379295677223,0.018852976181110634,0.017805878098186796,0.0010470980829238368,1.2177898933708724,0.7822101066291277,0.7394364254940602,1.151197354937652,0.6282051282051282,0.6666666666666666,0.6474358974358974,0.03806840003988744,0.016951298272395807,78
1,2017-03-01,2017-04-01,393,1,-0.04035194969506465,-0.0223097934729903,0.018042156222074345,0.01712026698360576,0.0009218892384685837,1.2452933186321486,0.7547066813678515,0.7399651292310988,1.2209692244703032,0.6582278481012658,0.6835443037974683,0.6708860759493671,-0.0009063470356434067,-0.028858805390538336,79
1,2017-04-01,2017-05-01,404,1,0.05284687215619918,0.07198548774863939,0.019138615592440216,0.018075924494504136,0.0010626910979360795,1.2112350006706505,0.7887649993293494,0.7565200023515363,1.1617192780292371,0.691358024691358,0.6666666666666666,0.6790123456790123,0.028886138011818246,0.21979128044550333,81
1,2017-05-01,2017-06-01,406,1,-0.035801017550088694,-0.018790984516603264,0.01701003303348543,0.016035172412166232,0.0009748606213192001,1.2156963449660385,0.7843036550339615,0.758008867638407,1.1749385635592307,0.6172839506172839,0.654320987654321,0.6358024691358024,-0.013063176850316667,0.034969395966326845,81
1,2017-06-01,2017-07-01,428,2,-0.016160924465528678,0.00455808128175705,0.020719005747285725,0.019567810855420694,0.0011511948918650305,1.1333810092872114,0.8666189907127886,0.8437080922165006,1.1034176949129877,0.6627906976744186,0.8023255813953488,0.7325581395348837,0.022783107124102673,-0.015123418679135291,86
1,2017-07-01,2017-08-01,428,2,0.024127047887075415,0.041878224393037476,0.01775117650596206,0.01668351790157559,0.0010676586043864694,1.208532033759654,0.7914679662403462,0.7963195238162512,1.2159401197393838,0.5813953488372093,0.686046511627907,0.6337209302325582,-0.017141329398491268,0.1302855377754547,86
1,2017-08-01,2017-09-01,417,2,-0.0791054591828515,-0.06136784899745197,0.01773761018539953,0.01668755938029476,0.0010500508051047718,1.1983653718224208,0.8016346281775791,0.7363821449928254,1.1008192909453962,0.6506024096385542,0.6265060240963856,0.6385542168674698,0.002135610394835376,-0.11342009203622685,83
1,2017-09-01,2017-10-01,414,2,0.017538892395944,0.03604915737556398,0.018510264979619977,0.01749621243122841,0.0010140525483915677,1.23140230593664,0.7685976940633599,0.7764943683512017,1.244053895971826,0.6506024096385542,0.7349397590361446,0.6927710843373494,0.07865054518821839,0.04089970005622581,83
1,2017-10-01,2017-11-01,390,2,0.01076456233934877,0.02820082943583755,0.017436267096488777,0.016466491779682922,0.0009697753168058536,1.3005123564672347,0.6994876435327652,0.7054162843628903,1.3115350967942734,0.5769230769230769,0.6666666666666666,0.6217948717948718,-0.031035293391350114,0.21414764629534863,78
1,2017-11-01,2017-12-01,405,2,-0.01625681193300708,0.00374199560658834,0.019998807539595417,0.018974739957500042,0.0010240675820953767,1.211545673675198,0.7884543263248023,0.8030155978406707,1.2339206482542489,0.7654320987654321,0.6790123456790124,0.7222222222222222,0.042268149705653096,-0.08695993354847671,81
1,2017-12-01,2018-01-01,406,2,-0.06281578162364682,-0.04376115417940865,0.019054627444238165,0.01806480486549753,0.000989822578740633,1.2502383385796143,0.7497616614203857,0.7309988111611743,1.2189510162982182,0.6419753086419753,0.7530864197530864,0.6975308641975309,0.021415783634382388,-0.04036107309353554,81
1,2018-01-01,2018-02-01,417,2,-0.03084869653341072,-0.014205072890639105,0.016643623642771617,0.015675302974107456,0.0009683206686641587,1.2813839197257504,0.7186160802742495,0.688783786229827,1.2281891430899916,0.5301204819277109,0.6626506024096386,0.5963855421686748,0.009836621342847287,0.01298195267396104,83
1,2018-02-01,2018-03-01,419,2,-0.018141672827120398,0.0005257268589704198,0.018667399686090814,0.01775020940975312,0.0009171902763376933,1.2892168979748655,0.7107831020251344,0.7187783107068194,1.3037185906936368,0.6547619047619048,0.7023809523809523,0.6785714285714286,-0.03905615722561217,0.06191171050886986,84
1,2018-03-01,2018-04-01,426,2,0.004110944297340879,0.024579384474348476,0.020468440177007594,0.019490449371323215,0.00097799080568438,1.2062187378282923,0.7937812621717076,0.8315355062509282,1.2635895511885196,0.7647058823529411,0.6823529411764706,0.7235294117647059,0.017655999450050617,0.04732601837155728,85
1,2018-04-01,2018-05-01,429,2,-0.008407143556115354,0.009683288321802472,0.01809043187791783,0.017089690451585315,0.001000741426332515,1.2602380924429442,0.739761907557056,0.7312855925729775,1.2457980747597457,0.6162790697674418,0.6976744186046512,0.6569767441860466,0.04629947219879031,-0.043757582765720796,86
1,2018-05-01,2018-06-01,422,2,-0.006272180269687774,0.012063530411867987,0.018335710681555744,0.017384297923459323,0.0009514127580964198,1.2626321020645608,0.7373678979354393,0.7455738842790429,1.276683624805851,0.6235294117647059,0.7058823529411765,0.6647058823529413,0.10437888235831967,-0.018935599911293496,85
1,2018-06-01,2018-07-01,429,2,-0.015584787589649223,0.00274790847709098,0.018332696066740203,0.017328614661431162,0.0010040814053090415,1.18947362225016,0.8105263777498398,0.7983668456734814,1.1716291164317485,0.6511627906976745,0.7325581395348837,0.6918604651162791,0.005427655456351027,0.03378757245417157,86
1,2018-07-01,2018-08-01,442,2,0.007880483435709192,0.026304165250893068,0.018423681815183873,0.017390159704443672,0.0010335221107402013,1.181293341748285,0.8187066582517151,0.7508256757430452,1.0833494055892001,0.6404494382022472,0.6966292134831461,0.6685393258426966,0.000993972232533612,0.11900401933684034,89
1,2018-08-01,2018-09-01,435,2,-0.04679885915009023,-0.028729060054973693,0.01806979909511654,0.01708371750305828,0.0009860815920582598,1.2152328606253955,0.7847671393746044,0.790903826563848,1.2247356845250947,0.632183908045977,0.6551724137931034,0.6436781609195402,0.0552411489856601,-0.13484254377780075,87
1,2018-09-01,2018-10-01,424,3,-0.023201585471826686,-0.003715851732399786,0.019485733739426896,0.018493952217403624,0.0009917815220232714,1.2679536744740714,0.7320463255259286,0.7173320528661855,1.2424675605007094,0.6470588235294118,0.7647058823529411,0.7058823529411764,-0.03136911088910644,0.06292067920353465,85
1,2018-10-01,2018-11-01,426,3,-0.022570686481947044,-0.005749521219090253,0.016821165262856798,0.015896663971452514,0.0009245012914042856,1.3236645536571165,0.6763354463428835,0.6977910268943427,1.3656555384674907,0.6,0.6352941176470588,0.6176470588235294,-0.09135682881856161,0.14191290357790665,85
1,2018-11-01,2018-12-01,438,3,0.008626198136384395,0.025562488173138692,0.016936290036754294,0.016144266891620615,0.000792023145133678,1.3451779597304192,0.6548220402695808,0.6161686156561406,1.2657735847086267,0.5568181818181818,0.7045454545454546,0.6306818181818181,-0.01517872090432184,0.08694171413559393,88
1,2018-12-01,2019-01-01,439,3,-0.045205550090580235,-0.026937803887959966,0.018267746202620245,0.017378012332778085,0.0008897338698421606,1.2916111306543565,0.7083888693456435,0.6889285123744731,1.2561289050602575,0.6477272727272727,0.6818181818181818,0.6647727272727273,-0.13931032640969426,0.22117694992865938,88
1,2019-01-01,2019-02-01,455,3,0.04046076899464758,0.06141187635436755,0.020951107359719976,0.020015141985970847,0.0009359653737491297,1.2894906050733168,0.7105093949266831,0.728642365413524,1.3223998040956126,0.7252747252747253,0.7032967032967034,0.7142857142857143,0.11090086801442542,0.0005981648924335508,91
1,2019-02-01,2019-03-01,434,3,0.007472077810745589,0.026478160692903777,0.019006082882158187,0.018045509706749507,0.0009605731754086814,1.2714231508845657,0.7285768491154345,0.6949669607907366,1.2127712870948402,0.6436781609195402,0.6781609195402298,0.6609195402298851,0.07154594732708282,-0.01237777184955623,87
1,2019-03-01,2019-04-01,419,3,-0.08909675296216191,-0.06912517401022303,0.01997157895193888,0.01911341141675263,0.0008581675351862491,1.2826030156741202,0.7173969843258797,0.7354602265952178,1.3148975046581737,0.6904761904761905,0.7380952380952381,0.7142857142857143,-0.009432749343052391,-0.0487458972650186,84
1,2019-04-01,2019-05-01,440,3,0.019141495720243217,0.03813169320754828,0.018990197487305058,0.018016247582985583,0.0009739499043194736,1.272088089983505,0.7279119100164949,0.7269796651384658,1.2704589126201864,0.7045454545454546,0.6931818181818182,0.6988636363636365,0.005098883407199297,0.14471685566642378,88
1,2019-05-01,2019-06-01,442,3,-0.027986902638976657,-0.008898865191243166,0.01908803744773351,0.018014973098881004,0.001073064348852503,1.1857367345699943,0.8142632654300056,0.736058557945267,1.0718544087696458,0.6179775280898876,0.7078651685393258,0.6629213483146067,-0.09783430792707172,0.11800329761309752,89
1,2019-06-01,2019-07-01,472,3,-0.03660242268901409,-0.016914070678036824,0.019688352010977257,0.018607110818448472,0.0010812411925287839,1.1740964981267434,0.8259035018732567,0.766247941832264,1.0892907260491869,0.631578947368421,0.7684210526315789,0.7,0.08013819607652531,-0.1297980557682707,95
1,2019-07-01,2019-08-01,448,3,0.014091642513709817,0.031262410617560125,0.017170768103850306,0.016162188557382506,0.0010085795464678002,1.2882371261301953,0.7117628738698047,0.6866416065034033,1.2427695266459873,0.5222222222222223,0.6444444444444445,0.5833333333333334,-0.025201005272539895,0.13522231479432653,90
1,2019-08-01,2019-09-01,448,2,-0.0012756390185819574,0.01771049860747395,0.018986137626055905,0.017984030113631172,0.001002107512424732,1.1987468155452894,0.8012531844547107,0.7279365315952759,1.089058509967448,0.6555555555555556,0.7111111111111111,0.6833333333333333,-0.058442193128365114,0.08389323051067628,90
1,2019-09-01,2019-10-01,458,3,0.029768517818126467,0.05240973724282817,0.022641219424701712,0.021569255914323047,0.0010719635103786645,1.1975247048038653,0.8024752951961346,0.7655793970863697,1.142465378047182,0.717391304347826,0.8369565217391305,0.7771739130434783,0.0317964041361307,0.12221411306394835,92
1,2019-10-01,2019-11-01,445,3,0.05779936781829777,0.07661012984737861,0.01881076202908084,0.017950223092425728,0.0008605389366551105,1.3525993328845671,0.6474006671154326,0.6756347755234298,1.411588206602299,0.6741573033707865,0.6966292134831461,0.6853932584269663,0.05902010184863621,0.08783624799762714,89
1,2019-11-01,2019-12-01,417,3,-0.046522361277066285,-0.030088060464768668,0.01643430081229762,0.015495289770540072,0.000939011041757548,1.2365251056198499,0.7634748943801499,0.7378610658552868,1.195040909799961,0.5119047619047619,0.6904761904761905,0.6011904761904762,0.03074383288311761,-0.09395865534462104,84
1,2019-12-01,2020-01-01,422,3,-0.021945447313158638,-0.006261617753290261,0.01568382955986838,0.014830749686447625,0.0008530798734207552,1.3293053554864338,0.6706946445135663,0.6205624897136998,1.2299442790223896,0.5411764705882353,0.6352941176470588,0.588235294117647,0.06336923016017205,-0.052397250814839896,85
1,2020-01-01,2020-02-01,418,3,-0.050104396361282624,-0.03303236524740169,0.017072031113880927,0.016201280027437384,0.0008707510864435433,1.370078052437034,0.6299219475629659,0.6455248294379516,1.4040142664305124,0.5595238095238095,0.7023809523809523,0.6309523809523809,-0.04749601616583856,0.12176381456483691,84
1,2020-02-01,2020-03-01,432,3,-0.1126205012482226,-0.09487590327644599,0.017744597971776587,0.016579723977925592,0.0011648739938509938,1.1634204564946626,0.8365795435053375,0.8431663199814334,1.1725806021785248,0.5977011494252874,0.5977011494252874,0.5977011494252874,-0.09332875947841829,-0.08348817477055659,87
1,2020-03-01,2020-04-01,461,3,-0.038708645862520735,-0.01982551529175952,0.018883130570761204,0.017724027200534866,0.0011591033702263358,1.1490027142848847,0.8509972857151156,0.7324829053739418,0.9889865227181045,0.6521739130434783,0.6195652173913043,0.6358695652173914,-0.30189397200415957,0.14305323625882183,92
1,2020-04-01,2020-05-01,512,3,-0.1009275584675797,-0.07896933459345581,0.021958223874123918,0.02096091687219898,0.0009973070019249383,1.227150442675754,0.7728495573242463,0.7982426152809681,1.2674701944530182,0.7184466019417476,0.7766990291262136,0.7475728155339806,0.2670407239824795,-0.21152526815955558,103
1,2020-05-01,2020-06-01,483,3,0.011409725777395463,0.02943299525497023,0.018023269477574783,0.017078993302103457,0.000944276175471326,1.2737126910503032,0.7262873089496967,0.7338771642492962,1.2870232568542346,0.5876288659793815,0.6185567010309279,0.6030927835051547,0.1409748702527564,-0.13636172570849628,97
1,2020-06-01,2020-07-01,472,3,-0.05094638780822137,-0.032383451337789845,0.018562936470431522,0.01739180541720282,0.0011711310532287022,1.151360964009552,0.8486390359904481,0.7801662541255701,1.0584629416550286,0.5684210526315789,0.6526315789473685,0.6105263157894737,0.06496287588136004,-0.091056990682069,95
1,2020-07-01,2020-08-01,492,3,-0.023863171779465495,-0.005561561002122399,0.01830161077734309,0.01717030703822499,0.0011313037391181,1.197655870084964,0.8023441299150361,0.7604421534430239,1.1351089575834894,0.5757575757575758,0.6161616161616161,0.595959595959596,0.04941898837279665,0.05532461497914719,99
1,2020-08-01,2020-09-01,493,3,-0.02870247185360473,-0.009947040347705782,0.018755431505898954,0.01762322968218391,0.001132201823715042,1.159050565931024,0.8409494340689762,0.7995914716150002,1.1020483636034781,0.5858585858585859,0.6363636363636364,0.6111111111111112,0.054085288036903885,-0.04745206927081975,99
1,2020-09-01,2020-10-01,489,3,-0.0671177404111604,-0.048396423182654934,0.018721317228505476,0.01765675617997437,0.001064561048531105,1.2373458752658137,0.7626541247341861,0.748203398596621,1.2139007173613126,0.5918367346938775,0.6836734693877551,0.6377551020408163,-0.03386413894548874,-0.06796244775339275,98
1,2020-10-01,2020-11-01,489,3,0.011738515875311262,0.030380743424316955,0.018642227549005692,0.017554387240531506,0.0010878403084741877,1.2359603764293752,0.7640396235706249,0.752020210400215,1.2165169889815686,0.6122448979591837,0.6224489795918368,0.6173469387755102,0.002932466745201118,0.11246333179857544,98
1,2020-11-01,2020-12-01,476,3,-0.05198385269803718,-0.03511424324255255,0.016869609455484626,0.015842111865682115,0.0010274975898025113,1.2192375412237688,0.7807624587762312,0.708015871767562,1.105636574783999,0.5052631578947369,0.7052631578947368,0.6052631578947368,0.2234120098800691,-0.12280202204872584,95
1,2020-12-01,2021-01-01,460,4,-0.020448179749798692,-0.002023917821208976,0.018424261928589713,0.017597558318015825,0.000826703610573887,1.3266542948470144,0.6733457051529855,0.7185893501121958,1.4157952449419327,0.5869565217391305,0.7717391304347826,0.6793478260869565,0.09192094043193229,-0.06172065498834945,92
2,2015-01-01,2015-03-01,361,0,-0.007508380789952987,0.01834446477837015,0.025852845568323138,0.024156839772638442,0.0016960057956846967,1.3303744104816326,0.6696255895183675,0.6986459114332337,1.3880303517476262,1.0,1.0,1.0,0.02655185854787441,0.07254506774014687,73
2,2015-03-01,2015-05-01,362,0,-0.03143766231661738,-0.012442889276280976,0.018994773040336404,0.017161380298069566,0.0018333927422668377,1.2875625182817796,0.7124374817182204,0.7148539561568642,1.2919297252205273,0.6301369863013698,0.7123287671232876,0.6712328767123288,0.005120569032858403,0.02347873413235409,73
2,2015-05-01,2015-07-01,369,1,0.047714676206003885,0.06798527028632537,0.020270594080321475,0.017753764472564076,0.0025168296077573995,1.0521043082306956,0.9478956917693044,0.8725974361424096,0.9685280035431614,0.6216216216216216,0.7162162162162162,0.6689189189189189,0.017618351270762684,0.09829946595588165,74
2,2015-07-01,2015-09-01,391,1,-0.05930000258741251,-0.039539547982010176,0.01976045460540233,0.017595435973620656,0.0021650186317816716,1.2154761491218995,0.7845238508781004,0.7666227175774681,1.187741618750622,0.6708860759493671,0.6835443037974683,0.6772151898734178,-0.12030806628931663,0.0954152898617641,79
2,2015-09-01,2015-11-01,417,1,0.017050939968924428,0.03614124225898391,0.019090302290059483,0.01717897647247911,0.001911325817580372,1.307803355821461,0.6921966441785391,0.686554458502562,1.2971432790596509,0.5833333333333334,0.7142857142857143,0.6488095238095238,0.02054438507070697,0.22803657196003627,84
2,2015-11-01,2016-01-01,401,1,-0.0010642263391532625,0.01617909860153157,0.017243324940684833,0.015544224900948384,0.0016991000397364483,1.3756403624858333,0.6243596375141666,0.6221571603567202,1.3707876841684148,0.5625,0.675,0.61875,-0.03277243243778623,0.14342161937507084,80
2,2016-01-01,2016-03-01,412,1,0.07285540757325806,0.09116986967262214,0.018314462099364073,0.01648017682312097,0.0018342852762431021,1.3244023917685297,0.6755976082314702,0.6932331316515182,1.358974049680023,0.6097560975609756,0.6463414634146342,0.6280487804878049,-0.05727619968773152,0.2615245458577763,82
2,2016-03-01,2016-05-01,412,1,-0.021827355496456494,-0.0037211316589985943,0.018106223837457892,0.01636355009277129,0.001742673744686602,1.3583578536574106,0.6416421463425894,0.6150672778155419,1.3020987977656013,0.573170731707317,0.6341463414634146,0.6036585365853658,0.10645110188148536,-0.1423307668578042,82
2,2016-05-01,2016-07-01,398,1,0.005452575628663879,0.02281883651650248,0.0173662608878386,0.015683309776401963,0.0016829511114366362,1.3639330988838823,0.6360669011161176,0.6497293300463681,1.3932297640560818,0.575,0.6375,0.60625,0.02567249693689837,0.07813878726712277,80
2,2016-07-01,2016-09-01,414,1,0.03600325404257066,0.05438092256547742,0.018377668522906766,0.016283139310827612,0.002094529212079156,1.2151395501803475,0.7848604498196524,0.7697584119475868,1.1917582172174173,0.6144578313253012,0.6144578313253012,0.6144578313253012,0.0816959905328485,0.019550458872624885,83
2,2016-09-01,2016-11-01,396,1,-0.005308938743665441,0.01495353572498452,0.02026247446864996,0.018360886702582565,0.0019015877660673983,1.2803961360020206,0.7196038639979793,0.6786306000949883,1.2074921239400065,0.6835443037974683,0.6962025316455697,0.689873417721519,-0.06057021473548324,0.15138498876519124,79
2,2016-11-01,2017-01-01,404,1,0.06872786627414004,0.08909274779198689,0.020364881517846847,0.018244346506552253,0.002120535011294592,1.2001129995191242,0.7998870004808757,0.7808408766063084,1.1715370871232755,0.6666666666666666,0.7160493827160493,0.691358024691358,0.1462924505421095,0.1036830698281195,81
2,2017-01-01,2017-03-01,384,1,-0.05812505405445643,-0.037642274000936934,0.020482780053519493,0.01847243014870263,0.0020103499048168623,1.2688728724295855,0.7311271275704146,0.7295925387502161,1.2662095898746701,0.6623376623376623,0.7012987012987013,0.6818181818181819,0.043279047294476646,-0.04307310094573794,77
2,2017-03-01,2017-05-01,393,1,-0.009326238748050256,0.01091820966012315,0.02024444840817341,0.018400669931236242,0.0018437784769371674,1.2452933186321486,0.7547066813678515,0.7399651292310988,1.2209692244703032,0.6708860759493671,0.7848101265822784,0.7278481012658228,0.01204333381424457,0.048051182271117196,79
2,2017-05-01,2017-07-01,406,1,-0.035433925580087275,-0.016401136931154265,0.019032788648933013,0.017083067406294613,0.0019497212426384002,1.2156963449660385,0.7843036550339615,0.758008867638407,1.1749385635592307,0.6419753086419753,0.7160493827160493,0.6790123456790123,0.014088237647605563,0.03242585926652606,81
2,2017-07-01,2017-09-01,428,2,-0.04244861864812881,-0.021185580017132655,0.021263038630996146,0.019127721422223208,0.002135317208772939,1.208532033759654,0.7914679662403462,0.7963195238162512,1.2159401197393838,0.6627906976744186,0.7906976744186046,0.7267441860465116,-0.01342109625136155,-0.013375540456356461,86
2,2017-09-01,2017-11-01,414,2,0.09264627690381541,0.10969341802186774,0.017047141118052334,0.015019036021269198,0.0020281050967831354,1.23140230593664,0.7685976940633599,0.7764943683512017,1.244053895971826,0.5301204819277109,0.6626506024096386,0.5963855421686748,0.0626925832377436,0.23793968351066538,83
2,2017-11-01,2018-01-01,405,2,-0.040856353821037465,-0.01995923457401625,0.020897119247021218,0.018848984082830464,0.0020481351641907534,1.211545673675198,0.7884543263248023,0.8030155978406707,1.2339206482542489,0.7037037037037037,0.7407407407407407,0.7222222222222222,0.06359687317172706,-0.09215575296913488,81
2,2018-01-01,2018-03-01,417,2,-0.08597541753798327,-0.06588054482532174,0.020094872712661544,0.018158231375333227,0.0019366413373283174,1.2813839197257504,0.7186160802742495,0.688783786229827,1.2281891430899916,0.6385542168674698,0.7349397590361446,0.6867469879518072,-0.029459423562594216,0.012804187654503495,83
2,2018-03-01,2018-05-01,426,2,-0.014621102892959925,0.005254105906712346,0.01987520879967227,0.01791922718830351,0.00195598161136876,1.2062187378282923,0.7937812621717076,0.8315355062509282,1.2635895511885196,0.6705882352941176,0.6705882352941176,0.6705882352941176,0.03633415359075507,0.06495749596477235,85
