rebalance_date,hold_end,n_universe,n_with_signal,n_delisted,long_ret,short_ret,ls_ret,ls_gross,ls_cost,ls_ba_cost,ls_borrow_cost,long_scale,short_scale,mean_beta_long,mean_beta_short,long_turnover,short_turnover,avg_turnover,mkt_ret,ic,n_long,n_short
2019-06-01,2019-07-01,472,471,3,0.05381700526730868,-0.12082377649046865,-0.03660242268901409,-0.016914070678036824,0.019688352010977257,0.018607110818448472,0.0010812411925287839,1.1740964981267434,0.8259035018732567,0.766247941832264,1.0892907260491869,0.631578947368421,0.7684210526315789,0.7,0.08013819607652531,-0.1297980557682707,95,95
2019-07-01,2019-08-01,448,447,3,-0.011188156708247854,0.040047946310067514,0.014091642513709817,0.031262410617560125,0.017170768103850306,0.016162188557382506,0.0010085795464678002,1.2882371261301953,0.7117628738698047,0.6866416065034033,1.2427695266459873,0.5222222222222223,0.6444444444444445,0.5833333333333334,-0.025201005272539895,0.13522231479432653,90,90
2019-08-01,2019-09-01,448,447,2,-0.04259585539803149,0.0621351751994815,-0.0012756390185819574,0.01771049860747395,0.018986137626055905,0.017984030113631172,0.001002107512424732,1.1987468155452894,0.8012531844547107,0.7279365315952759,1.089058509967448,0.6555555555555556,0.7111111111111111,0.6833333333333333,-0.058442193128365114,0.08389323051067628,90,90
2019-09-01,2019-10-01,458,457,3,0.04117066234233557,-0.024342640286744432,0.029768517818126467,0.05240973724282817,0.022641219424701712,0.021569255914323047,0.0010719635103786645,1.1975247048038653,0.8024752951961346,0.7655793970863697,1.142465378047182,0.717391304347826,0.8369565217391305,0.7771739130434783,0.0317964041361307,0.12221411306394835,92,92
2019-10-01,2019-11-01,445,444,3,0.06855761956684858,-0.05395672949738743,0.05779936781829777,0.07661012984737861,0.01881076202908084,0.017950223092425728,0.0008605389366551105,1.3525993328845671,0.6474006671154326,0.6756347755234298,1.411588206602299,0.6741573033707865,0.6966292134831461,0.6853932584269663,0.05902010184863621,0.08783624799762714,89,89
2019-11-01,2019-12-01,417,416,3,0.003752499654933736,-0.06701257852199505,-0.046522361277066285,-0.030088060464768668,0.01643430081229762,0.015495289770540072,0.000939011041757548,1.2365251056198499,0.7634748943801499,0.7378610658552868,1.195040909799961,0.5119047619047619,0.6904761904761905,0.6011904761904762,0.03074383288311761,-0.09395865534462104,84,84
2019-12-01,2020-01-01,422,421,3,0.029023793391352123,-0.0902451388272424,-0.021945447313158638,-0.006261617753290261,0.01568382955986838,0.014830749686447625,0.0008530798734207552,1.3293053554864338,0.6706946445135663,0.6205624897136998,1.2299442790223896,0.5411764705882353,0.6352941176470588,0.588235294117647,0.06336923016017205,-0.052397250814839896,85,85
2020-01-01,2020-02-01,418,417,3,-0.05416577026970728,0.03826972019605657,-0.050104396361282624,-0.03303236524740169,0.017072031113880927,0.016201280027437384,0.0008707510864435433,1.370078052437034,0.6299219475629659,0.6455248294379516,1.4040142664305124,0.5595238095238095,0.7023809523809523,0.6309523809523809,-0.04749601616583856,0.12176381456483691,84,84
2020-02-01,2020-03-01,432,431,3,-0.12435023467221319,0.038312083756011195,-0.1126205012482226,-0.09487590327644599,0.017744597971776587,0.016579723977925592,0.0011648739938509938,1.1634204564946626,0.8365795435053375,0.8431663199814334,1.1725806021785248,0.5977011494252874,0.5977011494252874,0.5977011494252874,-0.09332875947841829,-0.08348817477055659,87,87
2020-03-01,2020-04-01,461,460,3,-0.24722617757418575,0.2883145543834694,-0.038708645862520735,-0.01982551529175952,0.018883130570761204,0.017724027200534866,0.0011591033702263358,1.1490027142848847,0.8509972857151156,0.7324829053739418,0.9889865227181045,0.6521739130434783,0.6195652173913043,0.6358695652173914,-0.30189397200415957,0.14305323625882183,92,92
2020-04-01,2020-05-01,512,511,3,0.184460155290727,-0.4234820562254928,-0.1009275584675797,-0.07896933459345581,0.021958223874123918,0.02096091687219898,0.0009973070019249383,1.227150442675754,0.7728495573242463,0.7982426152809681,1.2674701944530182,0.7184466019417476,0.7766990291262136,0.7475728155339806,0.2670407239824795,-0.21152526815955558,103,103
2020-05-01,2020-06-01,483,482,3,0.12398147725652117,-0.201720522242455,0.011409725777395463,0.02943299525497023,0.018023269477574783,0.017078993302103457,0.000944276175471326,1.2737126910503032,0.7262873089496967,0.7338771642492962,1.2870232568542346,0.5876288659793815,0.6185567010309279,0.6030927835051547,0.1409748702527564,-0.13636172570849628,97,97
2020-06-01,2020-07-01,472,471,3,-0.008373857851062391,-0.04867211265168355,-0.05094638780822137,-0.032383451337789845,0.018562936470431522,0.01739180541720282,0.0011711310532287022,1.151360964009552,0.8486390359904481,0.7801662541255701,1.0584629416550286,0.5684210526315789,0.6526315789473685,0.6105263157894737,0.06496287588136004,-0.091056990682069,95,95
2020-07-01,2020-08-01,492,491,3,0.03680878212759729,-0.08468613806952904,-0.023863171779465495,-0.005561561002122399,0.01830161077734309,0.01717030703822499,0.0011313037391181,1.197655870084964,0.8023441299150361,0.7604421534430239,1.1351089575834894,0.5757575757575758,0.6161616161616161,0.595959595959596,0.04941898837279665,0.05532461497914719,99,99
2020-08-01,2020-09-01,493,492,3,0.0075083566216672375,-0.04447953150307021,-0.02870247185360473,-0.009947040347705782,0.018755431505898954,0.01762322968218391,0.001132201823715042,1.159050565931024,0.8409494340689762,0.7995914716150002,1.1020483636034781,0.5858585858585859,0.6363636363636364,0.6111111111111112,0.054085288036903885,-0.04745206927081975,99,99
2020-09-01,2020-10-01,489,488,3,-0.04372414613962801,-0.017066515624377637,-0.0671177404111604,-0.048396423182654934,0.018721317228505476,0.01765675617997437,0.001064561048531105,1.2373458752658137,0.7626541247341861,0.748203398596621,1.2139007173613126,0.5918367346938775,0.6836734693877551,0.6377551020408163,-0.03386413894548874,-0.06796244775339275,98,98
2020-10-01,2020-11-01,489,488,3,-0.0042993841329399644,0.022318717224353437,0.011738515875311262,0.030380743424316955,0.018642227549005692,0.017554387240531506,0.0010878403084741877,1.2359603764293752,0.7640396235706249,0.752020210400215,1.2165169889815686,0.6122448979591837,0.6224489795918368,0.6173469387755102,0.002932466745201118,0.11246333179857544,98,98
2020-11-01,2020-12-01,476,474,3,0.15535657764732383,-0.3091854913465888,-0.05198385269803718,-0.03511424324255255,0.016869609455484626,0.015842111865682115,0.0010274975898025113,1.2192375412237688,0.7807624587762312,0.708015871767562,1.105636574783999,0.5052631578947369,0.7052631578947368,0.6052631578947368,0.2234120098800691,-0.12280202204872584,95,95
2020-12-01,2021-01-01,460,459,4,0.052994235057293775,-0.13477951755862225,-0.020448179749798692,-0.002023917821208976,0.018424261928589713,0.017597558318015825,0.000826703610573887,1.3266542948470144,0.6733457051529855,0.7185893501121958,1.4157952449419327,0.5869565217391305,0.7717391304347826,0.6793478260869565,0.09192094043193229,-0.06172065498834945,92,92
