rebalance_date,hold_end,n_universe,n_high_ivol,n_delisted,long_ret,short_ret,ls_ret,ls_gross,ls_cost,ls_ba_cost,ls_borrow_cost,ls_ret_standalone_value,long_scale,short_scale,mean_beta_long,mean_beta_short,avg_turnover,mkt_ret,ic,n_long,n_short,guard_fired,mean_val_long,mean_val_short,sign_ok
2017-07-01,2017-10-01,404,135,2,0.02151788132187913,-0.1518641911415114,-0.11497448569227092,-0.09570533743716408,0.01926914825510686,0.015250103866379676,0.004019044388727183,-0.05599657540755418,1.0886586710434385,0.9113413289565617,0.964344396243229,1.1519744090223087,0.4666666666666667,0.05924516301675565,-0.07599340780076909,45,45,False,0.07349117285893159,-0.3529768362141242,True
2017-10-01,2018-01-01,374,125,2,0.061019735086246425,0.08950096041601217,0.14896298546917064,0.16887500087233176,0.019912015403161093,0.015799458659181774,0.004112556743979321,0.028772526874631988,1.0546925216542549,0.9453074783457449,1.244176246240264,1.3881445059821322,0.4880952380952381,0.0318429356842954,0.2743801652892562,42,42,False,0.08198749350241732,-0.23743158123171698,True
2018-01-01,2018-04-01,399,133,2,-0.06384080222510624,-0.10262825060722125,-0.16435973463195513,-0.1424265180477361,0.02193321658421899,0.01761507130979109,0.004318145274427901,-0.10682646610254759,1.0543814632917428,0.945618536708257,1.2145631279340514,1.3542594591569401,0.5444444444444445,-0.010000799871656365,-0.135300311298297,45,45,False,0.06680151106586475,-0.35668148758853807,True
2018-04-01,2018-07-01,420,140,2,0.2222246673132638,-0.1931646419120185,0.006074669207915051,0.028559930295323666,0.02248526108740861,0.017804079245926988,0.0046811818414816235,-0.02174300398201673,0.9446655085173018,1.055334491482698,1.192960741770373,1.0678594084254498,0.5638297872340425,0.14755012213898547,0.025780923591206917,47,47,False,0.07467323191665298,-0.36209428967349166,True
2018-07-01,2018-10-01,435,145,2,-0.024460748011267654,-0.0496385533631156,-0.07261725326377277,-0.051989417827427484,0.020627835436345276,0.016610391668119673,0.0040174437682256045,-0.07931840232811643,1.058863276202972,0.9411367237970281,1.2346794673961101,1.389125206625705,0.5408163265306123,0.021529261515332385,-0.11428477625660724,49,49,False,0.0727996810028998,-0.366180576937404,True
2018-10-01,2019-01-01,422,141,3,-0.24291113118753435,0.3332419340163734,0.04795483079491353,0.06895826289972495,0.021003432104811398,0.016969349698398403,0.004034082406412993,-0.0273163129355683,1.0735498508871564,0.9264501491128435,1.120898736672003,1.2988725543043347,0.5212765957446809,-0.22201243352719388,0.22767241748362513,47,47,False,0.07693179127061796,-0.3870706640687779,True
2019-01-01,2019-04-01,453,151,3,0.15466372661358718,-0.31783832168737186,-0.11411970148093831,-0.09235897143314309,0.021760730047795197,0.017822750084905786,0.00393797996288941,-0.03266285351825965,1.1038194305595919,0.896180569440408,1.0586241378162116,1.3039000541047008,0.5392156862745098,0.17053053657903,0.0014813523875914952,51,51,False,0.12900258381930166,-0.46235269458479283,True
2019-04-01,2019-07-01,439,147,3,-0.026518553644560086,0.12706612848313364,0.07133475563890548,0.091790150860442,0.020455395221536523,0.016983711582026627,0.003471683639509896,0.025777769326775196,1.1902065934894464,0.8097934065105536,0.948357162897593,1.3938628534004367,0.5102040816326531,-0.01236953985797984,0.19761010661206357,49,49,False,0.0709372549153919,-0.3307415838910993,True
2019-07-01,2019-10-01,447,149,3,-0.12083904157507153,0.07534068241389835,-0.044599440873059615,-0.020307535729833223,0.024291905143226385,0.019859010743361147,0.00443289439986524,0.0473406147457833,0.9954178838167592,1.0045821161832407,1.1569569323503006,1.1464026710358022,0.61,-0.06853629721579911,-0.00625793578813713,50,50,False,0.1323692770682107,-0.3955467328987675,True
2019-10-01,2020-01-01,441,147,3,0.08062038129029375,-0.2070652893251128,-0.12258060636292072,-0.10055790845949292,0.022022697903427788,0.017654510897774162,0.004368187005653627,-0.09337853980480154,1.0134323745205382,0.9865676254794618,1.240128749337807,1.2738980995264402,0.5510204081632653,0.14899350121645746,-0.10614098545133029,49,49,False,0.20281259856130585,-0.5094292585377809,True
2020-01-01,2020-04-01,417,139,3,-0.45178705499811833,0.28092911405122106,-0.17181490565950636,-0.15074746899208596,0.021067436667420412,0.01667486874137849,0.004392567926041922,-0.2736176216576809,1.0013060510372669,0.9986939489627332,1.4288137930234763,1.432550881324407,0.5319148936170213,-0.37511731337168475,-0.16203136869386475,47,47,False,0.09713249735756271,-0.4878562010575813,True
2020-04-01,2020-07-01,511,171,3,0.7778847985529579,-0.9095417617098038,-0.30353894753703414,-0.2764808844488066,0.02705806308822753,0.022178075183851006,0.004879987904376524,-0.289210445950567,0.8981395763064065,1.1018604236935936,1.3622868410031808,1.1104162558856259,0.6842105263157895,0.5094513015429641,0.06092351261189911,57,57,False,0.2831384819496753,-0.7083981716316278,True
2020-07-01,2020-10-01,490,164,3,0.18693645631047623,-0.10544531955008772,0.1051905170577388,0.13067162142577046,0.025481104368031672,0.02135130518819416,0.004129799179837511,-0.020170016848258296,1.0810562841257674,0.9189437158742327,1.0413282065160656,1.2250308501436842,0.6272727272727272,0.08638872390757436,0.0818466978125814,55,55,False,0.09300636600291451,-0.7756946217833375,True
2020-10-01,2021-01-01,486,162,3,0.4036958296604295,-0.4208007534732951,0.07097887519622015,0.09159107466495547,0.020612199468735257,0.016664713567298206,0.003947485901437049,-0.0028086166514882382,1.106833431224541,0.8931665687754591,1.122877010071721,1.3914961188088133,0.5092592592592593,0.3605908060628444,0.02723142397055441,54,54,False,0.06606759006089234,-0.8210511654554126,True
