date,ls_gross,ls_net,ls_ba,ls_bw,n_long,n_short,skipped,guard_fired,mkt_ret,long_scale,short_scale,beta_long,beta_short,sort_label
2016-12-13,-0.006362638797436611,-0.006644053235529841,0.00022127096586955353,6.014347222367674e-05,71,71,False,False,0.0008653412479414084,0.9634627331368933,1.0365372668631068,1.6224202892897608,1.5080417619198856,quintile
2016-12-14,0.009285346279587657,0.009226040434182896,0.0,5.930584540476061e-05,71,71,False,False,-0.011680979141354166,0.970677017618237,1.029322982381763,1.6224202892897608,1.5299824396100112,quintile
2016-12-15,0.01107871753764279,0.011019411692238029,0.0,5.930584540476061e-05,71,71,False,False,0.0058302340877753765,0.970677017618237,1.029322982381763,1.6224202892897608,1.5299824396100112,quintile
2016-12-16,-0.004566834974775771,-0.004626140820180532,0.0,5.930584540476061e-05,71,71,False,False,-0.0010191831169325753,0.970677017618237,1.029322982381763,1.6224202892897608,1.5299824396100112,quintile
2016-12-19,0.004425102229080711,0.00436579638367595,0.0,5.930584540476061e-05,71,71,False,False,0.0028094101700429533,0.970677017618237,1.029322982381763,1.6224202892897608,1.5299824396100112,quintile
2016-12-20,0.0006154042067556369,0.0005560983613508763,0.0,5.930584540476061e-05,71,71,False,False,0.0053464576021336075,0.970677017618237,1.029322982381763,1.6224202892897608,1.5299824396100112,quintile
2016-12-21,-0.0031152942225428255,-0.003174600067947586,0.0,5.930584540476061e-05,71,71,False,False,-0.00291635304436498,0.970677017618237,1.029322982381763,1.6224202892897608,1.5299824396100112,quintile
2016-12-22,0.00539322546180547,0.0053339196164007095,0.0,5.930584540476061e-05,71,71,False,False,-0.006434503284479993,0.970677017618237,1.029322982381763,1.6224202892897608,1.5299824396100112,quintile
2016-12-23,0.0029365789918038773,0.0027056969105334503,0.00017198078111646615,5.890130015396063e-05,72,72,False,False,0.00651329039729732,0.9758027224460438,1.0241972775539563,1.6036310350095657,1.5278575368785472,quintile
2016-12-27,-0.00226348792178888,-0.0028214316259290283,0.0004990424039861876,5.890130015396063e-05,72,72,False,False,0.004900321446589255,0.9758027224460438,1.0241972775539563,1.6036310350095657,1.5278575368785472,quintile
2016-12-28,-0.0007746441283218043,-0.001957334636187387,0.0011232700589865465,5.942044887903625e-05,71,71,False,False,-0.01056752648670084,0.9708992328255319,1.029100767174468,1.6224202892897608,1.5306631424607173,quintile
2016-12-29,-0.0034018198432194976,-0.003460725888259907,0.0,5.8906045040409446e-05,69,69,False,False,0.0013116384796788532,0.9837741473851159,1.0162258526148842,1.6031853891249046,1.5519899786335432,quintile
2016-12-30,0.0038435201461412666,0.0032334508113537014,0.000551163289747156,5.8906045040409446e-05,69,69,False,False,-0.0021432931210863745,0.9837741473851159,1.0162258526148842,1.6031853891249046,1.5519899786335432,quintile
2017-01-03,-0.012093695525750469,-0.012630910060948445,0.0004800664341423972,5.714810105557917e-05,68,68,False,False,0.008585166422836405,0.9976756736816745,1.0023243263183252,1.5887720596039565,1.5814035370309851,quintile
2017-01-04,-0.00437374982370492,-0.0057030516791378195,0.0012709150005267484,5.8386854906151675e-05,66,66,False,False,0.01605819908959212,0.9843484912132345,1.0156515087867657,1.6113510765793662,1.5616882240842767,quintile
2017-01-05,-0.0014080772442857034,-0.004243042069403255,0.0027772443143865917,5.7720510730960246e-05,64,64,False,False,-0.0042531509373165705,0.9878503247255138,1.012149675274486,1.6018225707556288,1.5633665507470356,quintile
2017-01-06,0.0010909327804472435,-0.0005228368426122641,0.001551253767763646,6.251585529586169e-05,57,57,False,False,-0.001743971363594439,0.9359139359592651,1.064086064040735,1.6761899472084156,1.4742882027323738,quintile
2017-01-09,0.003533839388735076,0.003294795110536603,0.0001751889210747229,6.385535712374997e-05,55,55,False,False,-0.003120243686106332,0.9236402196108853,1.076359780389115,1.6940116270512744,1.453656388635585,quintile
2017-01-10,-0.012580098479977587,-0.015002337209990876,0.002358631908007734,6.360682200555488e-05,54,54,False,False,0.008240481034243926,0.9260980817055872,1.0739019182944127,1.6905363346975117,1.4578635440967214,quintile
2017-01-11,-0.01088426954894608,-0.016785846558448413,0.005839597276370987,6.197973313134343e-05,49,49,False,False,0.0015213583683018827,0.9269973569165775,1.0730026430834225,1.6463086276312575,1.4222926255778872,quintile
2017-01-12,0.007042605621452152,0.0023895881477495728,0.004588859596557994,6.415787714458566e-05,44,44,False,False,-0.005351942542220548,0.8841174503954009,1.1158825496045992,1.7494089044088086,1.3860624855303791,quintile
2017-01-13,0.0029509108883818205,0.0014685021494122627,0.001415176436770356,6.723230219920191e-05,35,35,False,False,0.006676062942275664,0.8212752750910055,1.1787247249089945,1.808495485480816,1.2600674236758473,quintile
2017-01-17,-0.006543863776036029,-0.011833296898612887,0.005221965171802806,6.746795077405254e-05,33,33,False,False,-0.0071021436909572055,0.8489247877411834,1.1510752122588164,1.7919614937985162,1.3215822168371325,quintile
2017-01-18,0.010139716170650837,0.004803678676197939,0.005270315574496357,6.572191995654115e-05,28,28,False,False,0.000855320530088289,0.8503799515799205,1.1496200484200796,1.732052553327446,1.281208316135995,quintile
2017-01-19,0.005948534696564657,-0.001368577638415968,0.007252332841441575,6.477949353905019e-05,24,24,False,False,-0.006477246386572906,0.8660319300083874,1.1339680699916126,1.6984304307274665,1.2971220467598916,quintile
